X,Y,Northeast,North,Center,West_SLOPE,Northwest,SouthEast_,East,South,SouthWest
613305.873359575867653,1577857.673556432127953,,,,,10.37685,,,,
613296.469816267490387,1577768.275918632745743,,,,,10.90653,,,,
613296.427493438124657,1577652.367125988006592,,,,,8.36278,,,,
613461.081692919135094,1577553.54166667163372,,,,,7.01503,,,,
613666.28740157186985,1577316.244094491004944,,,,,9.28774,,,,
613833.835301831364632,1576883.853346452116966,,,,,5.53719,,,,
614004.739501312375069,1576656.737532809376717,,,,,12.23464,,,,
614099.312992125749588,1576569.205708667635918,,,,,12.04635,,,,
614257.733595803380013,1576308.998359575867653,,,,,7.36515,,,,
614402.570538058876991,1574717.110564306378365,,,,,7.00171,,,,
614632.948162734508514,1575194.849409446120262,,,,,10.58962,,,,
413356.886482939124107,1161457.318569555878639,,,,,8.49448,,,,
413391.943241477012634,1161472.914370074868202,,,,,7.58922,,,,
413562.61089238524437,1161625.020669296383858,,,,,22.68735,,,,
414666.807086616754532,1161993.548884510993958,,,,,7.85401,,,,
416022.055446192622185,1162051.56496062874794,,,,,5.22232,,,,
416386.224409446120262,1161914.63910761475563,,,,,6.76423,,,,
417194.682742789387703,1161548.049868762493134,,,,,4.61871,,,,
417190.13484251499176,1161550.794619426131248,,,,,4.61871,,,,
418286.953083992004395,1161250.211942255496979,,,,,11.27395,,,,
421185.915026247501373,1161473.371719166636467,,,,,6.76423,,,,
421762.250984251499176,1161629.646325454115868,,,,,30.78877,,,,
421790.879593178629875,1161621.98589238524437,,,,,30.78877,,,,
422128.383202105760574,1161612.511811017990112,,,,,11.74034,,,,
422521.626312330365181,1161544.827427819371223,,,,,8.70399,,,,
425181.053805768489838,1159797.97244094312191,,,,,9.17817,,,,
426205.928149610757828,1159403.849409446120262,,,,,20.11643,,,,
426986.751968502998352,1158713.095472440123558,,,,,8.09830,,,,
427011.489173233509064,1158652.554461941123009,,,,,8.04661,,,,
426196.957349076867104,1156421.93077427148819,,,,,26.06598,,,,
426121.966863512992859,1156379.445538058876991,,,,,23.90018,,,,
423334.632545933127403,1157435.499015748500824,,,,,9.42034,,,,
423706.029199481010437,1157194.872703418135643,,,,,6.12503,,,,
423839.66240157186985,1157083.158792644739151,,,,,5.38211,,,,
424447.199475064873695,1156727.576443567872047,,,,,6.08663,,,,
422955.241141736507416,1157579.346784770488739,,,,,9.49799,,,,
421986.121062994003296,1157320.064632549881935,,,,,16.92922,,,,
421778.515419945120811,1157215.420603677630424,,,,,7.72281,,,,
422082.224081367254257,1155455.244750648736954,,,,,12.48432,,,,
422125.896325454115868,1155333.197178483009338,,,,,11.97910,,,,
422183.623359575867653,1155152.653543308377266,,,,,9.32231,,,,
422497.332020998001099,1153309.962926506996155,,,,,14.85397,,,,
422518.779855638742447,1152205.377296581864357,,,,,18.26220,,,,
404687.558070868253708,1167111.469816267490387,,,,,8.49448,,,,
408297.322834640741348,1163138.065616801381111,,,,,7.69266,,,,
408784.662073493003845,1162841.141404196619987,,,,,8.47268,,,,
409451.039698168635368,1162446.210629925131798,,,,,21.46106,,,,
409875.814304456114769,1162030.097112864255905,,,,,9.17817,,,,
410422.317585304379463,1161287.043307080864906,,,,,0.00000,,,,
410696.849081367254257,1160948.977034121751785,,,,,9.35675,,,,
411583.66732282936573,1160641.483923882246017,,,,,6.08663,,,,
410980.883858263492584,1160760.147309705615044,,,,,8.81462,,,,
413135.200131237506866,1160640.688976377248764,,,,,7.36515,,,,
412877.94914698600769,1160649.640748038887978,,,,,14.51872,,,,
413260.124343827366829,1160931.490485563874245,,,,,16.80624,,,,
413267.784776896238327,1160895.252296581864357,,,,,11.17322,,,,
412358.868110239505768,1160757.499343827366829,,,,,6.08663,,,,
515118.53248031437397,1576074.305446192622185,,,,,15.64549,,,,
515250.918635174632072,1575781.693897634744644,,,,,17.63775,,,,
501580.919291332364082,1626104.791338577866554,,,,,8.53249,,,,
498104.982939630746841,1627099.103674545884132,,,,,7.42810,,,,
488547.616797894239426,1630905.01476377248764,,,,,3.89728,,,,
488617.673556432127953,1631574.066929131746292,,,,,4.70977,,,,
479781.778215229511261,1636880.340223103761673,,,,,8.75686,,,,
477759.760826766490936,1636710.62007874250412,,,,,6.08663,,,,
473813.239173233509064,1616182.831364825367928,,,,,12.85726,,,,
473827.469816267490387,1616037.887139111757278,,,,,7.49050,,,,
473822.778871387243271,1614355.365485563874245,,,,,3.48691,,,,
475968.934383198618889,1611876.042650923132896,,,,,10.52066,,,,
481903.505905508995056,1603856.609580054879189,,,,,9.42034,,,,
489754.482939630746841,1599959.145669296383858,,,,,11.84712,,,,
491835.019685044884682,1600095.149934381246567,,,,,0.92567,,,,
502502.308727040886879,1588549.644356951117516,,,,,16.21615,,,,
503248.64763779938221,1587740.512795269489288,,,,,11.84712,,,,
503191.969488188624382,1587727.49015748500824,,,,,8.92380,,,,
504757.556758522987366,1587006.874671921133995,,,,,18.54551,,,,
568250.081364825367928,1624715.927493438124657,,,,,24.99371,,,,
568316.503608927130699,1624624.660433068871498,,,,,3.21831,,,,
568887.38976377248764,1621925.426509186625481,,,,,15.20898,,,,
569098.136154860258102,1621617.952755898237228,,,,,13.91780,,,,
565451.070209980010986,1624460.14829395711422,,,,,7.72281,,,,
565638.660761147737503,1624459.262795269489288,,,,,2.06914,,,,
536256.605314955115318,1625772.080052495002747,,,,,10.52066,,,,
495641.465223103761673,1627161.784776896238327,,,,,15.13476,,,,
491328.00492125749588,1627229.903543308377266,,,,,2.06914,,,,
488210.361548557877541,1633754.137139111757278,,,,,6.86705,,,,
487528.187664046883583,1634614.424212604761124,,,,,10.11870,,,,
486995.351049870252609,1635695.25,,,,,12.71097,,,,
481950.059711292386055,1636757.400918632745743,,,,,7.42183,,,,
481447.128608927130699,1636756.459645673632622,,,,,14.51872,,,,
882548.807414695620537,968650.95833332836628,,,,24.56637,,,,,
882936.089566931128502,968618.771981626749039,,,,17.69920,,,,,
883377.907808393239975,968678.580380573868752,,,,4.97416,,,,,
889237.436351701617241,968485.950787395238876,,,,16.27826,,,,,
889765.627624675631523,968265.329724416136742,,,,38.43924,,,,,
889802.183398947119713,968221.655511811375618,,,,24.83492,,,,,
919098.247703418135643,976465.617782145738602,,,,3.60809,,,,,
424544.500984251499176,461105.366797894239426,,,,,,,,,10.11242
424902.585301831364632,461092.362204730510712,,,,,,,,,22.97869
425084.986876636743546,461169.345144361257553,,,,,,,,,28.75697
425194.805446192622185,461215.422244101762772,,,,,,,,,40.61612
425394.878608927130699,461328.499343827366829,,,,,,,,,18.73042
425564.326443567872047,461325.970144361257553,,,,,,,,,15.76604
425733.646981626749039,461188.870406821370125,,,,,,,,,16.37572
425900.561023622751236,461141.815616801381111,,,,,,,,,13.27953
427382.86581364274025,460405.656496062874794,,,,,,,,,18.96579
427984.693897634744644,460484.98589238524437,,,,,,,,,21.34182
430329.124343827366829,460382.741469815373421,,,,,,,,,10.10791
435409.684711292386055,461060.456692919135094,,,,,,,,,15.60978
438143.81922572851181,461278.242125988006592,,,,,,,,,12.48217
438398.862860888242722,461370.521981626749039,,,,,,,,,10.51883
440527.16240157186985,462239.61023622751236,,,,,,,,,32.04498
441124.995734915137291,462663.210958003997803,,,,,,,,,12.04427
443349.358595803380013,463344.774278208613396,,,,,,,,,10.58778
443288.378608927130699,463347.39271654188633,,,,,,,,,16.19496
443919.995734915137291,463982.807086616754532,,,,,,,,,20.40037
444748.203412070870399,464846.987532809376717,,,,,,,,,18.48220
445242.897309705615044,465369.010170608758926,,,,,,,,,24.74341
447033.977034121751785,467790.581036746501923,,,,,,,,,22.68371
447727.597112864255905,467991.600393697619438,,,,,,,,,24.57003
451617.340223103761673,471829.807414695620537,,,,,,,,,4.10921
452673.178805768489838,473275.785433068871498,,,,,,,,,17.64192
453298.266732290387154,473341.684055119752884,,,,,,,,,10.74114
470285.375,494763.17585301399231,,,,,,,,,0.92550
470277.671259835362434,494855.290026247501373,,,,,,,,,13.08791
471327.260498687624931,495558.605314955115318,,,,,,,,,3.33347
472609.383202105760574,495317.958005249500275,,,,,,,,,12.38876
473346.536089241504669,495604.595144361257553,,,,,,,,,9.94388
474455.117125988006592,496781.331364825367928,,,,,,,,,12.13327
474801.632217854261398,496855.261482939124107,,,,,,,,,19.02405
475815.827099740505219,496055.329068243503571,,,,,,,,,28.97309
475781.326443567872047,496035.141076117753983,,,,,,,,,17.81636
484470.626968502998352,497066.332349076867104,,,,,,,,,8.75532
492421.291338577866554,503204.876640424132347,,,,,,,,,1.85052
493457.629265084862709,505400.658792644739151,,,,,,,,,0.92550
503559.226049870252609,509950.782152235507965,,,,,,,,,3.89658
867597.85662730038166,966052.496062994003296,,,,13.93099,,,,,
867863.484908133745193,966047.904527559876442,,,,18.97382,,,,,
864664.917979001998901,973471.218175858259201,,,,5.61463,,,,,
863379.948162734508514,969603.914370074868202,,,,11.20455,,,,,
864262.995734915137291,970860.13910761475563,,,,24.62194,,,,,
861378.947178483009338,968661.858923882246017,,,,21.56140,,,,,
866506.806758522987366,964873.357939630746841,,,,10.08527,,,,,
868896.151246726512909,966421.208989500999451,,,,20.47159,,,,,
870446.659448817372322,966442.309383198618889,,,,17.51833,,,,,
871405.228346452116966,966280.446194231510162,,,,17.67080,,,,,
871587.866797894239426,966355.972112864255905,,,,13.32532,,,,,
872470.914370074868202,966213.416010499000549,,,,19.03209,,,,,
873404.20833332836628,967611.732939630746841,,,,12.52341,,,,,
873321.448490813374519,967939.824475064873695,,,,12.79475,,,,,
873675.887467190623283,968202.205708667635918,,,,33.15595,,,,,
874799.890091866254807,968231.956364825367928,,,,24.44556,,,,,
875964.662729665637016,968511.77755905687809,,,,18.46543,,,,,
504748.195866137742996,1587019.659120738506317,,,,,16.37589,,,,
505538.468503937125206,1586953.186351701617241,,,,,9.17817,,,,
505695.402887135744095,1586896.124015748500824,,,,,7.72281,,,,
506067.866797894239426,1586821.630249351263046,,,,,9.32231,,,,
513507.221128612756729,1577986.445209980010986,,,,,24.86581,,,,
513568.390419945120811,1577817.094160109758377,,,,,24.19678,,,,
513741.617125988006592,1577623.422572180628777,,,,,29.73932,,,,
513970.19488188624382,1577286.129593178629875,,,,,26.37018,,,,
514646.135498687624931,1576420.316929131746292,,,,,24.07787,,,,
514884.566929131746292,1576214.316272959113121,,,,,13.06981,,,,
511792.263451442122459,1580442.020013123750687,,,,,13.94305,,,,
512085.854986876249313,1579503.645997375249863,,,,,23.98459,,,,
507571.38484251499176,1584660.644356951117516,,,,,17.86379,,,,
388035.464566931128502,1115738.455052495002747,,,,35.49490,,,,,
388471.79166667163372,1107587.541338577866554,,,,10.59249,,,,,
396314.033792644739151,1157044.316272959113121,,,,,7.69266,,,,
386385.121062994003296,1127098.569553807377815,,,,22.35082,,,,,
386069.036089241504669,1127039.619422569870949,,,,16.17818,,,,,
385295.755577430129051,1122636.343503937125206,,,,19.86527,,,,,
385538.619422569870949,1121785.061351701617241,,,,17.95925,,,,,
385407.43996062874794,1122042.746062994003296,,,,20.61168,,,,,
386638.488517060875893,1120187.843175858259201,,,,14.85790,,,,,
388059.816929131746292,1104854.619422569870949,,,,7.29725,,,,,
387828.701771646738052,1102920.226049870252609,,,,12.06077,,,,,
387800.51410761475563,1100827.163057744503021,,,,0.00000,,,,,
387787.687007874250412,1100644.980643048882484,,,,5.25970,,,,,
387245.927165359258652,1098613.967847764492035,,,,9.84194,,,,,
387155.51476377248764,1098160.924868762493134,,,,5.29540,,,,,
387134.73589238524437,1097939.008530184626579,,,,2.61732,,,,,
386836.116797894239426,1096170.682742789387703,,,,8.36506,,,,,
386783.525918632745743,1095887.845144361257553,,,,5.61463,,,,,
386672.592847764492035,1095172.898622050881386,,,,9.32485,,,,,
386547.272309705615044,1094533.121719166636467,,,,6.08830,,,,,
386320.391404196619987,1093323.150918632745743,,,,6.08830,,,,,
388243.966863512992859,1079392.201771646738052,,,,11.59291,,,,,
380612.189632549881935,1029726.789698168635368,,,,3.33499,,,,,
368021.835629925131798,948808.253937005996704,,,,8.75925,,,,,
367034.839238852262497,945090.987204730510712,,,,22.17688,,,,,
367654.929790019989014,944364.586942255496979,,,,17.39079,,,,,
366841.55511811375618,942143.354658797383308,,,,13.60448,,,,,
366689.635498687624931,941903.12992125749588,,,,17.74877,,,,,
367332.229002624750137,948159.563320204615593,,,,21.22469,,,,,
366797.097769021987915,946092.480971127748489,,,,23.66438,,,,,
419379.687007874250412,1072798.214895009994507,,,,8.04881,,,,,
440311.757217854261398,1084703.870734915137291,,,,1.85137,,,,,
442107.221784770488739,1077202.275590553879738,,,,13.32532,,,,,
442204.538385823369026,1076910.713582679629326,,,,10.57960,,,,,
442737.219488188624382,1076200.821194231510162,,,,3.21920,,,,,
443722.151902884244919,1077614.954068243503571,,,,9.32485,,,,,
448665.196194231510162,1076536.428477689623833,,,,2.92574,,,,,
448981.540026247501373,1076420.003608927130699,,,,3.89836,,,,,
451372.70767717063427,1076347.62992125749588,,,,10.41911,,,,,
452065.752952754497528,1077182.121719166636467,,,,8.36506,,,,,
459764.031824141740799,1069943.108923882246017,,,,7.16830,,,,,
468129.723097115755081,1064196.910104990005493,,,,15.74831,,,,,
471162.808727040886879,1061752.280511811375618,,,,11.33697,,,,,
491444.461614176630974,1061885.613845139741898,,,,7.37981,,,,,
505728.53248031437397,1052137.939304456114769,,,,4.61999,,,,,
505794.638451442122459,1052070.80085301399231,,,,2.92574,,,,,
515604.50492125749588,1575240.961614176630974,,,,,28.38233,,,,
515757.873687669634819,1575074.616469815373421,,,,,20.65670,,,,
515958.097769021987915,1574930.386811017990112,,,,,20.94345,,,,
516946.413057744503021,1573425.250328078866005,,,,,22.03079,,,,
517208.08759842813015,1573178.816929131746292,,,,,16.75572,,,,
517515.252296581864357,1573027.092847764492035,,,,,14.42515,,,,
517699.195538058876991,1572995.211286082863808,,,,,15.00527,,,,
519034.813648298382759,1569913.531824141740799,,,,,17.51377,,,,
523821.781496062874794,1559839.778215229511261,,,,,10.81462,,,,
523193.112532809376717,1558929.038057744503021,,,,,22.74140,,,,
523127.0501968562603,1557852.239829391241074,,,,,8.81462,,,,
528095.221456691622734,1548959.000328078866005,,,,,11.20153,,,,
529751.961942255496979,1547935.594488188624382,,,,,12.48432,,,,
542483.295603677630424,1540833.989829391241074,,,,,5.93837,,,,
544351.67585301399231,1539227.102034121751785,,,,,6.81927,,,,
522496.79232282936573,1563635.006889760494232,,,,,14.56974,,,,
519200.664698168635368,1569371.81003937125206,,,,,10.58962,,,,
465909.656824141740799,1239206.851377949118614,,,,,18.38656,,,,
466458.913057744503021,1238896.848753273487091,,,,,5.47742,,,,
469124.058727040886879,1236676.945538058876991,,,,,8.49448,,,,
469058.271981626749039,1236548.600065618753433,,,,,7.88351,,,,
469335.648950129747391,1235900.582020998001099,,,,,6.75732,,,,
471515.999015748500824,1234173.35236220061779,,,,,11.03871,,,,
469917.458661422133446,1233995.079068243503571,,,,,13.16114,,,,
419469.774934381246567,1151863.981955379247665,,,,,2.92493,,,,
419436.345800518989563,1151845.391076117753983,,,,,5.91461,,,,
418002.598097115755081,1151525.218832015991211,,,,,16.98657,,,,
415649.64829395711422,1151004.948818892240524,,,,,10.58962,,,,
415624.373031497001648,1150965.146653547883034,,,,,10.26200,,,,
414961.477034121751785,1150712.807742789387703,,,,,6.51059,,,,
414838.291338577866554,1150761.19488188624382,,,,,10.58962,,,,
414713.769356951117516,1150858.484251961112022,,,,,6.12503,,,,
413787.579068243503571,1151053.121391072869301,,,,,8.75686,,,,
413256.499671921133995,1150918.621062994003296,,,,,3.59394,,,,
412966.530183732509613,1151295.38910761475563,,,,,3.69785,,,,
412635.206036746501923,1151470.125328078866005,,,,,26.68864,,,,
412849.494750648736954,1151404.607939630746841,,,,,9.47864,,,,
412514.656824141740799,1151430.861876636743546,,,,,22.52577,,,,
366456.266076117753983,941292.68996062874794,,,,15.14735,,,,,
366577.09744094312191,940959.862204730510712,,,,18.22826,,,,,
367086.506889760494232,936342.539370074868202,,,,16.45289,,,,,
367093.696194231510162,936301.94488188624382,,,,16.00256,,,,,
366740.095472440123558,933529.317257210612297,,,,9.59671,,,,,
366707.523950129747391,933496.01771654188633,,,,8.83272,,,,,
366439.642388448119164,928587.399606302380562,,,,22.74706,,,,,
366389.101049870252609,928263.748031497001648,,,,28.26708,,,,,
366361.313648298382759,927844.34251968562603,,,,21.67924,,,,,
366441.170603677630424,927677.771981626749039,,,,24.75334,,,,,
365454.198162734508514,919177.301509186625481,,,,2.61732,,,,,
365479.286089241504669,919181.318241477012634,,,,6.08830,,,,,
364948.432742789387703,916403.328083992004395,,,,25.18764,,,,,
364970.869422569870949,915640.575787395238876,,,,21.64489,,,,,
365049.585958003997803,915219.390419945120811,,,,17.67080,,,,,
365213.91732282936573,914151.200131237506866,,,,20.50673,,,,,
365221.01410761475563,913923.21259842813015,,,,20.35778,,,,,
365436.401574805378914,913425.415354326367378,,,,11.17624,,,,,
365059.373359575867653,911885.704068243503571,,,,19.65206,,,,,
364949.594488188624382,910900.066601052880287,,,,22.08742,,,,,
364848.826443567872047,910601.488845139741898,,,,21.05258,,,,,
364860.010170608758926,910349.58759842813015,,,,16.13847,,,,,
365057.424212604761124,911915.01837269961834,,,,18.97382,,,,,
364550.619422569870949,908881.019356951117516,,,,18.32134,,,,,
364473.216207355260849,908745.725721791386604,,,,19.10300,,,,,
364478.272965878248215,907423.651246726512909,,,,10.74592,,,,,
363240.12992125749588,892902.619094491004944,,,,8.02572,,,,,
363250.399934381246567,892689.987204730510712,,,,2.06971,,,,,
362598.405183732509613,891349.131561681628227,,,,6.51956,,,,,
362358.352034121751785,891297.410433068871498,,,,6.61932,,,,,
361595.326115489006042,887931.163057744503021,,,,21.29152,,,,,
361079.832020998001099,887036.452099740505219,,,,37.77171,,,,,
360741.549540683627129,886514.10236220061779,,,,42.93447,,,,,
360661.970144361257553,886138.436023622751236,,,,29.19755,,,,,
363233.822178483009338,892353.94488188624382,,,,3.69887,,,,,
362619.931758522987366,884350.479986876249313,,,,10.15299,,,,,
362447.787073493003845,884326.946850389242172,,,,16.35934,,,,,
361541.353674545884132,883253.16240157186985,,,,31.02169,,,,,
361390.122703418135643,882642.525262460112572,,,,38.82959,,,,,
362157.478346452116966,884307.76771654188633,,,,21.39673,,,,,
362373.775590553879738,884288.005249351263046,,,,10.59249,,,,,
362832.318569555878639,883908.638451442122459,,,,26.62624,,,,,
361864.989829391241074,883495.693241477012634,,,,30.91576,,,,,
361476.170275583863258,883048.165682420134544,,,,46.78809,,,,,
361228.197834640741348,882039.451443567872047,,,,29.69343,,,,,
361218.741797894239426,881884.467191606760025,,,,44.98891,,,,,
361213.048884510993958,881683.828740164637566,,,,19.26713,,,,,
361428.193241477012634,880284.422900259494781,,,,13.70145,,,,,
361428.311679795384407,880268.493110239505768,,,,13.70145,,,,,
361577.986220479011536,879701.186351701617241,,,,24.44556,,,,,
413457.969160109758377,1133811.687007874250412,,,,17.12721,,,,,
414008.174868762493134,1133759.516404196619987,,,,19.35167,,,,,
414156.677165359258652,1133743.63484251499176,,,,10.37967,,,,,
414401.75,1133647.578740164637566,,,,9.03913,,,,,
420042.977034121751785,1130564.624671921133995,,,,13.72717,,,,,
430364.231299206614494,1129287.837270334362984,,,,23.90606,,,,,
429381.545931756496429,1124949.68011811375618,,,,10.59249,,,,,
412411.617454066872597,1151390.61515748500824,,,,,21.32129,,,,
412127.486548557877541,1151162.6998031437397,,,,,11.48819,,,,
412021.754593178629875,1150973.090879261493683,,,,,7.66845,,,,
411630.37007874250412,1150530.458661422133446,,,,,9.94562,,,,
411568.580052495002747,1150401.627624675631523,,,,,9.66551,,,,
411245.396981626749039,1149857.809055119752884,,,,,11.64795,,,,
409748.925524935126305,1146911.820538058876991,,,,,19.90490,,,,
409918.272309705615044,1146578.910761147737503,,,,,10.82721,,,,
410085.036089241504669,1146464.535104990005493,,,,,13.09017,,,,
410819.409120738506317,1145697.926837265491486,,,,,4.13289,,,,
411001.130577430129051,1145226.10728345811367,,,,,3.81133,,,,
411247.941272959113121,1144783.461286082863808,,,,7.67055,10.74301,,,,
411366.723753273487091,1144672.550524935126305,,,,9.48122,6.26875,,,,
412116.497703418135643,1144197.761154860258102,,,,4.61999,,,,,
414473.016404196619987,1141319.44422572851181,,,,4.61999,,,,,
414715.062007874250412,1140679.049212604761124,,,,13.75925,,,,,
414693.366141736507416,1140551.11089238524437,,,,11.17624,,,,,
413242.086614176630974,1138026.789370074868202,,,,27.84305,,,,,
412948.706036746501923,1137706.701771646738052,,,,20.12156,,,,,
412878.635170608758926,1137456.672572180628777,,,,25.19198,,,,,
412713.995734915137291,1137108.064304456114769,,,,14.10653,,,,,
412165.867782145738602,1135345.560367450118065,,,,7.67055,,,,,
412340.092191606760025,1134801.265091866254807,,,,12.48768,,,,,
412241.599409446120262,1134628.711942255496979,,,,8.53482,,,,,
615706.21751968562603,1569444.959645673632622,,,,,13.94305,,,,
615432.192913383245468,1569393.11515748500824,,,,,13.94305,,,,
615363.043307080864906,1569266.564304456114769,,,,,12.19063,,,,
615348.198162734508514,1569218.854986876249313,,,,,9.17817,,,,
615187.442913383245468,1569077.666994750499725,,,,,12.58051,,,,
615105.583661422133446,1568997.784120738506317,,,,,16.99652,,,,
615138.492782145738602,1568683.888123363256454,,,,,15.80409,,,,
615192.095472440123558,1568536.283464565873146,,,,,11.20153,,,,
412821.075787395238876,1133781.705380573868752,,,,13.09706,,,,,
412890.934383198618889,1133785.489501312375069,,,,16.17818,,,,,
413154.81922572851181,1133850.698162734508514,,,,16.63806,,,,,
428601.982611551880836,1124527.450459316372871,,,,12.04960,,,,,
428426.332020998001099,1124376.786089241504669,,,,18.09094,,,,,
426431.418963253498077,1121020.381889760494232,,,,2.92574,,,,,
426058.379593178629875,1120428.168635174632072,,,,2.61732,,,,,
760157.841207355260849,145451.498031497001648,,,,,,,,,6.08555
705663.381233602762222,1455447.30577427148819,,,,,7.72281,,,,
705825.125328078866005,1454080.879265084862709,,,,,5.01055,,,,
706441.084317579865456,1449672.619750648736954,,,,,18.05864,,,,
463698.138123363256454,1219723.33825458586216,,,,,4.70977,,,,
477833.226377949118614,1224135.974081367254257,,,,,10.29749,,,,
463698.138123363256454,1219723.33825458586216,,,,,4.70977,,,,
1390930.536089241504669,1035349.039698168635368,,,14.59241,,,,,,
1391869.316601052880287,1034992.298884510993958,,,14.43574,,,,,,
1391923.256233602762222,1035000.40255905687809,,,1.30998,,,,,,
1395065.283136487007141,1032285.689632549881935,,,1.30998,,,,,,
1400784.313976377248764,1027712.946522310376167,,,10.01271,,,,,,
1402380.632217854261398,1027172.766404196619987,,,15.25706,,,,,,
1403622.687335953116417,1027074.260498687624931,,,11.65663,,,,,,
1404142.600393697619438,1026804.193897634744644,,,15.75562,,,,,,
1404388.987204730510712,1026721.66240157186985,,,15.36734,,,,,,
1404902.349081367254257,1026722.119750648736954,,,14.52938,,,,,,
1405433.993766397237778,1026505.256233602762222,,,17.83213,,,,,,
1405882.763779520988464,1026254.868110239505768,,,23.51305,,,,,,
1407976.422244101762772,1026340.385498687624931,,,25.72838,,,,,,
1408789.869094491004944,1026268.306102365255356,,,12.92550,,,,,,
1410066.169291332364082,1026150.364173233509064,,,13.07267,,,,,,
1412669.068569555878639,1026872.036417320370674,,,17.50718,,,,,,
1413555.587270334362984,1027332.056758522987366,,,21.06197,,,,,,
1413675.497047245502472,1027332.520013123750687,,,16.97641,,,,,,
1415605.43996062874794,1026729.654199481010437,,,18.04388,,,,,,
1415536.41732282936573,1026703.410761147737503,,,18.32969,,,,,,
1416926.517388448119164,1026980.692257210612297,,,28.23430,,,,,,
1417488.978346452116966,1027244.268044620752335,,,10.11726,,,,,,
1418529.903543308377266,1027789.623687669634819,,,11.49676,,,,,,
1417892.230643048882484,1027460.889435693621635,,,25.78435,,,,,,
1419547.571522310376167,1027647.565616801381111,,,11.01817,,,,,,
1420509.136482939124107,1026978.734580054879189,,,18.85204,,,,,,
1421355.932742789387703,1026365.603346452116966,,,16.60479,,,,,,
1422517.970144361257553,1025984.788713917136192,,,35.84546,,,,,,
1425463.990485563874245,1025236.900918632745743,,,11.57505,,,,,,
1427729.403543308377266,1024524.81988188624382,,,8.05270,,,,,,
1428190.12007874250412,1024279.544619426131248,,,26.40380,,,,,,
1428767.046587929129601,1023921.666338577866554,,,7.38338,,,,,,
1429887.354986876249313,1023254.35728345811367,,,4.62224,,,,,,
1384750.426509186625481,1039055.836614176630974,,,5.22629,,,,,,
1423526.590223103761673,1025747.684383198618889,,,4.62224,,,,,,
1108438.554790019989014,924716.23523622751236,,,3.90025,,,,,,
1108476.544947504997253,924739.89829395711422,,,3.48957,,,,,,
1100517.53674541413784,926529.922244101762772,,,0.00000,,,,,,
1100468.262467190623283,926507.853346452116966,,,0.00000,,,,,,
1092891.586286082863808,927906.6751968562603,,,0.00000,,,,,,
1079288.438320204615593,928901.002624675631523,,,8.90464,,,,,,
1079332.71751968562603,928859.534120738506317,,,12.29854,,,,,,
1073538.231299206614494,926759.41240157186985,,,5.37745,,,,,,
1073225.180446192622185,926763.611876636743546,,,14.11315,,,,,,
804944.816272959113121,1335609.589895009994507,,,,,6.08663,,,,
805540.214238852262497,1335651.206364825367928,,,,,4.97279,,,,
806002.08825458586216,1335680.431758522987366,,,,,15.54883,,,,
806910.446522310376167,1335388.72244094312191,,,,,8.81462,,,,
807554.086942255496979,1335195.440944880247116,,,,,8.53249,,,,
807904.206036746501923,1335007.218832015991211,,,,,6.56783,,,,
809085.183727040886879,1332149.033464565873146,,,,,7.88351,,,,
809344.676181107759476,1331966.721784770488739,,,,,17.41523,,,,
811310.654199481010437,1330889.955380573868752,,,,,12.52004,,,,
812155.299868762493134,1330906.678805768489838,,,,,8.04661,,,,
812880.426509186625481,1331132.369422569870949,,,,,9.32231,,,,
814092.710629925131798,1331709.62007874250412,,,,,6.76423,,,,
814392.905511811375618,1332074.913385823369026,,,,,8.81462,,,,
842608.03674541413784,1292279.910761147737503,,,,,9.77859,,,,
842671.342847764492035,1292230.998031497001648,,,,,10.88155,,,,
843374.086942255496979,1291271.045931756496429,,,,,12.48432,,,,
846558.035433068871498,1287788.468503937125206,,,,,8.57570,,,,
848125.712926506996155,1286748.056758522987366,,,,,9.16814,,,,
853123.906824141740799,1283286.867782145738602,,,,,11.17322,,,,
853122.08759842813015,1283290.956692919135094,,,,,11.17322,,,,
855006.846128612756729,1279999.026246726512909,,,,,20.62773,,,,
858496.294291332364082,1278002.348425194621086,,,,,19.30873,,,,
859343.530511811375618,1277459.595144361257553,,,,,30.25431,,,,
859778.201115489006042,1276287.860564306378365,,,,,26.85668,,,,
859831.115485563874245,1275917.894028872251511,,,,,25.16559,,,,
861108.734580054879189,1272613.288713917136192,,,,,9.98691,,,,
861236.117125988006592,1272428.541010499000549,,,,,16.17393,,,,
861816.476049870252609,1271660.989829391241074,,,,,16.80624,,,,
862328.975393697619438,1271286.148950129747391,,,,,19.19208,,,,
858800.159776896238327,1277858.292650923132896,,,,,23.78534,,,,
615205.788713917136192,1568442.015091866254807,,,,,20.90933,,,,
615041.445538058876991,1568246.93996062874794,,,,,18.83208,,,,
615000.579068243503571,1568118.051181107759476,,,,,21.24906,,,,
614941.886811017990112,1567906.752624675631523,,,,,24.97173,,,,
614786.460958003997803,1567693.178805768489838,,,,,15.21183,,,,
567755.269356951117516,1548954.720144361257553,,,,,17.12274,,,,
567658.578412070870399,1549222.662729665637016,,,,,15.44865,,,,
567676.205052495002747,1549510.493438318371773,,,,,13.70423,,,,
568218.61023622751236,1550332.908136487007141,,,,,7.88351,,,,
614561.88910761475563,1567405.939632549881935,,,,,13.94305,,,,
614437.651574805378914,1567263.215223103761673,,,,,13.94305,,,,
614378.625,1567085.54166667163372,,,,,13.16114,,,,
