X,Y,Long,Lat,Map_identi,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY
-123.467457763308829,45.603692566805194,552940.2570000000,1418475.2460000000,na,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.379723523285605,45.615101307776925,575528.6789000001,1421833.5220000001,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.376992621066378,45.61401718930744,576213.2724000000,1421413.9330000000,na,Tiab,Porphrytic basalt,intr.E.ytg.nd.nd.nd.bas,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.383593619916866,45.613066849748336,574512.8304000000,1421126.8450000000,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.392908345104132,45.611140073735832,572105.7113000000,1420508.5030000000,na,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",vlc.E.ytg.tlv.nd.nd.bas,volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.396084819087633,45.609061740645501,571266.5321000000,1419779.7420000001,na,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",vlc.E.ytg.tlv.nd.nd.bas,volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.389100091173717,45.60923452407873,573055.3087000001,1419779.7420000001,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.393403644069934,45.607249602957715,571929.0420000000,1419095.1480000000,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.393703281370563,45.62008874757224,572017.3766000000,1423776.8850000000,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.402840774071507,45.623195141700982,569720.6758000000,1424991.4860000000,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.406503778615502,45.622195218096415,568771.0783000001,1424660.2300000000,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.413077145647691,45.622395264157021,567092.7200000000,1424792.7330000000,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.393172721702925,45.63531158450909,572348.6316000000,1429319.8840000001,na,Tbpu,"Tillamook Volcanics, upper plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.3947824956131,45.632969104457906,571906.9583000001,1428480.7050000001,na,Tbs,Basaltic sandstone at Roy Creek,srm.E.nhg.nd.nd.nd.bsd,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,no data,basaltic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.391648811736417,45.629047251245581,572657.8027000000,1427023.1830000000,na,Tbpu,"Tillamook Volcanics, upper plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.370375093198589,45.61290727982319,577891.6307000000,1420950.1760000000,na,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.374841317737435,45.612433989458737,576743.2803000000,1420817.6740000001,na,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.364316328199834,45.61087437192645,579415.4034000000,1420155.1640000001,na,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.361790286485657,45.619116692905735,580166.2479000000,1423136.4590000000,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.351034808466622,45.60768437124662,582772.1200000000,1418874.3110000000,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.36573689758535,45.604719323989812,578973.7301000000,1417924.7130000000,na,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.384544675184159,45.606195946041957,574181.5755000000,1418631.3910000001,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.402810256402802,45.603744190441738,569477.7555000000,1417902.6310000001,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.405087907047189,45.606111524188307,568925.6640000000,1418785.9770000000,na,Tbs,Basaltic sandstone at Roy Creek,srm.E.nhg.nd.nd.nd.bsd,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,no data,basaltic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.41784046520884,45.61754993224276,565811.8676000000,1423070.2080000001,na,Tbs,Basaltic sandstone at Roy Creek,srm.E.nhg.nd.nd.nd.bsd,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,no data,basaltic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-122.990425313661021,43.321066592650659,649741.3528000000,582757.6679000000,na,Tc,Colestin Formation,vlc.EO.ewc.cst.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-122.988155383313313,43.318388922741761,650315.5280000000,581763.9031000000,na,Tc,Colestin Formation,vlc.EO.ewc.cst.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-122.974240747236522,43.315180062413667,653981.4159000000,580483.0508000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.966678024937437,43.306920064747935,655902.6945000000,577413.4218000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.960823797818975,43.303835532668217,657426.4671000000,576242.9877000001,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.953508381518589,43.299509603494727,659325.6621000000,574608.7968000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.998886458059189,43.320878832630115,647488.8193000000,582757.6679000000,na,Tc,Colestin Formation,vlc.EO.ewc.cst.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-122.982557021616216,43.325544689423779,651883.4680000000,584325.6080000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.976267498722535,43.324046641700271,653539.7426000000,583729.3491000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.95882874553152,43.313881500449568,658066.8933000000,579886.7920000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.95127461863629,43.311864173879407,660054.4229000000,579091.7801000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.948730565874527,43.316647972127122,660783.1837000001,580814.3057000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.947758611277578,43.319275793205023,661070.2713000000,581763.9031000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.937467663315815,43.319378157862019,663808.6454000000,581719.7359000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.942101166968811,43.314912978494164,662527.7929000000,580129.7122000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.945044138134904,43.311757396495324,661710.6975000000,579003.4455000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.948266595658609,43.307322629034616,660805.2674000000,577413.4218000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.960795811097299,43.327417364120315,657691.4711000000,584833.5322000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-122.965412827110072,43.330650331722424,656498.9533000001,586048.1335000000,na,Tlt,"Little Butte Volcanic Series; tuff",vlc.OM.lbv.nd.nd.nd.tff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,tuff,no data,no data,no data,no data,no data,no data,volcanic
-120.348295584493528,42.256240211804524,1353421.2700000000,184615.9314000000,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
-120.349694206930181,42.251574731135612,1353045.6020000000,182914.3789000000,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
-120.351008071646021,42.248121434214291,1352692.0340000000,181654.7881000000,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
-120.354198124296161,42.244670618425396,1351830.2080000001,180395.1972000000,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
-120.35689395682563,42.243098147181982,1351100.9720000001,179820.6470000000,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
-120.360735860748647,42.239708608236619,1350062.3620000000,178583.1543000000,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
-120.360172766774468,42.236252839132334,1350217.0480000000,177323.5635000000,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
-120.347767383655167,42.239024735547495,1353575.9560000000,178340.0754000000,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
-120.348082805592412,42.243389460551604,1353487.5640000000,179931.1375000000,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
-120.34415977785379,42.246232914107331,1354548.2730000000,180969.7474000000,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
-120.335854243584421,42.240341212364918,1356802.2770000000,178826.2332000000,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
-120.340205420982485,42.260896212696181,1355608.9800000000,186317.4840000000,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
-120.338233639676773,42.265924450381448,1356139.3350000000,188151.6250000000,na,Tmt,Tuffs,vlc.M.nvr.nd.nd.nd.fel,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,felsic composition lithologies,vlc.MIX.Lnd.Gnd.End,volcaniclastic rocks,mixed lithologies,no data,no data,no data,volcanic
