X,Y,Long,Lat,Map_identi,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY
-120.283842529183687,45.14849787925484,1368101.2860000001,1238853.3410000000,sheet 1,Tgn2,Upper flow of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-120.316069234385964,45.142249604254332,1359792.4060000000,1236555.1410000001,sheet 1,Tgn2,Upper flow of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-120.360574325779766,45.155404181162595,1348301.4020000000,1241328.3280000000,sheet 1,Tgn2,Upper flow of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-120.393470289674056,45.155439044056273,1339815.7370000000,1241328.3280000000,sheet 1,Tgn2,Upper flow of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-120.238561693894852,45.312783295548243,1379592.2900000000,1298783.3480000000,sheet 1,Tgn2,Upper flow of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-120.116264775304273,45.309050119728489,1411059.9630000000,1297545.8550000000,sheet 1,Tgn2,Upper flow of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-120.092269398434652,45.301210448716276,1417247.4260000000,1294717.3000000000,sheet 1,Tgn2,Upper flow of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-120.066368406741631,45.273478411819681,1423965.2430000000,1284640.5740000000,sheet 1,Tgn2,Upper flow of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-120.032922378869671,45.248134533156744,1432627.6930000000,1275447.7700000000,sheet 1,Tgn2,Upper flow of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-120.016169263310999,45.281523468240259,1436870.5260000001,1287645.9120000000,sheet 1,Tgn2,Upper flow of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-119.955044796565105,45.208033545798564,1452781.1470000001,1260951.4260000000,Sheet 2 Pendleton,Tgn2,Upper flows of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,flw.BAS.Lnd.Cvff.Ejnt,lava flows,basalt,no data,very fine to fine crystals,jointed,volcanic
-119.959557774254534,45.165382480869965,1451720.4390000000,1245394.3750000000,Sheet 2 Pendleton,Tpgr2,Flows of reversed magnetic polarity,vol.M.cr.pg.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Picture Gorge Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,flw.BAS.Lnd.Cmix.Ejnt,lava flows,basalt,no data,mixed crystals,jointed,volcanic
-119.911862226169433,45.137025181419183,1464095.3650000000,1235140.8640000001,Sheet 2 Pendleton,Tgn2,Upper flows of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,flw.BAS.Lnd.Cvff.Ejnt,lava flows,basalt,no data,very fine to fine crystals,jointed,volcanic
-119.872816471624546,45.199860050469709,1473995.3080000000,1258122.8720000000,Sheet 2 Pendleton,Tgn2,Upper flows of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,flw.BAS.Lnd.Cvff.Ejnt,lava flows,basalt,no data,very fine to fine crystals,jointed,volcanic
-119.877887573606159,45.174671793568763,1472757.8140000000,1248930.0680000000,Sheet 2 Pendleton,Tgn2,Upper flows of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,flw.BAS.Lnd.Cvff.Ejnt,lava flows,basalt,no data,very fine to fine crystals,jointed,volcanic
-119.883696104392783,45.144152817197693,1471343.5370000000,1237792.6340000001,Sheet 2 Pendleton,Tgn2,Upper flows of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,flw.BAS.Lnd.Cvff.Ejnt,lava flows,basalt,no data,very fine to fine crystals,jointed,volcanic
-119.909757189230305,45.074458461192698,1464802.5040000000,1212335.6410000001,Sheet 2 Pendleton,Tgr2,Upper flows of reversed magnetic polarity,vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,flw.BAS.Lnd.Cvff.Ejnt,lava flows,basalt,no data,very fine to fine crystals,jointed,volcanic
-120.058872641299473,45.085305625716423,1426263.4450000001,1216048.1180000000,sheet 1,Tgn2,Upper flow of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-120.095191580885853,45.07961902987838,1416893.8570000001,1213926.7030000000,sheet 1,Tgn2,Upper flow of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-120.193831990434106,45.064403914665945,1391436.8620000000,1208269.5930000001,sheet 1,Tgn2,Upper flow of normal magnetic polarity,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-120.664805542631626,44.913847342838245,1269646.9120000000,1153279.7800000000,na,Qls,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments
-120.671340864964975,44.931417463724308,1267967.4590000000,1159688.2250000001,na,Qls,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments
-120.691293113084981,44.926294143625313,1262796.5070000000,1157831.9860000000,na,Tjf,John Day Formation,vol.EO.jdcl.jd.nd.nd.maf,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,mafic composition lithologies,flw.MIX.Lnd.Cf_m.Ejnt,lava flows,mixed lithologies,no data,fine to medium crystals,jointed,volcanic
-120.678911517297081,44.895640415001665,1265978.6310000001,1146650.3550000000,na,Tjf,John Day Formation,vol.EO.jdcl.jd.nd.nd.maf,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,mafic composition lithologies,flw.MIX.Lnd.Cf_m.Ejnt,lava flows,mixed lithologies,no data,fine to medium crystals,jointed,volcanic
-120.677173424305906,44.884973948068179,1266420.5930000001,1142761.0910000000,na,Tjf,John Day Formation,vol.EO.jdcl.jd.nd.nd.maf,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,mafic composition lithologies,flw.MIX.Lnd.Cf_m.Ejnt,lava flows,mixed lithologies,no data,fine to medium crystals,jointed,volcanic
-120.670012548848931,44.885590914172113,1268276.8310000000,1142982.0730000001,na,Tjf,John Day Formation,vol.EO.jdcl.jd.nd.nd.maf,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,mafic composition lithologies,flw.MIX.Lnd.Cf_m.Ejnt,lava flows,mixed lithologies,no data,fine to medium crystals,jointed,volcanic
-120.662339219518543,44.88596567649391,1270265.6590000000,1143114.6610000001,na,Tjf,John Day Formation,vol.EO.jdcl.jd.nd.nd.maf,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,mafic composition lithologies,flw.MIX.Lnd.Cf_m.Ejnt,lava flows,mixed lithologies,no data,fine to medium crystals,jointed,volcanic
-120.658449665531748,44.898095094423454,1271282.1710000001,1147534.2770000000,na,Tjf,John Day Formation,vol.EO.jdcl.jd.nd.nd.maf,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,mafic composition lithologies,flw.MIX.Lnd.Cf_m.Ejnt,lava flows,mixed lithologies,no data,fine to medium crystals,jointed,volcanic
-120.658725856363375,44.874210351614039,1271193.7790000001,1138827.6320000000,na,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic
-120.69782877168214,44.890881196338981,1261072.8550000000,1144926.7030000000,na,Tjw,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFF.Lflb.Gmix.End,volcaniclastic rocks,tuff,flow banded,mixed grains,no data,volcanic
-120.693328044690404,44.870884090538482,1262221.9560000000,1137634.3350000000,na,Tjw,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFF.Lflb.Gmix.End,volcaniclastic rocks,tuff,flow banded,mixed grains,no data,volcanic
-120.672865424006801,44.869946610775223,1267525.4970000000,1137280.7670000000,na,Tjf,John Day Formation,vol.EO.jdcl.jd.nd.nd.maf,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,mafic composition lithologies,flw.MIX.Lnd.Cf_m.Ejnt,lava flows,mixed lithologies,no data,fine to medium crystals,jointed,volcanic
-120.620029055958895,44.878379247565597,1281226.3080000000,1140330.3030000001,na,Qls,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments
-120.610143698594626,44.880935152144062,1283789.6860000000,1141258.4220000000,na,Qls,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments
-120.583373296633553,44.882654948769776,1290728.4860000000,1141877.1690000000,na,Qls,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments
-120.569058885312714,44.891393690417281,1294440.9630000000,1145059.2930000001,na,Qls,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments
-120.56106967401486,44.917222185988315,1296518.1830000000,1154473.0770000000,na,Qls,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments
-120.576615168705231,44.930791640317487,1292496.3330000001,1159423.0480000000,na,Qls,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments
-120.609222390449986,44.935372477003092,1284054.8640000001,1161102.5020000001,na,Tjw,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFF.Lflb.Gmix.End,volcaniclastic rocks,tuff,flow banded,mixed grains,no data,volcanic
-119.957376015872214,45.596274763414804,1451244.7910000000,1402504.4660000000,na,Tac,Alkali Canyon Formation,srt.MP.dg.ac.nd.nd.mix,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,No data,no data,mixed grained sediments,sed.MIX.Lla.Gnd.End,sediments,mixed lithologies,laminated,no data,no data,sedimentary
-119.954555831225107,45.58414142971268,1451996.1250000000,1398084.8500000001,na,Tac,Alkali Canyon Formation,srt.MP.dg.ac.nd.nd.mix,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,No data,no data,mixed grained sediments,sed.MIX.Lla.Gnd.End,sediments,mixed lithologies,laminated,no data,no data,sedimentary
-119.942805509750372,45.567602379642167,1455045.6620000000,1392074.1710000001,na,Tf,Undifferentiated Frenchman Springs flows,vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
-119.936835960862439,45.560422725577311,1456592.5270000000,1389466.5970000001,na,Tf,Undifferentiated Frenchman Springs flows,vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
-119.936835960862439,45.560422725577311,1456592.5270000000,1389466.5970000001,na,Tf,Undifferentiated Frenchman Springs flows,vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
-119.943008027755795,45.546634950381765,1455045.6620000000,1384428.2330000000,na,Tf,Undifferentiated Frenchman Springs flows,vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
-119.952000598595973,45.544253363918315,1452747.4600000000,1383544.3110000000,na,Tf,Undifferentiated Frenchman Springs flows,vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
-119.988872181679682,45.56841890699571,1443245.2840000000,1392295.1520000000,na,Tac,Alkali Canyon Formation,srt.MP.dg.ac.nd.nd.mix,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,No data,no data,mixed grained sediments,sed.MIX.Lla.Gnd.End,sediments,mixed lithologies,laminated,no data,no data,sedimentary
-119.999644424157765,45.579858581890072,1440460.9260000000,1396449.5910000000,na,Tac,Alkali Canyon Formation,srt.MP.dg.ac.nd.nd.mix,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,No data,no data,mixed grained sediments,sed.MIX.Lla.Gnd.End,sediments,mixed lithologies,laminated,no data,no data,sedimentary
-119.996395859448938,45.556573599511083,1441344.8480000000,1387963.9280000001,na,Tac,Alkali Canyon Formation,srt.MP.dg.ac.nd.nd.mix,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,No data,no data,mixed grained sediments,sed.MIX.Lla.Gnd.End,sediments,mixed lithologies,laminated,no data,no data,sedimentary
-119.989541123233096,45.551332072686399,1443112.6960000000,1386063.4920000001,na,Tac,Alkali Canyon Formation,srt.MP.dg.ac.nd.nd.mix,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,No data,no data,mixed grained sediments,sed.MIX.Lla.Gnd.End,sediments,mixed lithologies,laminated,no data,no data,sedimentary
-119.988444814992505,45.597141994849444,1443289.4800000000,1402769.6440000001,na,Tac,Alkali Canyon Formation,srt.MP.dg.ac.nd.nd.mix,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,No data,no data,mixed grained sediments,sed.MIX.Lla.Gnd.End,sediments,mixed lithologies,laminated,no data,no data,sedimentary
-119.974928998988474,45.602536152914659,1446736.7810000000,1404758.4720000001,na,Tac,Alkali Canyon Formation,srt.MP.dg.ac.nd.nd.mix,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,No data,no data,mixed grained sediments,sed.MIX.Lla.Gnd.End,sediments,mixed lithologies,laminated,no data,no data,sedimentary
-121.612126305794277,45.629129969380806,1027806.4960000000,1415953.5230000000,Plate 1,Tpbp,basalt of Post Canyon,vol.P.lhc.bpc.nd.nd.bas,volcanic rocks,Pliocene,Late High Cascade Volcanics,basalt of Post Canyon,no data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-121.623185715538838,45.620418544775461,1024933.7430000000,1412815.5950000000,Plate 1,Tggc,Member Of Grouse Creek,vol.M.cr.gr.grs.nd.maf,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member Of Grouse Creek,no data,mafic composition lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.636673551910391,45.612409683030499,1021442.2470000000,1409942.8440000000,Plate 1,Tpbp,basalt of Post Canyon,vol.P.lhc.bpc.nd.nd.bas,volcanic rocks,Pliocene,Late High Cascade Volcanics,basalt of Post Canyon,no data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-121.56810490173369,45.612207392527772,1038988.1260000000,1409633.4700000000,Plate 1,Twfu,"Frenchman Springs Member, upper lavas, undivided",vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-121.612323780319727,45.657248065109158,1027894.8880000000,1426207.0340000000,Plate 1,Tpbp,basalt of Post Canyon,vol.P.lhc.bpc.nd.nd.bas,volcanic rocks,Pliocene,Late High Cascade Volcanics,basalt of Post Canyon,no data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-121.678512793683538,45.639873815689853,1010879.3630000000,1420107.9630000000,na,Qvmd,Basalt of Mount Defiance,vol.Q.lhc.cpl.nd.nd.bnd,volcanic rocks,Quaternary,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,basaltic andesite,no data,no data,no data,no data,no data,no data,volcanic
-121.679474874689888,45.636227867841832,1010614.1860000000,1418782.0780000000,na,Qvmd,Basalt of Mount Defiance,vol.Q.lhc.cpl.nd.nd.bnd,volcanic rocks,Quaternary,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,basaltic andesite,no data,no data,no data,no data,no data,no data,volcanic
-122.662097434085609,45.334045905339053,756392.8780000000,1313749.1420000000,na,Tcr,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-122.611958977129518,45.316899256424904,769121.3748000000,1307163.9120000000,na,Qls,Landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.601459957757712,45.31648307811178,771817.3412000000,1306942.9330000000,na,Qls,Landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.59074121640576,45.314736078081211,774557.5037000000,1306235.7940000000,na,Qls,Landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.605141531740756,45.29956167681847,770712.4369000000,1300799.6650000000,na,Qff,Missoula (Bretz) Flood deposits,sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.602024715350552,45.294161417739581,771463.7718000000,1298810.8370000001,na,Qls,Landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.668543387505395,45.295001538688382,754359.8541000000,1299562.1720000000,na,Qalc,Floodplain deposits of the Willamette River and major tributaries,sed.R.qsd.al.nd.nd.mix,sediments,Recent,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.679049612799517,45.300261923879603,751708.0841000000,1301551.0000000000,na,Qfc,Coarse Missoula Flood deposits,sed.Q.qsd.mf.nd.nd.cse,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,coarse grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.675333756476377,45.311123684553593,752768.7921000000,1305484.4590000000,na,Tcr,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-122.685706324921156,45.31274817384201,750117.0220000000,1306147.4020000000,na,Tcr,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-122.676175488843185,45.31523079210794,752592.0074000000,1306987.1290000000,na,Tcr,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-122.674075819784818,45.323394457486927,753210.7537000000,1309948.2720000001,na,Tcr,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-122.730715902615799,45.316744316616258,738581.8217000000,1307915.2470000000,na,Qff2,Main body of fine-grained Missoula Flood deposits,sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.730453600485092,45.327784178760709,738758.6064000000,1311937.1000000001,na,Qff2,Main body of fine-grained Missoula Flood deposits,sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.724070673826063,45.33615210029182,740482.2570000000,1314942.4390000000,na,Tcr,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-122.720402795327075,45.348105642514142,741542.9651000000,1319273.6640000001,na,Tcr,Columbia River Basalt Group,vol.M.cr.nd.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-124.002975327948548,43.02283822805542,375849.3037000000,483994.1590000000,na,Ter,Roseburg Formation,srm.E.upg.tmf.nd.nd.trb,marine sedimentary rocks,Eocene,Umpqua Group,Tenmile Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-124.009286107195223,43.014751307464763,374037.2607000000,481121.4080000000,na,Ter,Roseburg Formation,srm.E.upg.tmf.nd.nd.trb,marine sedimentary rocks,Eocene,Umpqua Group,Tenmile Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-124.013644267418726,43.021411196964543,372976.5526000000,483596.3935000000,na,Ter,Roseburg Formation,srm.E.upg.tmf.nd.nd.trb,marine sedimentary rocks,Eocene,Umpqua Group,Tenmile Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-124.001410213607329,42.990238847609838,375760.9113000000,472105.3894000000,na,Tum,Middle Umpqua Member,srm.E.upg.nd.nd.nd.mix,marine sedimentary rocks,Eocene,Umpqua Group,No data,No data,no data,mixed grained sediments,srx.MDS_SDS.Lsd.Gnd.End,sedimentary rocks,mudstone/sandstone,some data,no data,no data,sedimentary
-123.983948955249872,42.988478477412542,380401.5091000000,471265.6622000000,na,KJs,Melange and Broken Formation,mge.JK.six.nd.nd.nd.mix,melange rocks,Jurassic/Cretaceous,Sixes River Terrane,No data,No data,no data,mixed lithologies,srx.MIX.Lsd.Gnd.Esd,sedimentary rocks,mixed lithologies,some data,no data,some data,tectonic
-123.977845856293584,42.991581368864146,382080.9636000000,472326.3703000000,na,KJs,Melange and Broken Formation,mge.JK.six.nd.nd.nd.mix,melange rocks,Jurassic/Cretaceous,Sixes River Terrane,No data,No data,no data,mixed lithologies,srx.MIX.Lsd.Gnd.Esd,sedimentary rocks,mixed lithologies,some data,no data,some data,tectonic
-124.002522190931614,43.003676004061965,375672.5190000000,477011.1642000000,na,Ter,Roseburg Formation,srm.E.upg.tmf.nd.nd.trb,marine sedimentary rocks,Eocene,Umpqua Group,Tenmile Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
