X,Y,UNIQUE_ID,DATE,Map_identi,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY
428444.5091,1477466.671,LS_2084,5/16/05 0:00,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
428508.4214,1476893.33599999989,LS_2085,5/16/05 0:00,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
428607.6617,1476507.297,LS_2086,5/16/05 0:00,na,Taa,Angora Peak member,srm.M.asg.ast.ang.nd.dsd,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Angora Peak member,no data,deltaic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
428780.1656,1476084.159,LS_2087,5/16/05 0:00,na,Taa,Angora Peak member,srm.M.asg.ast.ang.nd.dsd,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Angora Peak member,no data,deltaic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
428789.6108,1475711.97,LS_2088,5/16/05 0:00,na,Tigr,Grande Ronde Basalt,intr.M.cr.gr.nd.nd.bas,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
428853.913899999985,1475534.598,LS_2089,5/16/05 0:00,na,Tigr,Grande Ronde Basalt,intr.M.cr.gr.nd.nd.bas,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
428948.1131,1475198.347,LS_2090,5/16/05 0:00,na,Tigr,Grande Ronde Basalt,intr.M.cr.gr.nd.nd.bas,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
431063.596,1473578.278,LS_2092,5/16/05 0:00,na,Tigr,Grande Ronde Basalt,intr.M.cr.gr.nd.nd.bas,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
431432.603899999987,1473413.733,LS_2093,5/16/05 0:00,na,Tigr,Grande Ronde Basalt,intr.M.cr.gr.nd.nd.bas,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
432092.899099999981,1473122.013,LS_2094,5/16/05 0:00,na,Tigr,Grande Ronde Basalt,intr.M.cr.gr.nd.nd.bas,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
432961.4047,1472813.12,LS_2095,5/17/05 0:00,na,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
433693.4637,1472628.866,LS_2096,5/17/05 0:00,na,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
435050.090299999982,1471839.299,LS_2097,5/17/05 0:00,na,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
435560.2921,1471299.715,LS_2098,5/17/05 0:00,na,Taa,Angora Peak member,srm.M.asg.ast.ang.nd.dsd,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Angora Peak member,no data,deltaic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
435758.3742,1471210.956,LS_2099,5/17/05 0:00,na,Taa,Angora Peak member,srm.M.asg.ast.ang.nd.dsd,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Angora Peak member,no data,deltaic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
436054.071699999971,1470744.541,LS_2100,5/17/05 0:00,na,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
436325.6199,1470409.372,LS_2101,5/17/05 0:00,na,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
436433.1669,1470074.621,LS_2102,5/17/05 0:00,na,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
436811.2418,1469366.835,LS_2103,5/17/05 0:00,na,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
436863.1041,1468848.605,LS_2104,5/17/05 0:00,na,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
436922.229,1468258.154,LS_2105,5/17/05 0:00,na,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
436999.0704,1467932.561,LS_2106,5/17/05 0:00,na,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
437022.9766,1467340.295,LS_2107,5/17/05 0:00,na,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
437184.463899999973,1466895.20099999988,LS_2108,5/17/05 0:00,na,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
437574.780299999984,1465594.759,LS_2109,5/17/05 0:00,na,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
438794.530099999974,1465219.783,LS_2110,5/17/05 0:00,na,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
438868.391899999988,1465062.724,LS_2111,5/17/05 0:00,na,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
440033.186899999972,1464754.518,LS_2112,5/17/05 0:00,na,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
1158943.884,1387882.51,LS_2115,6/29/05 0:00,na,Twp,"Wanapum Basalt, Priest Rapids Member",vol.M.cr.wp.pst.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Priest Rapids Member,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
1158465.945,1387594.722,LS_2116,6/29/05 0:00,na,Twp,"Wanapum Basalt, Priest Rapids Member",vol.M.cr.wp.pst.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Priest Rapids Member,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
1160738.806,1382930.986,LS_2117,6/29/05 0:00,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
1160840.486,1382077.325,LS_2118,6/29/05 0:00,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
1160868.039,1381651.016,LS_2119,6/29/05 0:00,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
1794261.026,1407148.669,LS_2123,10/28/04 0:00,na,Tcgw,Winter Water unit,vol.M.cr.gr.wtw.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Winter Water,,basalt,,,,,,,
1887394.33599999989,1323183.266,LS_2134,10/12/04 0:00,na,Tcgn2,N2 Grande Ronde Basalt,vol.M.cr.gr.n2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,no data,basalt,flw.BAS.Lnd.Cvf.End,lava flows,basalt,no data,very fine crystals,no data,volcanic
2189008.089,919211.5633,LS_2153,10/13/04 0:00,na,Tst,Tuffaceous sedimentary rocks,srt.M.nsr.nd.nd.nd.fine,terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,no data,fine grained sediments,srx.MIX.Lnd.Gsd.End,sedimentary rocks,mixed lithologies,no data,some data grains,no data,sedimentary
445770.183,1620568.368,LS_2154,4/4/05 0:00,Plate 1,Qt,Quaternary terraces,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
446630.0883,1605214.942,LS_2155,4/4/05 0:00,Plate 1,Tsc2,Smuggler Cove formation,srm.OM.ypb.smg.nd.nd.tfx,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
445097.7906,1594175.727,LS_2156,4/4/05 0:00,Plate 1,Qds,Quaternary dune sand,sed.Q.qsd.eol.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
445132.69,1593344.251,LS_2157,4/4/05 0:00,Plate 1,Qds,Quaternary dune sand,sed.Q.qsd.eol.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
445181.2346,1592322.805,LS_2158,4/4/05 0:00,Plate 1,Qds,Quaternary dune sand,sed.Q.qsd.eol.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
445061.576699999976,1589887.671,LS_2159,4/4/05 0:00,Plate 1,Qds,Quaternary dune sand,sed.Q.qsd.eol.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
445606.2359,1587779.44,LS_2160,4/4/05 0:00,Plate 1,Qds,Quaternary dune sand,sed.Q.qsd.eol.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
442636.9184,1557248.176,LS_2161,4/4/05 0:00,Plate 1,Qt,Quaternary terraces,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
442136.5158,1556388.575,LS_2162,4/4/05 0:00,Plate 1,Qt,Quaternary terraces,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
442285.3101,1555751.377,LS_2163,4/4/05 0:00,Plate 1,Qt,Quaternary terraces,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
442227.8984,1554166.409,LS_2164,4/4/05 0:00,Plate 1,Qal,Quaternary Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
441733.2837,1552582.751,LS_2165,4/4/05 0:00,Plate 1,Tgri,Intrusive Grande Ronde Basalt,inv.M.cr.gr.nd.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
440941.7197,1552126.192,LS_2166,4/4/05 0:00,Plate 1,Tgri,Intrusive Grande Ronde Basalt,inv.M.cr.gr.nd.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
441442.833099999989,1550303.982,LS_2167,4/4/05 0:00,Plate 1,Qal,Quaternary Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
441936.385799999989,1549811.193,LS_2168,4/4/05 0:00,Plate 1,Tgri,Intrusive Grande Ronde Basalt,inv.M.cr.gr.nd.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
442245.2057,1549295.529,LS_2169,4/4/05 0:00,Plate 1,Tgri,Intrusive Grande Ronde Basalt,inv.M.cr.gr.nd.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
442548.5983,1548250.213,LS_2170,4/5/05 0:00,Plate 1,Tgri,Intrusive Grande Ronde Basalt,inv.M.cr.gr.nd.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
442737.1816,1547985.783,LS_2171,4/5/05 0:00,Plate 1,Tgri,Intrusive Grande Ronde Basalt,inv.M.cr.gr.nd.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
443633.6094,1547415.499,LS_2172,4/5/05 0:00,Plate 1,Qal,Quaternary Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
439695.643,1541140.449,LS_2173,4/5/05 0:00,Plate 1,Tgri,Intrusive Grande Ronde Basalt,inv.M.cr.gr.nd.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
439531.3792,1541201.314,LS_2174,4/5/05 0:00,Plate 1,Tgri,Intrusive Grande Ronde Basalt,inv.M.cr.gr.nd.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
433656.2167,1533901.694,LS_2176,4/5/05 0:00,Plate 1,Tfsi,"Wanapum Basalt, intrusive Frenchman Springs Member basalt",inv.M.cr.wp.fs.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
433489.878199999977,1533300.176,LS_2177,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
433486.5232,1531750.341,LS_2178,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
434476.791099999973,1529362.691,LS_2179,4/5/05 0:00,Plate 1,Qal,Quaternary Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
432178.444,1526756.023,LS_2180,4/5/05 0:00,Plate 1,Qmt,Coastal marine-terrace deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
432090.408799999976,1526622.101,LS_2181,4/5/05 0:00,Plate 1,Qmt,Coastal marine-terrace deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
431799.311899999972,1524531.534,LS_2182,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
432164.6782,1524305.483,LS_2183,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
431831.408799999976,1524198.095,LS_2184,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
432053.633,1523817.417,LS_2185,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
431971.875699999975,1523455.14,LS_2186,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
431867.2205,1523095.912,LS_2187,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
432007.7489,1522833.521,LS_2188,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
431695.0329,1522608.756,LS_2189,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
431654.651599999983,1522464.33,LS_2190,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
431963.2234,1521446.666,LS_2191,4/5/05 0:00,Plate 1,Qmt,Coastal marine-terrace deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
432043.3223,1521392.916,LS_2192,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
432304.8905,1519664.39,LS_2193,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
432104.2184,1518672.487,LS_2194,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
431556.093899999978,1517855.591,LS_2195,4/5/05 0:00,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
431262.4405,1517658.287,LS_2196,4/5/05 0:00,Plate 1,Tac1,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.slp,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope channel sandstone,no data,no data,no data,no data,no data,no data,sedimentary
430997.7526,1517028.43399999989,LS_2197,4/6/05 0:00,Plate 1,Tac1,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.slp,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope channel sandstone,no data,no data,no data,no data,no data,no data,sedimentary
430605.5372,1516427.972,LS_2198,4/6/05 0:00,Plate 1,Tac1,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.slp,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope channel sandstone,no data,no data,no data,no data,no data,no data,sedimentary
430438.958099999989,1515288.256,LS_2199,4/6/05 0:00,Plate 1,Tac1,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.slp,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope channel sandstone,no data,no data,no data,no data,no data,no data,sedimentary
430875.02,1514440.569,LS_2200,4/6/05 0:00,Plate 1,Tac1,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.slp,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope channel sandstone,no data,no data,no data,no data,no data,no data,sedimentary
431019.2297,1513592.52,LS_2201,4/6/05 0:00,Plate 1,Tac1,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.slp,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope channel sandstone,no data,no data,no data,no data,no data,no data,sedimentary
430926.884299999976,1513439.97799999989,LS_2202,4/6/05 0:00,Plate 1,Tac1,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.slp,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope channel sandstone,no data,no data,no data,no data,no data,no data,sedimentary
431470.743499999982,1512119.485,LS_2204,4/6/05 0:00,Plate 1,Tac1,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.slp,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope channel sandstone,no data,no data,no data,no data,no data,no data,sedimentary
431757.3263,1511135.021,LS_2205,4/6/05 0:00,Plate 1,Tac1,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.slp,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope channel sandstone,no data,no data,no data,no data,no data,no data,sedimentary
431259.688,1510697.242,LS_2206,4/6/05 0:00,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
431010.8246,1510567.982,LS_2207,4/6/05 0:00,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
431381.8725,1509508.609,LS_2208,4/6/05 0:00,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
431161.7455,1509066.188,LS_2209,4/6/05 0:00,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
431214.391899999988,1508555.349,LS_2210,4/6/05 0:00,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
431134.288,1508285.013,LS_2211,4/6/05 0:00,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
430896.4036,1507767.342,LS_2212,4/6/05 0:00,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
430759.881899999978,1507716.253,LS_2213,4/6/05 0:00,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
