X,Y,nlcd_2011_,nlcd_2001_,nlcd_2006_
-123.9370937,42.98725909,42,42,42
-123.9482293,42.97963417,42,42,42
-123.9501004,42.99498988,42,42,42
-123.9481352,42.99820603,42,42,42
-123.8876347,42.99847802,42,42,42
-123.9021639,43.03323222,52,52,52
-123.9012885,43.03823477,42,42,42
-123.3282624,46.03765396,21,21,21
-123.3327226,46.02578688,52,52,52
-123.3181986,46.0241954,52,52,52
-123.3246995,46.05362119,42,42,42
-123.3283999,46.05098653,42,42,42
-123.3182099,46.0562012,43,43,43
-123.3251291,46.07991848,52,52,52
-123.3248173,46.07713761,42,42,42
-123.2086813,46.07089142,42,42,42
-123.2039457,46.06651471,43,43,43
-123.2169345,46.06864068,42,42,42
-123.1938569,46.04092413,52,42,71
-123.1930415,46.03839696,42,42,42
-123.1914851,46.03491687,42,42,42
-123.1854108,46.03529791,42,42,42
-123.1865799,46.03054332,42,42,42
-123.1856739,46.02607848,42,42,42
-123.2087312,46.03888599,42,42,42
-123.2118826,46.04293533,71,42,42
-123.212153,46.03395809,52,71,52
-123.7609305,46.10272281,52,31,52
-123.7570181,46.10289152,43,43,43
-123.7528351,46.10137001,52,71,52
-123.768703,46.08777523,42,42,42
-123.7645065,46.0875277,42,42,42
-123.7601671,46.08782962,42,42,42
-123.7530997,46.08766101,43,43,43
-123.7496646,46.08854387,21,21,21
-123.7354612,46.08699431,42,42,42
-123.7334616,46.08553348,21,21,21
-123.7309771,46.08166083,52,43,43
-123.7299806,46.07944493,21,21,21
-123.7373192,46.08288132,52,52,52
-123.7438409,46.08112579,52,52,52
-123.7374452,46.07742141,52,71,52
-123.7183912,46.09485776,52,52,52
-123.7076914,46.08278153,42,42,42
-123.7460887,46.10840662,43,43,43
-123.7490734,46.11184078,71,42,42
-123.7605484,46.10976606,52,42,31
-122.134703,44.38453552,52,52,52
-122.1285633,44.38268252,42,42,42
-122.1283277,44.39250969,42,42,42
-122.1221279,44.39156681,42,42,42
-122.1586124,44.40778102,42,42,42
-122.1605393,44.40411463,52,52,52
-122.1648254,44.4061142,52,52,52
-122.1641466,44.40903484,42,42,42
-122.1619593,44.4124625,52,52,52
-122.1531608,44.41246856,42,42,42
-122.1640689,44.38235381,42,42,42
-122.1472569,44.38290017,42,42,42
-123.8342851,42.9640766,42,42,42
-123.8296894,42.96463841,52,52,52
-123.8410254,42.9634505,42,42,42
-123.8410896,42.9616282,52,52,52
-123.8231498,42.95991812,52,52,52
-123.8100394,42.96188494,42,42,42
-123.7979732,42.96030006,42,42,42
-123.7919917,42.9612046,42,42,42
-123.7855844,42.96187862,21,21,21
-123.8434556,42.95215214,52,42,31
-123.846655,42.95175294,52,52,52
-123.8421786,42.94848893,43,43,43
-123.8308698,42.98001571,52,52,52
-123.8341084,42.97730993,42,52,42
-123.7965435,42.98400669,71,42,42
-123.8107675,42.95257959,52,71,52
-123.8086871,42.94778698,71,42,42
-123.6538368,43.07571992,52,31,52
-123.6574255,43.07313107,52,71,52
-123.6653875,43.07187472,21,21,21
-123.6600606,43.07445224,52,42,42
-123.6472378,43.07614834,52,31,52
-123.6550223,43.08254281,42,42,42
-123.6414842,43.0769167,42,42,42
-123.6319041,43.05188391,71,71,71
-123.6357464,43.04941,52,52,52
-122.192021,44.37494967,42,42,42
-122.198159,44.37376721,42,42,42
-122.2042932,44.37246319,42,42,42
-122.210612,44.37170185,42,42,42
-122.1817695,44.38013403,42,42,42
-122.1869062,44.37939138,42,42,42
-122.1698042,44.3756398,42,42,42
-122.1755961,44.38010328,42,42,42
-122.1919815,44.40005597,42,42,42
-122.1936341,44.39869742,42,42,42
-122.1972469,44.39785558,42,42,42
-122.200237,44.40181357,42,42,42
-123.8367518,44.65213231,43,43,43
-123.8310799,44.6525395,43,43,43
-123.8092758,44.66530402,52,43,52
-123.8143849,44.66394339,52,42,42
-123.7996048,44.66115277,42,42,42
-123.7955703,44.65592921,42,42,42
-123.7910003,44.6517523,42,42,42
-123.7919047,44.66028137,42,42,42
-123.8020238,44.66636194,52,52,52
-123.8105744,44.66872505,71,71,71
-123.8326975,44.67051298,52,71,52
-123.8338798,44.66738431,52,42,71
-123.8397915,44.67115661,71,43,71
-123.8393987,44.66874104,71,41,71
-123.8389388,44.66365771,43,43,43
-123.846775,44.66688836,43,43,43
-123.6281618,45.99018903,52,52,52
-123.6307595,45.9852091,42,52,52
-123.6368785,45.98577375,52,52,52
-123.6364995,45.98044853,52,52,52
-123.6305775,45.99618762,52,52,52
-123.6390344,46.00287404,21,21,21
-123.6363309,46.00434052,52,52,52
-123.6363309,46.00434052,52,52,52
-123.6042984,46.00403736,42,42,42
-123.6055264,46.00582378,42,42,42
-123.5991267,46.00011159,42,42,42
-123.5720789,45.99700089,42,42,42
-123.5738142,45.97749445,52,52,52
-123.6059378,45.97495359,42,42,42
-123.6129513,45.97440454,42,42,42
-123.9750234,44.86258251,52,31,52
-123.9820592,44.86182431,43,43,43
-123.9572283,44.86317779,71,42,42
-123.9446629,44.86276486,52,52,52
-123.9384072,44.86374022,52,52,52
-123.9407184,44.86676568,52,52,52
-123.9427297,44.87337981,42,42,42
-124.0931358,44.24763147,42,42,42
-124.0880502,44.24730593,42,42,42
-124.0814402,44.2455108,42,42,42
-124.0790004,44.24704384,42,42,42
-124.089359,44.24938888,42,42,42
-124.0860182,44.24026923,42,42,42
-124.0886597,44.24067171,42,42,42
-124.0935774,44.24379418,42,42,42
-124.0772046,44.24388365,42,42,42
-124.0821694,44.23110476,42,42,42
-124.0748114,44.2364333,43,43,43
-124.0922283,44.25906949,43,43,43
-124.0926141,44.2529278,42,42,42
-123.981877,44.8009105,52,52,52
-123.9869215,44.80118273,52,52,52
-123.9777056,44.79812398,42,42,42
-123.9752395,44.79534659,52,52,52
-123.9656835,44.80376495,52,52,52
-123.962695,44.80367275,42,42,42
-123.9614204,44.80085927,52,71,52
-123.9602406,44.79676874,52,71,52
-123.9319791,44.80598697,21,21,21
-123.9309353,44.79837301,43,43,43
-123.9945378,44.79743278,42,42,42
-123.9727988,44.79299311,52,52,52
-122.5492318,42.1319442,52,52,52
-122.5462163,42.12702846,71,71,71
-122.5420188,42.12328654,71,71,71
-122.5379093,42.11972474,52,52,52
-122.5284079,42.11808103,71,71,71
-122.5201679,42.11762602,52,52,52
-122.5144194,42.11864065,52,52,52
-122.5130924,42.11296567,42,42,42
-122.5064134,42.11539136,41,41,41
-122.5373721,42.14513897,42,42,42
-122.5429534,42.14636963,41,41,41
-122.5487791,42.14759546,41,41,41
-122.553687,42.14574589,52,52,52
-122.5477494,42.14361292,52,52,52
-122.5163185,42.14164547,71,71,71
-122.5135179,42.13824069,52,52,52
-122.5179021,42.14519372,42,42,42
-122.526943,42.14757445,42,42,42
-122.8738517,45.69113412,21,21,21
-122.874457,45.68693897,21,21,21
-122.8853491,45.69096115,42,42,42
-122.8908343,45.71679521,43,43,43
-122.9054676,45.71491956,43,43,43
-123.8054954,45.04457542,43,43,43
-123.8140985,45.04087147,71,43,43
-123.8143082,45.03704351,52,52,52
-123.8038522,45.03673581,52,52,52
-123.8028838,45.06187888,21,21,21
-123.7956372,45.06390531,42,42,42
-122.4842873,45.37520384,52,52,52
-122.484227,45.37344675,41,41,41
-122.483477,45.37164079,42,42,42
-122.4822993,45.36990272,43,43,43
-122.4532939,45.37439401,42,42,42
-122.4475977,45.37382254,43,43,43
-122.4780541,45.37403675,81,81,81
-122.4438976,45.40449922,71,71,71
-122.4554783,45.40339611,43,43,43
-123.366322,45.96928356,52,52,52
-123.3836182,45.97092222,52,52,52
-123.3851785,45.97427883,52,52,52
-123.3933844,45.96977321,21,21,21
-123.3947869,45.97343669,52,52,52
-123.3928027,45.97718344,43,43,43
-123.3556203,45.99524701,42,42,42
-123.356152,45.99196061,43,43,43
-123.3993193,45.96508045,52,52,52
-123.2182077,45.9648982,42,42,42
-123.222044,45.96195975,43,43,43
-123.2210706,45.95774609,42,42,42
-123.2276266,45.95859559,42,42,42
-123.2305979,45.95606199,42,42,42
-123.1679122,45.99477697,71,42,42
-123.1610779,45.99038757,52,71,52
-123.2145156,45.994174,52,52,52
-123.2290235,45.99252933,71,43,43
-123.2278604,45.99594514,21,21,21
-123.2373791,45.9939528,52,71,52
-123.1504426,45.99216779,71,42,71
-122.8557896,45.64642011,42,42,42
-122.8542776,45.6443078,43,43,43
-122.8556722,45.64023234,43,43,43
-122.8558072,45.63689646,42,42,42
-122.8479958,45.63010145,43,43,43
-122.8591391,45.64035296,21,21,21
-122.8553929,45.64999932,42,42,42
-123.7893306,46.17201868,52,42,42
-123.798047,46.15563302,42,42,42
-123.7936545,46.1531366,81,81,81
-123.7846053,46.15186488,43,43,43
-123.7558928,46.16499305,42,42,42
-123.771861,46.17455143,52,71,52
-123.7780693,46.17523642,42,42,42
-123.7866648,46.17571183,42,42,42
-123.7998477,46.17372529,21,21,21
-123.3547516,43.07647132,71,71,71
-123.3462451,43.07940401,81,81,81
-123.3415181,43.07566435,42,42,42
-123.3353649,43.06371707,71,71,71
-123.3334981,43.06133416,71,71,71
-123.3425801,43.05824482,52,52,52
-123.3483435,43.05919427,81,81,81
-123.3533587,43.05806585,81,81,81
-123.3723686,43.05743663,43,43,43
-123.3699526,43.05583081,43,43,43
-123.3679112,43.05526368,52,52,52
-123.3724344,43.05881683,43,43,43
-123.3733218,43.06651359,71,71,71
-123.3604068,43.07646992,23,23,23
-123.3609538,43.06063573,21,21,21
-123.3754532,43.07303478,81,81,81
-123.3720956,43.07350218,21,21,21
-123.3708831,43.07806018,81,81,81
-123.3336934,43.0710023,81,81,81
-123.3318555,43.07200182,81,81,81
-123.3267761,43.07317851,81,81,81
-123.3862194,43.09387157,21,21,21
-123.3850728,43.08894532,71,71,71
-123.361823,43.09769034,81,81,81
-123.3566887,43.09500998,52,52,52
-123.3524087,43.09388015,52,52,52
-123.3730187,43.10807466,71,71,71
-123.3836306,43.10694423,52,52,52
-123.3881954,43.10449167,52,52,52
-123.3672684,43.10750723,71,71,71
-123.3676165,43.11617093,42,42,42
-123.3596288,43.11370662,52,52,52
-123.3477945,43.11515173,81,81,81
-123.3534701,43.11824761,71,71,71
-123.3492477,43.10601336,52,52,52
-123.2251937,43.68436769,43,43,43
-123.2331665,43.69742164,52,42,31
-123.2332267,43.70136777,42,42,42
-123.2240237,43.69843169,52,42,71
-123.2197871,43.7036216,52,52,52
-123.216489,43.70554304,52,71,71
-123.2403734,43.70689696,52,52,52
-123.219736,43.68397273,71,43,31
-123.222511,43.6759231,42,42,42
-123.1533547,43.68897071,42,42,42
-123.1929485,43.70908839,52,52,52
-123.1568537,43.69423958,42,42,42
-123.1697418,43.69586601,52,52,52
-123.1757569,43.69519755,42,42,42
-123.2480696,43.69548153,52,52,52
-123.2493236,43.70431125,81,81,81
-123.1996667,43.74001949,42,42,42
-123.2067099,43.7379214,52,71,52
-123.2064708,43.73266373,42,42,42
-123.1924174,43.75896479,43,43,43
-123.2192852,43.75893684,43,43,43
-123.1605174,43.73577079,42,42,42
-123.1606159,43.74068088,42,42,42
-123.1532353,43.74067866,52,42,31
-123.1510952,43.746957,42,42,42
-123.1439762,43.72835119,42,42,42
-123.173156,43.73433264,52,52,52
-123.0691117,44.70873053,42,42,42
-123.0708494,44.70604518,81,81,81
-123.0451679,44.70066129,42,42,42
-123.0513535,44.69967365,23,23,23
-123.0454603,44.69214811,81,81,81
-123.0170432,44.69381294,42,42,42
-123.0288049,44.69308247,22,22,22
-123.1020545,44.72226306,82,82,82
-123.0586727,44.73675154,82,82,82
-122.7245538,45.43252499,22,22,22
-122.7218407,45.42736348,42,42,42
-122.7792688,45.45605915,22,22,22
-122.7795251,45.4342173,21,21,21
-122.7669711,45.47390574,22,22,22
-122.7554619,45.47275174,22,22,22
-122.7666595,45.46240339,22,22,22
-122.7620536,45.45186961,22,22,22
-123.9632903,45.77746916,42,42,42
-123.9460111,45.76526771,42,42,42
-123.9464047,45.76324921,52,42,42
-123.9380329,45.76709718,42,42,42
-123.9322008,45.76793702,21,21,21
-123.9307024,45.7687013,31,42,42
-123.9374245,45.75816106,42,42,42
-123.940062,45.75432712,42,42,42
-123.9443946,45.75425135,21,21,21
-123.9332401,45.75334356,52,42,31
-123.9263118,45.75426671,42,42,42
-121.1317947,45.582809,82,82,82
-121.1396404,45.57710995,52,52,52
-121.1434351,45.57595785,52,52,52
-121.1482363,45.57315454,82,82,82
-121.15772,45.57011908,82,82,82
-121.1642734,45.56699669,82,82,82
-121.1681967,45.56440322,82,82,82
-121.1716841,45.56212064,82,82,82
-121.1673802,45.55710589,52,52,52
-121.155581,45.57517046,82,82,82
-121.1510625,45.5770469,71,71,71
-121.152634,45.58649974,52,52,52
-121.1138122,45.55832512,82,82,82
-121.1276511,45.55197808,82,82,82
-121.1203611,45.55469097,21,21,21
-121.081514,45.54933712,82,82,82
-121.0914359,45.58908783,82,82,82
-121.1712289,45.57333331,82,82,82
-121.1752747,45.56868202,82,82,82
-121.1677599,45.57726125,82,82,82
-121.1558889,45.58936114,71,71,71
-121.1358396,45.59101452,82,82,82
-118.6153969,45.61606988,71,71,71
-118.6108553,45.61599662,52,52,52
-118.60174,45.60792837,52,52,52
-118.5977036,45.61033158,71,71,71
-118.6033871,45.6157729,52,52,52
-118.5783076,45.60301956,52,52,52
-118.5693403,45.59947723,52,52,52
-118.5699314,45.60370456,52,52,52
-118.5840935,45.61412122,21,21,21
-118.5653346,45.59221027,42,42,42
-118.2804915,45.34670812,42,42,42
-118.2767953,45.34416819,42,42,42
-118.274849,45.34166161,42,42,42
-118.2709911,45.34333695,42,42,42
-118.2817132,45.35290486,52,52,52
-118.2882835,45.35663103,42,42,42
-118.2916971,45.35895941,52,52,52
-118.2929736,45.35610269,42,42,42
-118.2997248,45.35509869,42,42,42
-118.3028809,45.35268893,42,42,42
-118.3062754,45.35553097,42,42,42
-118.290566,45.38476319,42,42,42
-118.2949313,45.38515458,42,42,42
-118.2717354,45.36948548,71,71,71
-118.219724,45.34471043,42,42,42
-118.2283317,45.35588825,52,52,52
-118.2272109,45.36584692,42,42,42
-118.2291116,45.36948521,52,52,52
-121.60152,44.74461174,71,42,42
-121.6196248,44.73627001,42,42,42
-121.6258442,44.78036302,42,42,42
-121.6712067,44.79088563,42,42,42
-121.6710323,44.80007539,52,52,52
-121.5515016,44.73129716,42,42,42
-121.6292747,44.71677862,42,42,42
-121.6556979,44.71345371,52,42,42
-121.6529866,44.79387672,42,42,42
-121.6595212,44.7619083,52,52,52
-123.96978,45.77635795,42,42,42
-123.9660868,45.77217261,42,42,42
-123.9699419,45.77134283,42,42,42
-123.9764122,45.7676374,42,42,42
-123.9331781,45.78628448,42,42,42
-123.9298277,45.78469075,42,42,42
-123.9237969,45.78337041,42,42,42
-123.93842,45.78684666,21,21,21
-123.9427608,45.78789055,71,42,42
-123.8415958,45.24486662,43,43,43
-123.8443935,45.24113747,43,43,43
-123.8526563,45.23765601,52,43,71
-123.8425381,45.23632603,41,41,41
-123.8545226,45.25503455,43,43,43
-123.8435174,45.26325709,43,43,43
-123.8256366,45.27177678,43,43,43
-123.8941283,45.26239785,42,42,42
-123.8896501,45.26435291,42,42,42
-123.8957833,45.25880215,21,21,21
-122.5438412,42.38169348,52,52,52
-122.5691558,42.3882297,52,52,52
-122.5815501,42.40756722,52,52,52
-122.5941068,42.40298166,52,52,52
-122.5805629,42.3691711,52,52,52
-122.5792891,42.36049745,52,52,52
-122.579116,42.35542713,52,52,52
-122.5386773,42.35400506,52,52,52
-122.5216137,42.35021097,42,42,42
-122.519989,42.360146,52,52,52
-122.5076815,42.36230268,52,52,52
-122.3721939,42.3632277,42,42,42
-122.3868603,42.36346184,42,42,42
-122.3801919,42.35850202,42,42,42
-122.3679023,42.37199725,42,42,42
-122.4082202,42.36937694,42,42,42
-122.3404698,42.40217163,42,42,42
-122.3485735,42.4435899,42,42,42
-122.3411304,42.43477498,42,42,42
-122.3701353,42.44467773,42,42,42
-122.8388398,43.37766784,42,42,42
-122.882895,43.3732556,42,42,42
-122.7557513,43.39331528,42,42,42
-122.8470994,43.40539914,42,42,42
-122.9325437,43.41840939,42,42,42
-123.0098911,43.38008663,42,42,42
-122.7300299,43.47317485,42,42,42
-122.8329104,43.50161154,52,52,52
-122.8662407,43.46603748,42,42,42
-122.9409145,43.50630135,52,52,52
-122.767607,43.51689504,42,42,42
-122.9803945,43.04327654,42,42,42
-122.9806395,43.10692585,42,42,42
-122.9492281,43.09540934,42,42,42
-123.084548,43.06010369,52,52,52
-123.1083111,43.11449015,42,42,42
-123.1757267,43.07801823,42,42,42
-123.1870408,43.14489567,42,42,42
-122.4478934,43.11832661,42,42,42
