,UNIQUE_ID,Long,Lat,DATE,Northeast,North,Center,West,SouthEast,Northwest,East,South,SouthWest,maxdewpti,maxhumidity,maxpressurei,maxtempi,maxwspdi,mindewpti,minhumidity,minpressurei,mintempi,precipi,MAP_UNIT_L,MAP_UNIT_N,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,G_ROCK_TYP,GN_LITH_TY,nlcd_2011_,nlcd_2001_,nlcd_2006_,Root_Moist,Precip_Mon,Soil_Moist,Soil_Moist_Depth,Soil_Temp,Vegetation
826,LS_1717,-120.0663807,44.5622417,6/23/09 0:00,,,31.58241,,,,,,,44,88,30.09,78,10,38,25,29.93,42,0,Tcf2,"Basalt flows, mainly derived from Keyes Mtn.: generally intracanyon to Tcf2",volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,mixed lithologies,volcanic,52,52,52,277.07028,37.9904,25.010199,25.009998,288.91998,0.39600003
827,LS_1718,-120.0565176,44.55988664,6/23/09 0:00,,,23.72554,,,,,,,44,88,30.09,78,10,38,25,29.93,42,0,Tcmf,Mudflows and fanglomerates derived from Keyes Mtn.; intracanyon to Tcf2,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,mudflow breccia,volcanic,52,52,52,541.92786,36.422398,24.4406,24.439999,289.03,0.42600003
828,LS_1720,-120.0520393,44.5582751,6/23/09 0:00,,,22.38142,,,,,,,44,88,30.09,78,10,38,25,29.93,42,0,Tcmf,Mudflows and fanglomerates derived from Keyes Mtn.; intracanyon to Tcf2,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,mudflow breccia,volcanic,52,52,52,541.92786,36.422398,24.4406,24.439999,289.03,0.42600003
829,LS_1721,-120.0482695,44.55564137,6/23/09 0:00,,,15.52684,,,,,,,44,88,30.09,78,10,38,25,29.93,42,0,Tcmf,Mudflows and fanglomerates derived from Keyes Mtn.; intracanyon to Tcf2,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,mudflow breccia,volcanic,52,52,52,541.92786,36.422398,24.4406,24.439999,289.03,0.42600003
830,LS_1723,-120.0722814,44.56330142,6/23/09 0:00,,,24.96357,,,,,,,44,88,30.09,78,10,38,25,29.93,42,0,Tcf2,"Basalt flows, mainly derived from Keyes Mtn.: generally intracanyon to Tcf2",volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,mixed lithologies,volcanic,52,52,52,503.9119,40.6336,23.4662,23.47,286.94,0.39600003
831,LS_1733,-122.4754097,45.39770079,5/15/09 0:00,,,,,,34.09902,,,,48,96,30.25,72,9,38,29,30.12,40,0,QTvt,Basalt of Tong Road,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,basalt,volcanic,71,43,43,676.9679,126.528,32.490997,32.62,284.46,0.86
832,LS_1734,-122.4731047,45.39809651,5/15/09 0:00,,,,,,23.15249,,,,48,96,30.25,72,9,38,29,30.12,40,0,Ttm,Troutdale Formation mudstone and siltstone,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,mudstone,sedimentary,43,43,43,676.9679,126.528,32.490997,32.62,284.46,0.86
833,LS_1735,-122.4710436,45.39796908,5/15/09 0:00,,,,,,18.13446,,,,48,96,30.25,72,9,38,29,30.12,40,0,Ttm,Troutdale Formation mudstone and siltstone,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,mudstone,sedimentary,42,42,42,676.9679,126.528,32.490997,32.62,284.46,0.86
834,LS_1736,-122.4676574,45.39734728,5/15/09 0:00,,,,,,7.66845,,,,48,96,30.25,72,9,38,29,30.12,40,0,Ttm,Troutdale Formation mudstone and siltstone,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,mudstone,sedimentary,43,43,43,676.9679,126.528,32.490997,32.62,284.46,0.86
835,LS_1737,-122.4650464,45.39680048,5/15/09 0:00,,,,,,15.0745,,,,48,96,30.25,72,9,38,29,30.12,40,0,Ttm,Troutdale Formation mudstone and siltstone,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,mudstone,sedimentary,43,43,43,676.9679,126.528,32.490997,32.62,284.46,0.86
836,LS_1738,-122.4623682,45.39608676,5/15/09 0:00,,,,,,17.7135,,,,48,96,30.25,72,9,38,29,30.12,40,0,Ttm,Troutdale Formation mudstone and siltstone,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,mudstone,sedimentary,43,43,43,676.9679,126.528,32.490997,32.62,284.46,0.86
837,LS_1739,-122.458979,45.38860579,5/15/09 0:00,,,,,,19.91504,,,,48,96,30.25,72,9,38,29,30.12,40,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,43,43,43,676.9679,126.528,32.490997,32.62,284.46,0.86
838,LS_1740,-122.4574446,45.38837393,5/15/09 0:00,,,,,,13.21493,,,,48,96,30.25,72,9,38,29,30.12,40,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,42,42,42,676.9679,126.528,32.490997,32.62,284.46,0.86
839,LS_1741,-122.4501967,45.38511713,5/15/09 0:00,,,,,,30.86783,,,,48,96,30.25,72,9,38,29,30.12,40,0,Ttm,Troutdale Formation mudstone and siltstone,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,mudstone,sedimentary,21,21,21,676.9679,126.528,32.490997,32.62,284.46,0.86
840,LS_1742,-122.4469118,45.38521796,5/18/09 0:00,,,,,,31.40495,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Ttm,Troutdale Formation mudstone and siltstone,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,mudstone,sedimentary,42,42,42,676.9679,126.528,32.490997,32.62,284.46,0.86
841,LS_1743,-122.4441153,45.38600506,5/18/09 0:00,,,,,,17.96851,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,52,52,52,676.9679,126.528,32.490997,32.62,284.46,0.86
842,LS_1744,-122.4399611,45.38747607,5/18/09 0:00,,,,,,13.68814,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,52,52,52,676.9679,126.528,32.490997,32.62,284.46,0.86
843,LS_1745,-122.4390148,45.38897894,5/18/09 0:00,,,,,,12.48432,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,41,41,41,676.9679,126.528,32.490997,32.62,284.46,0.86
844,LS_1746,-122.3249099,45.28140745,5/18/09 0:00,,,,,,21.92455,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Tr,Rhododendron Formation,volcaniclastic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,mudflow breccia,volcanic,52,52,52,547.50867,124.4032,26.1782,26.24,284.99,0.86500007
845,LS_1747,-122.3243146,45.28122197,5/18/09 0:00,,,,,,18.96029,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Tr,Rhododendron Formation,volcaniclastic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,mudflow breccia,volcanic,52,52,52,547.50867,124.4032,26.1782,26.24,284.99,0.86500007
846,LS_1748,-122.3204723,45.27864862,5/18/09 0:00,,,,,,20.0904,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Tr,Rhododendron Formation,volcaniclastic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,mudflow breccia,volcanic,42,42,42,547.50867,124.4032,26.1782,26.24,284.99,0.86500007
847,LS_1749,-122.3080271,45.2708042,5/18/09 0:00,,,,,,13.32176,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Tr,Rhododendron Formation,volcaniclastic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,mudflow breccia,volcanic,42,42,42,566.06866,182.4512,26.7414,26.92,284.47998,0.86500007
848,LS_1750,-122.302238,45.26670602,5/18/09 0:00,,,,,,19.03796,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Tr,Rhododendron Formation,volcaniclastic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,mudflow breccia,volcanic,41,41,41,566.06866,182.4512,26.7414,26.92,284.47998,0.86500007
849,LS_1753,-122.2758367,45.24671742,5/18/09 0:00,,,,,,26.24593,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Ta2,Tertiary andesitic rocks,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,andesite,volcanic,42,42,42,566.06866,182.4512,26.7414,26.92,284.47998,0.86500007
850,LS_1755,-122.2591635,45.24097423,5/18/09 0:00,,,,,,27.05015,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Ta2,Tertiary andesitic rocks,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,andesite,volcanic,42,42,42,566.06866,182.4512,26.7414,26.92,284.47998,0.86500007
851,LS_1756,-122.2571309,45.23809351,5/18/09 0:00,,,,,,27.05015,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Ta2,Tertiary andesitic rocks,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,andesite,volcanic,71,71,71,566.06866,182.4512,26.7414,26.92,284.47998,0.86500007
852,LS_1757,-122.2564696,45.23720978,5/18/09 0:00,,,,,,23.14756,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Ta2,Tertiary andesitic rocks,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,andesite,volcanic,23,23,23,566.06866,182.4512,26.7414,26.92,284.47998,0.86500007
853,LS_1758,-122.2513303,45.22846383,5/18/09 0:00,,,,,,23.76165,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Ta2,Tertiary andesitic rocks,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,andesite,volcanic,21,21,21,566.06866,182.4512,26.7414,26.92,284.47998,0.86500007
854,LS_1759,-122.2506455,45.22784606,5/18/09 0:00,,,,,,19.64703,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,andesite,volcanic,21,21,21,566.06866,182.4512,26.7414,26.92,284.47998,0.86500007
855,LS_1760,-122.2485836,45.22565012,5/18/09 0:00,,,,,,16.82388,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,andesite,volcanic,21,21,21,566.06866,182.4512,26.7414,26.92,284.47998,0.86500007
856,LS_1761,-122.2467408,45.22483136,5/18/09 0:00,,,,,,32.05053,,,,56,93,29.98,79,20,44,40,29.76,50,0.27,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,21,21,21,566.06866,182.4512,26.7414,26.92,284.47998,0.86500007
857,LS_1762,-122.2615429,45.24136512,6/15/09 0:00,,,,,,33.09508,,,,55,86,30,78,9,49,36,29.92,54,0,Ta2,Tertiary andesitic rocks,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,andesite,volcanic,21,21,21,506.0623,49.388798,24.774199,24.769999,288.11,0.95600003
858,LS_1764,-123.2440883,46.01985749,8/24/10 0:00,,,,,,28.45479,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,tuffaceous sedimentary rocks,sedimentary,21,21,21,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
859,LS_1766,-123.2446119,46.01897275,8/24/10 0:00,,,,,,28.92221,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,tuffaceous sedimentary rocks,sedimentary,42,42,42,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
860,LS_1767,-123.2451863,46.01819166,8/24/10 0:00,,,,,,28.92682,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,tuffaceous sedimentary rocks,sedimentary,42,42,42,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
861,LS_1768,-123.4285674,45.96261178,8/24/10 0:00,,,,,,22.24112,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,21,21,21,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
862,LS_1769,-123.4289105,45.96358082,8/24/10 0:00,,,,,,23.497,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,21,21,21,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
863,LS_1770,-123.4293095,45.96423927,8/24/10 0:00,,,,,,19.30873,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,42,42,42,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
864,LS_1771,-123.4271757,45.96763978,8/24/10 0:00,,,,,,16.60302,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,41,41,41,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
865,LS_1772,-123.2460375,46.01750514,8/24/10 0:00,,,,,,18.83862,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,tuffaceous sedimentary rocks,sedimentary,21,21,21,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
866,LS_1773,-123.2472143,46.01732867,8/24/10 0:00,,,,,,18.46737,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,tuffaceous sedimentary rocks,sedimentary,71,43,43,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
867,LS_1774,-123.2473187,46.01647516,8/24/10 0:00,,,,,,27.85248,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,tuffaceous sedimentary rocks,sedimentary,21,21,21,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
868,LS_1775,-123.2476188,46.01555204,8/24/10 0:00,,,,,,26.85668,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,tuffaceous sedimentary rocks,sedimentary,71,42,42,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
869,LS_1776,-123.2469638,46.01460678,8/24/10 0:00,,,,,,26.16438,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tk,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,tuffaceous sedimentary rocks,sedimentary,22,22,22,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
870,LS_1777,-123.245946,46.01322579,8/24/10 0:00,,,,,,21.73687,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tk,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,tuffaceous sedimentary rocks,sedimentary,21,21,21,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
871,LS_1778,-123.2451049,46.01045707,8/24/10 0:00,,,,,,24.49555,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tk,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,tuffaceous sedimentary rocks,sedimentary,21,21,21,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
872,LS_1779,-123.2447642,46.00961259,8/24/10 0:00,,,,,,27.92363,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tk,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,tuffaceous sedimentary rocks,sedimentary,71,71,71,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
873,LS_1780,-123.2435081,46.00867947,8/24/10 0:00,,,,,,17.75829,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tk,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,tuffaceous sedimentary rocks,sedimentary,52,52,52,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
874,LS_1781,-123.2430439,46.00748139,8/24/10 0:00,,,,,,19.51431,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tk,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,tuffaceous sedimentary rocks,sedimentary,52,71,52,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
875,LS_1782,-123.243412,46.00649885,8/24/10 0:00,,,,,,21.41889,,,,54,87,30.19,89,12,43,22,29.91,50,0,Tk,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,tuffaceous sedimentary rocks,sedimentary,52,52,52,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
876,LS_1783,-123.4146084,45.97844231,8/24/10 0:00,,,,,,11.84712,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,52,52,52,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
877,LS_1784,-123.41544,45.98337711,8/24/10 0:00,,,,,,17.7135,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,52,52,52,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
878,LS_1785,-123.4134369,45.98457579,8/24/10 0:00,,,,,,15.64549,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,21,21,21,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
879,LS_1786,-123.4110271,45.98536187,8/24/10 0:00,,,,,,15.27144,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,52,52,52,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
880,LS_1787,-123.4093976,45.9858294,8/24/10 0:00,,,,,,20.0904,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,43,43,43,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
881,LS_1788,-123.396361,45.98596495,8/24/10 0:00,,,,,,34.07796,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,43,43,43,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
882,LS_1789,-123.3952437,45.9859895,8/24/10 0:00,,,,,,23.83421,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,22,22,22,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
883,LS_1790,-123.3896989,45.98585029,8/24/10 0:00,,,,,,22.41253,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,43,43,43,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
884,LS_1791,-123.3887959,45.9858056,8/24/10 0:00,,,,,,20.11643,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,43,43,43,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
885,LS_1792,-123.3850564,45.98509582,8/24/10 0:00,,,,,,13.94305,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,43,43,43,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
886,LS_1793,-123.3845399,45.98430655,8/24/10 0:00,,,,,,15.00527,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,43,43,43,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
887,LS_1794,-123.3842004,45.98378351,8/24/10 0:00,,,,,,15.93392,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,43,43,43,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
888,LS_1795,-123.3838286,45.9828596,8/24/10 0:00,,,,,,15.54883,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,41,41,41,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
889,LS_1796,-123.368848,45.98164357,8/24/10 0:00,,,,,,11.20153,,,,54,87,30.19,89,12,43,22,29.91,50,0,Qs,Quaternary sediments,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,mixed grained sediments,surficial sediments,43,43,43,525.88806,12.4288,25.1969,25.21,285.34,0.96500003
890,LS_1797,-123.2760359,46.00811239,8/24/10 0:00,,,,,,14.02788,,,,54,87,30.19,89,12,43,22,29.91,50,0,TPl,"Pittsburg Bluff Formation, laminated member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,43,43,43,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
891,LS_1798,-123.256452,45.99444999,8/24/10 0:00,,,,,,5.01055,,,,54,87,30.19,89,12,43,22,29.91,50,0,TK,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,tuffaceous sedimentary rocks,sedimentary,21,21,21,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
892,LS_1799,-123.2295204,45.98228891,8/24/10 0:00,,,,,,33.24207,,,,54,87,30.19,89,12,43,22,29.91,50,0,TK,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,tuffaceous sedimentary rocks,sedimentary,52,71,52,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
893,LS_1800,-123.2275316,45.9821987,8/24/10 0:00,,,,,,25.18731,,,,54,87,30.19,89,12,43,22,29.91,50,0,TK,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,tuffaceous sedimentary rocks,sedimentary,52,71,52,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
894,LS_1801,-123.20005,45.97871836,8/24/10 0:00,,,,,,17.12274,,,,54,87,30.19,89,12,43,22,29.91,50,0,TK,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,tuffaceous sedimentary rocks,sedimentary,41,41,41,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
895,LS_1802,-123.1927386,45.97763091,8/24/10 0:00,,,,,,23.54836,,,,54,87,30.19,89,12,43,22,29.91,50,0,TPs,"Pittsburg Bluff Formation, siltstone member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,shelf sandstone,sedimentary,21,21,21,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
896,LS_1803,-123.1922193,45.97769973,8/24/10 0:00,,,,,,30.22345,,,,54,87,30.19,89,12,43,22,29.91,50,0,TPs,"Pittsburg Bluff Formation, siltstone member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,shelf sandstone,sedimentary,21,21,21,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
897,LS_1805,-123.1913957,45.97824538,8/24/10 0:00,,,,,,38.05363,,,,54,87,30.19,89,12,43,22,29.91,50,0,TPs,"Pittsburg Bluff Formation, siltstone member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,shelf sandstone,sedimentary,21,21,21,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
898,LS_1806,-123.1902806,45.9791785,8/24/10 0:00,,,,,,46.46798,,,,54,87,30.19,89,12,43,22,29.91,50,0,TPs,"Pittsburg Bluff Formation, siltstone member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,shelf sandstone,sedimentary,43,43,43,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
899,LS_1807,-123.1887505,45.9793083,8/24/10 0:00,,,,,,41.02111,,,,54,87,30.19,89,12,43,22,29.91,50,0,TPs,"Pittsburg Bluff Formation, siltstone member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,shelf sandstone,sedimentary,41,52,52,524.72327,13.3888,25.0841,25.1,285.43,0.94000006
900,LS_1808,-123.1871548,45.97905359,8/24/10 0:00,,,,,,35.53138,,,,54,87,30.19,89,12,43,22,29.91,50,0,TPs,"Pittsburg Bluff Formation, siltstone member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,shelf sandstone,sedimentary,41,52,52,521.3185,11.686399,24.9329,24.949999,285.71,0.94000006
901,LS_1809,-123.175237,45.97181177,8/24/10 0:00,,,,,,16.1977,,,,54,87,30.19,89,12,43,22,29.91,50,0,TPs,"Pittsburg Bluff Formation, siltstone member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,shelf sandstone,sedimentary,43,43,43,521.3185,11.686399,24.9329,24.949999,285.71,0.94000006
902,LS_1810,-123.1733182,45.97033956,8/24/10 0:00,,,,,,33.10223,,,,54,87,30.19,89,12,43,22,29.91,50,0,TPs,"Pittsburg Bluff Formation, siltstone member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,shelf sandstone,sedimentary,42,52,42,521.3185,11.686399,24.9329,24.949999,285.71,0.94000006
