X,Y,REF_ID_COD,UNIQUE_ID,DATE,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,nlcd_2006_
751851.1198,1369886.027,HoffRJ2000,LS_3934,9-Feb-96,Tgo,Ortley unit,vol.M.cr.gr.ort.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Ortley,no data,basalt,81
751870.8717,1369949.441,HoffRJ2000,LS_3935,9-Feb-96,Tgo,Ortley unit,vol.M.cr.gr.ort.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Ortley,no data,basalt,81
751816.8143,1369873.552,HoffRJ2000,LS_3936,9-Feb-96,Tgo,Ortley unit,vol.M.cr.gr.ort.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Ortley,no data,basalt,41
752278.0331,1368265.004,HoffRJ2000,LS_3937,9-Feb-96,Tgww,Winter Water unit,vol.M.cr.gr.wtw.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Winter Water,no data,basalt,81
748841.9357,1371607.541,HoffRJ2000,LS_3938,9-Feb-96,Tgr2,R2 Grande Ronde Basalt,vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,41
758907.664,1372479.04,HoffRJ2000,LS_3939,9-Feb-96,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,41
758981.1263,1372291.573,HoffRJ2000,LS_3940,9-Feb-96,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,41
759043.5,1372176.875,HoffRJ2000,LS_3941,9-Feb-96,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,41
759575.0627,1370906.184,HoffRJ2000,LS_3942,9-Feb-96,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,43
759637.4364,1370833.068,HoffRJ2000,LS_3943,9-Feb-96,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,41
759794.0636,1370687.183,HoffRJ2000,LS_3944,9-Feb-96,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,41
753017.1614,1370825.445,HoffRJ2000,LS_3945,9-Feb-96,Tgsb,Sentinel Bluffs unit,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,no data,basalt,81
752758.3107,1370637.63,HoffRJ2000,LS_3946,9-Feb-96,Tgsb,Sentinel Bluffs unit,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,no data,basalt,81
752646.0381,1370484.122,HoffRJ2000,LS_3947,9-Feb-96,Tgsb,Sentinel Bluffs unit,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,no data,basalt,41
752549.0121,1370090.474,HoffRJ2000,LS_3948,9-Feb-96,Tgsb,Sentinel Bluffs unit,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,no data,basalt,41
752556.289,1369928.996,HoffRJ2000,LS_3949,9-Feb-96,Tgsb,Sentinel Bluffs unit,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,no data,basalt,81
752635.2959,1369374.217,HoffRJ2000,LS_3950,9-Feb-96,Tgo,Ortley unit,vol.M.cr.gr.ort.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Ortley,no data,basalt,81
752762.8153,1368902.256,HoffRJ2000,LS_3951,9-Feb-96,Tgo,Ortley unit,vol.M.cr.gr.ort.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Ortley,no data,basalt,41
753097.2077,1367556.37,HoffRJ2000,LS_3952,9-Feb-96,Tgww,Winter Water unit,vol.M.cr.gr.wtw.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Winter Water,no data,basalt,41
753267.003,1364504.91,HoffRJ2000,LS_3953,9-Feb-96,Tfg,Basalt of Ginko,vol.M.cr.wp.fs.gk.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Ginkgo,basalt,81
752244.0741,1363871.124,HoffRJ2000,LS_3954,9-Feb-96,Tfg,Basalt of Ginko,vol.M.cr.wp.fs.gk.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Ginkgo,basalt,82
751052.7365,1364030.87,HoffRJ2000,LS_3955,9-Feb-96,Tfg,Basalt of Ginko,vol.M.cr.wp.fs.gk.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Ginkgo,basalt,41
749956.3455,1363153.826,HoffRJ2000,LS_3956,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,71
748999.9488,1364146.954,HoffRJ2000,LS_3957,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,41
749380.082,1363711.378,HoffRJ2000,LS_3958,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,81
751615.4859,1364213.833,HoffRJ2000,LS_3959,9-Feb-96,Tfg,Basalt of Ginko,vol.M.cr.wp.fs.gk.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Ginkgo,basalt,41
760897.3848,1368017.242,HoffRJ2000,LS_3960,1996,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,41
760553.6365,1367428.85,HoffRJ2000,LS_3961,1996,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,41
760427.5033,1367148.169,HoffRJ2000,LS_3962,1996,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,41
760164.8406,1366686.603,HoffRJ2000,LS_3963,1996/1997,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,41
759053.2028,1363391.886,HoffRJ2000,LS_3964,9-Feb-96,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,41
757678.5558,1361409.442,HoffRJ2000,LS_3965,9-Feb-96,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,41
758166.1102,1363138.233,HoffRJ2000,LS_3966,9-Feb-96,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,41
755796.2562,1361381.374,HoffRJ2000,LS_3967,9-Feb-96,Tgsb,Sentinel Bluffs unit,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,no data,basalt,41
756074.1657,1356928.931,HoffRJ2000,LS_3968,9-Feb-96,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,43
749749.1263,1362957.003,HoffRJ2000,LS_3969,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,81
750024.6102,1363600.491,HoffRJ2000,LS_3970,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,41
750195.4449,1363745.337,HoffRJ2000,LS_3971,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,52
750379.4472,1363909.588,HoffRJ2000,LS_3972,9-Feb-96,Tfg,Basalt of Ginko,vol.M.cr.wp.fs.gk.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Ginkgo,basalt,41
750674.6827,1363948.744,HoffRJ2000,LS_3973,9-Feb-96,Tfg,Basalt of Ginko,vol.M.cr.wp.fs.gk.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Ginkgo,basalt,82
752871.623,1353716.686,HoffRJ2000,LS_3974,9-Feb-96,Twh,Basalt of Waverly Heights and associated undifferentiated sedimentary rocks,vol.E.ytg.wav.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Waverly Heights,No data,no data,basalt,52
750538.5,1354753.475,HoffRJ2000,LS_3975,9-Feb-96,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,41
751050.6575,1354969.358,HoffRJ2000,LS_3976,9-Feb-96,Twh,Basalt of Waverly Heights and associated undifferentiated sedimentary rocks,vol.E.ytg.wav.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Waverly Heights,No data,no data,basalt,52
750365.9327,1354719.516,HoffRJ2000,LS_3977,9-Feb-96,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,41
750325.7365,1354670.31,HoffRJ2000,LS_3978,9-Feb-96,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,41
753571.2477,1355698.091,HoffRJ2000,LS_3979,9-Feb-96,Twh,Basalt of Waverly Heights and associated undifferentiated sedimentary rocks,vol.E.ytg.wav.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Waverly Heights,No data,no data,basalt,81
749826.4003,1354644.668,HoffRJ2000,LS_3980,1996,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,81
746366.3927,1354786.741,HoffRJ2000,LS_3981,1996,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,81
746645.3419,1354905.945,HoffRJ2000,LS_3982,1996,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,41
747318.2848,1355013.019,HoffRJ2000,LS_3983,1996,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,90
748705.4065,1354874.065,HoffRJ2000,LS_3984,1996/1997,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,81
751208.6709,1354476.952,HoffRJ2000,LS_3985,1996,Twh,Basalt of Waverly Heights and associated undifferentiated sedimentary rocks,vol.E.ytg.wav.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Waverly Heights,No data,no data,basalt,81
751167.7815,1354587.839,HoffRJ2000,LS_3986,1996,Twh,Basalt of Waverly Heights and associated undifferentiated sedimentary rocks,vol.E.ytg.wav.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Waverly Heights,No data,no data,basalt,81
751390.5942,1352769.645,HoffRJ2000,LS_3987,1996,Qtvu,Undifferentiated Boring Lava,vol.PPl.bvf.pdb.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,No data,no data,basalt,41
751066.251,1352404.413,HoffRJ2000,LS_3988,1996/1997,Qtvu,Undifferentiated Boring Lava,vol.PPl.bvf.pdb.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,No data,no data,basalt,42
751651.524,1367251.432,HoffRJ2000,LS_3989,9-Feb-96,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,41
747525.5039,1372221.229,HoffRJ2000,LS_3990,1996,Tgr2,R2 Grande Ronde Basalt,vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,81
747342.5413,1372266.623,HoffRJ2000,LS_3991,1996,Tgr2,R2 Grande Ronde Basalt,vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,81
747594.1152,1371705.953,HoffRJ2000,LS_3992,1996,Tgr2,R2 Grande Ronde Basalt,vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,81
748693.6247,1370516.348,HoffRJ2000,LS_3993,1996,Tgr2,R2 Grande Ronde Basalt,vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,21
749333.9948,1370699.657,HoffRJ2000,LS_3994,1996,Tgr2,R2 Grande Ronde Basalt,vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,81
749230.7316,1372050.394,HoffRJ2000,LS_3995,1996,Tgr2,R2 Grande Ronde Basalt,vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,41
748875.8947,1372278.752,HoffRJ2000,LS_3996,9-Feb-96,Tgr2,R2 Grande Ronde Basalt,vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,41
748921.6352,1372416.32,HoffRJ2000,LS_3997,9-Feb-96,Tgr2,R2 Grande Ronde Basalt,vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,41
748967.376,1372553.542,HoffRJ2000,LS_3998,9-Feb-96,Tgr2,R2 Grande Ronde Basalt,vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,41
752037.2014,1366500.175,HoffRJ2000,LS_3999,9-Feb-96,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,41
752060.0719,1366259.69,HoffRJ2000,LS_4000,9-Feb-96,Tfg,Basalt of Ginko,vol.M.cr.wp.fs.gk.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Ginkgo,basalt,41
751819.9331,1365275.572,HoffRJ2000,LS_4001,1996,Tfg,Basalt of Ginko,vol.M.cr.wp.fs.gk.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Ginkgo,basalt,21
747564.3143,1361862.691,HoffRJ2000,LS_4002,1996,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,52
745320.5938,1362491.279,HoffRJ2000,LS_4003,1996,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,41
741142.9423,1362855.472,HoffRJ2000,LS_4004,1996/1997,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,52
740135.607,1362317.326,HoffRJ2000,LS_4005,1997,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,52
740479.0089,1362992.694,HoffRJ2000,LS_4006,1996/1997,Tfg,Basalt of Ginko,vol.M.cr.wp.fs.gk.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Ginkgo,basalt,52
739093.9665,1362866.214,HoffRJ2000,LS_4007,1996,Qtvu,Undifferentiated Boring Lava,vol.PPl.bvf.pdb.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,No data,no data,basalt,82
737548.8314,1362911.608,HoffRJ2000,LS_4008,1996/1997,Qtvu,Undifferentiated Boring Lava,vol.PPl.bvf.pdb.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,No data,no data,basalt,82
754684.6184,1361836.702,HoffRJ2000,LS_4009,9-Feb-96,Tfg,Basalt of Ginko,vol.M.cr.wp.fs.gk.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Ginkgo,basalt,41
754267.7543,1363702.022,HoffRJ2000,LS_4010,9-Feb-96,Tgsb,Sentinel Bluffs unit,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,no data,basalt,22
751794.9836,1370371.156,HoffRJ2000,LS_4011,9-Feb-96,Tgo,Ortley unit,vol.M.cr.gr.ort.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Ortley,no data,basalt,21
751306.043,1368082.734,HoffRJ2000,LS_4012,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,81
751145.604,1367009.214,HoffRJ2000,LS_4013,9-Feb-96,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,41
751058.6273,1367022.382,HoffRJ2000,LS_4014,9-Feb-96,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,41
750991.4026,1367035.896,HoffRJ2000,LS_4015,9-Feb-96,Tfsh,Basalt of Sand Hollow,vol.M.cr.wp.fs.sdh.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sand Hollow,basalt,41
751294.6079,1364129.975,HoffRJ2000,LS_4016,9-Feb-96,Tfg,Basalt of Ginko,vol.M.cr.wp.fs.gk.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Ginkgo,basalt,81
743373.8415,1368757.063,HoffRJ2000,LS_4017,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,41
856993.0738,1387487.885,HoffRJ2000,LS_4018,9-Feb-96,,,,,,,,,,,41
888437.7333,1397777.812,HoffRJ2000,LS_4019,9-Feb-96,Qal,Alluvium,sed.Q.qsd.al.clm.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,Columbia River alluvium,no data,fine grained sediments,21
915541.5302,1405859.017,HoffRJ2000,LS_4020,9-Feb-96,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,41
916108.0912,1406295.286,HoffRJ2000,LS_4021,9-Feb-96,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,41
916544.0141,1406513.248,HoffRJ2000,LS_4022,9-Feb-96,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,41
917938.7592,1407342.125,HoffRJ2000,LS_4023,9-Feb-96,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,43
918243.6972,1408039.324,HoffRJ2000,LS_4024,9-Feb-96,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,41
919028.2198,1408693.902,HoffRJ2000,LS_4025,9-Feb-96,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,41
920030.357,1409435.109,HoffRJ2000,LS_4026,9-Feb-96,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,41
