X,Y,REF_ID_COD,UNIQUE_ID,DATE,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,nlcd_2006_
453029.8291,852099.103,HoffRJ2000,LS_4887,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,52
453673.6644,851136.4688,HoffRJ2000,LS_4888,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,71
453948.4551,851308.6896,HoffRJ2000,LS_4889,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
456251.7769,851763.3245,HoffRJ2000,LS_4890,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
456243.1138,851426.1601,HoffRJ2000,LS_4891,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
456290.5873,851020.3845,HoffRJ2000,LS_4892,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,52
457868.2953,849334.9088,HoffRJ2000,LS_4893,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,81
457251.8353,849193.875,HoffRJ2000,LS_4894,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
457454.5499,849346.3438,HoffRJ2000,LS_4895,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,42
456988.8261,849207.0427,HoffRJ2000,LS_4896,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
459789.0587,849164.4206,HoffRJ2000,LS_4897,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
460777.6818,848886.1647,HoffRJ2000,LS_4898,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,52
461790.2149,851353.7372,HoffRJ2000,LS_4899,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
460390.9649,852077.2723,HoffRJ2000,LS_4900,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,24
461878.5774,853143.1693,HoffRJ2000,LS_4901,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,22
457168.6703,857429.9751,HoffRJ2000,LS_4902,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,81
458227.9836,856823.2175,HoffRJ2000,LS_4903,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,22
455548.3402,852924.8615,HoffRJ2000,LS_4904,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,81
454803.3212,856831.8806,HoffRJ2000,LS_4905,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
453906.1795,858083.166,HoffRJ2000,LS_4906,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,41
452727.3166,860492.1768,HoffRJ2000,LS_4907,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,43
455777.044,838882.4633,HoffRJ2000,LS_4908,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
453241.5531,844724.7995,HoffRJ2000,LS_4909,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,11
456752.8458,836771.8068,HoffRJ2000,LS_4910,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
456598.2976,839953.9049,HoffRJ2000,LS_4911,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,95
457215.4508,845086.2205,HoffRJ2000,LS_4912,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
453029.4826,844503.373,HoffRJ2000,LS_4913,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,11
457558.1594,856672.8274,HoffRJ2000,LS_4914,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,71
458468.1224,851300.373,HoffRJ2000,LS_4915,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,52
458576.9298,851268.8399,HoffRJ2000,LS_4916,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,52
458884.6401,851140.2808,HoffRJ2000,LS_4917,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,81
459536.0988,850586.8875,HoffRJ2000,LS_4918,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
455254.1444,843101.0043,HoffRJ2000,LS_4919,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,11
458889.8379,841767.2467,HoffRJ2000,LS_4920,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,81
451637.1631,841089.4524,HoffRJ2000,LS_4921,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,71
457361.3356,850378.2822,HoffRJ2000,LS_4922,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,52
451840.5705,842956.8517,HoffRJ2000,LS_4923,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
451732.1096,843424.3081,HoffRJ2000,LS_4924,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
452879.7858,836950.6112,HoffRJ2000,LS_4925,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,31
461760.414,851208.8917,HoffRJ2000,LS_4926,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
457070.2585,840931.7858,HoffRJ2000,LS_4927,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
460257.5545,839376.6017,HoffRJ2000,LS_4928,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,23
460237.8028,839373.8294,HoffRJ2000,LS_4929,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,23
459694.8051,849578.5128,HoffRJ2000,LS_4930,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
454177.1585,841843.4813,HoffRJ2000,LS_4931,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,95
454246.4626,849098.2352,HoffRJ2000,LS_4932,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,41
452183.626,849852.6102,HoffRJ2000,LS_4933,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,41
452084.8675,850229.2782,HoffRJ2000,LS_4934,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
456793.7352,845086.9134,HoffRJ2000,LS_4935,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,21
456528.647,845173.1972,HoffRJ2000,LS_4936,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,52
456438.5515,845195.0279,HoffRJ2000,LS_4937,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,81
459650.104,846615.0689,HoffRJ2000,LS_4938,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,21
456544.5869,852102.9147,HoffRJ2000,LS_4939,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,71
454174.7329,853600.23,HoffRJ2000,LS_4940,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,81
460887.5289,856338.7818,HoffRJ2000,LS_4941,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,81
458293.476,855608.6631,HoffRJ2000,LS_4942,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
458293.476,855608.6631,HoffRJ2000,LS_4943,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
458458.7664,855568.4665,HoffRJ2000,LS_4944,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,42
455556.3104,857420.2723,HoffRJ2000,LS_4945,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,41
456276.0335,854953.0463,HoffRJ2000,LS_4946,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,81
456210.1946,851219.6339,HoffRJ2000,LS_4947,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
455610.021,851607.7369,HoffRJ2000,LS_4948,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
456196.3337,850620.1535,HoffRJ2000,LS_4949,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,52
452775.1365,860470.3461,HoffRJ2000,LS_4950,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
452405.0525,851236.96,HoffRJ2000,LS_4951,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,71
452089.0259,851543.6306,HoffRJ2000,LS_4952,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,41
454419.0299,857013.8038,HoffRJ2000,LS_4953,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,81
451616.3717,844097.2507,HoffRJ2000,LS_4954,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,11
454115.478,842436.0315,HoffRJ2000,LS_4955,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
453967.167,842281.8297,HoffRJ2000,LS_4956,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
453895.0909,842170.9432,HoffRJ2000,LS_4957,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
453981.0279,841932.8835,HoffRJ2000,LS_4958,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,71
453535.749,841757.5443,HoffRJ2000,LS_4959,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
454188.5938,841605.0751,HoffRJ2000,LS_4960,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,71
454864.3087,841341.373,HoffRJ2000,LS_4961,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,71
451393.5591,837601.377,HoffRJ2000,LS_4962,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,11
454115.8245,842438.457,HoffRJ2000,LS_4963,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
453895.0909,842175.4478,HoffRJ2000,LS_4964,Feb-96,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,90
523501.3638,1439922.332,HoffRJ2000,LS_4965,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
525885.4252,1439461.114,HoffRJ2000,LS_4966,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,90
527730.9934,1440380.086,HoffRJ2000,LS_4967,Feb-96,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,11
528943.1224,1439788.575,HoffRJ2000,LS_4968,Feb-96,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
527427.0951,1442524.355,HoffRJ2000,LS_4969,Feb-96,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,90
527119.0384,1429635.177,HoffRJ2000,LS_4970,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
529065.0974,1429861.455,HoffRJ2000,LS_4971,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
530016.643,1437841.13,HoffRJ2000,LS_4972,Feb-96,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
521301.6516,1428623.684,HoffRJ2000,LS_4973,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
518762.6955,1431970.725,HoffRJ2000,LS_4974,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
520295.7024,1431732.32,HoffRJ2000,LS_4975,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
523346.8156,1443815.49,HoffRJ2000,LS_4976,Feb-96,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
522314.5312,1443096.114,HoffRJ2000,LS_4977,Feb-96,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
524391.9216,1442038.187,HoffRJ2000,LS_4978,Feb-96,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
525377.0794,1441100.849,HoffRJ2000,LS_4979,Feb-96,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,90
527247.251,1439572.346,HoffRJ2000,LS_4980,Feb-96,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,90
526369.8609,1441578.7,HoffRJ2000,LS_4981,Feb-96,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,11
523731.8002,1437291.202,HoffRJ2000,LS_4982,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
523467.7513,1436847.309,HoffRJ2000,LS_4983,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
521719.2087,1436457.127,HoffRJ2000,LS_4984,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
525178.1768,1434682.249,HoffRJ2000,LS_4985,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
525300.1519,1434557.155,HoffRJ2000,LS_4986,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
526629.7513,1431321,HoffRJ2000,LS_4987,Feb-96,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
526598.9111,1433382.797,HoffRJ2000,LS_4988,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
527113.4941,1434305.581,HoffRJ2000,LS_4989,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
529964.665,1437656.781,HoffRJ2000,LS_4990,Feb-96,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
529075.4931,1437416.296,HoffRJ2000,LS_4991,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
524623.3973,1439735.904,HoffRJ2000,LS_4992,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
526958.5994,1439826.693,HoffRJ2000,LS_4993,Feb-96,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,90
523077.2228,1436795.677,HoffRJ2000,LS_4994,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
523847.5381,1436886.466,HoffRJ2000,LS_4995,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,21
522656.2005,1436628.655,HoffRJ2000,LS_4996,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
528524.872,1435701.019,HoffRJ2000,LS_4997,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
527440.6093,1431544.852,HoffRJ2000,LS_4998,Feb-96,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
517602.1982,1437452.334,HoffRJ2000,LS_4999,Feb-96,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
