,UNIQUE_ID,Long_new,Lat_new,DATE,Unnamed: 4,Lat,Long,X,Y
63,LS_192,-121.925249,44.4321554,6/28/06 0:00,,,,-2033245.58911,2661560.94599
64,LS_209,-120.2886945,42.42321238,7/19/07 0:00,,,,-1964491.7839,2410660.76966
65,LS_210,-120.2798776,42.01069002,7/20/07 0:00,,,,-1975453.01854,2365842.52592
66,LS_241,-121.5803888,45.44438958,9/17/07 0:00,,,,-1976901.61669,2762827.65818
67,LS_242,-121.5706733,45.41622448,9/18/07 0:00,,,,-1977001.29308,2759607.37701
68,LS_246,-121.5446546,45.60054133,9/25/07 0:00,,,,-1969598.17049,2778815.59075
69,LS_247,-121.5102187,45.64757058,9/25/07 0:00,,,,-1965621.30038,2783140.45792
70,LS_248,-121.5109993,45.67575796,9/25/07 0:00,,,,-1964849.43328,2786175.92354
71,LS_250,-121.5053431,45.69591162,9/25/07 0:00,,,,-1963830.62945,2788217.66941
72,LS_251,-121.5017486,45.7056613,9/25/07 0:00,,,,-1963273.38983,2789187.66223
73,LS_253,-121.5019627,45.70529035,9/25/07 0:00,,,,-1963300.40022,2789152.35417
74,LS_257,-123.3795332,45.00738821,7/25/06 0:00,,,,-2126015.83336,2754936.78642
75,LS_258,-123.1128904,44.93202098,6/14/06 0:00,,,,-2108239.34717,2740951.60977
76,LS_259,-123.0911279,44.9311049,6/14/06 0:00,,,,-2106621.92355,2740371.17256
77,LS_260,-123.7628828,45.08978714,7/25/06 0:00,,,,-2152296.85846,2772350.84649
78,LS_261,-119.0213684,45.88486508,10/17/07 0:00,,,,-1771503.34847,2759703.92435
79,LS_262,-118.9945252,45.8926017,10/17/07 0:00,,,,-1769272.42884,2760037.78213
80,LS_263,-118.9883395,45.89396637,10/17/07 0:00,,,,-1768769.50783,2760069.73788
81,LS_264,-118.9829324,45.89098277,10/17/07 0:00,,,,-1768440.95123,2759647.49452
82,LS_265,-118.9782841,45.88934112,10/17/07 0:00,,,,-1768133.92469,2759384.03942
83,LS_266,-118.9756949,45.88910806,10/17/07 0:00,,,,-1767944.78316,2759310.74548
84,LS_267,-118.9732513,45.88990771,10/17/07 0:00,,,,-1767739.17528,2759351.48966
85,LS_268,-118.9725924,45.88997736,10/17/07 0:00,,,,-1767687.61471,2759346.74163
86,LS_269,-118.9721659,45.88997459,10/17/07 0:00,,,,-1767655.51187,2759338.50989
87,LS_270,-118.9714966,45.88970235,10/17/07 0:00,,,,-1767612.25306,2759296.7136
88,LS_271,-118.9702429,45.88939606,10/17/07 0:00,,,,-1767525.80916,2759240.37758
89,LS_272,-118.9700591,45.88571705,10/17/07 0:00,,,,-1767609.71387,2758840.36138
90,LS_273,-118.9674081,45.88441419,10/17/07 0:00,,,,-1767444.32006,2758650.60541
91,LS_275,-118.9665904,45.88196585,10/17/07 0:00,,,,-1767447.68113,2758371.46108
92,LS_276,-118.9668526,45.8803798,10/17/07 0:00,,,,-1767509.60993,2758205.35678
93,LS_277,-118.9607852,45.87711538,10/17/07 0:00,,,,-1767138.51173,2757740.60286
94,LS_278,-118.9297195,45.87064172,10/17/07 0:00,,,,-1764965.95312,2756465.36026
95,LS_279,-118.9289486,45.87071887,10/17/07 0:00,,,,-1764905.72388,2756459.36132
96,LS_280,-118.9277539,45.87002921,10/17/07 0:00,,,,-1764833.85147,2756362.81749
97,LS_281,-118.9252851,45.86757156,10/17/07 0:00,,,,-1764712.71133,2756051.99328
98,LS_282,-118.9229602,45.86587974,10/17/07 0:00,,,,-1764582.10578,2755826.41233
99,LS_283,-118.9198366,45.863704,10/17/07 0:00,,,,-1764404.03624,2755533.8269
100,LS_284,-118.9183346,45.86259255,10/17/07 0:00,,,,-1764320.13439,2755386.10291
101,LS_285,-118.9112907,45.85962193,10/17/07 0:00,,,,-1763867.17618,2754935.04543
102,LS_287,-118.9053559,45.85461619,10/17/07 0:00,,,,-1763551.83145,2754285.15176
103,LS_288,-118.9026131,45.85269329,10/17/07 0:00,,,,-1763395.71906,2754026.91179
104,LS_289,-118.8898126,45.84102783,10/17/07 0:00,,,,-1762738.26542,2752531.51752
105,LS_290,-123.6086564,45.52858572,8/9/06 0:00,,,,-2126703.51321,2815614.86382
106,LS_291,-123.6053532,45.53132231,8/9/06 0:00,,,,-2126369.15883,2815832.33182
107,LS_293,-123.4538923,45.60695865,7/1/08 0:00,,,,-2112635.40186,2820508.98392
108,LS_295,-123.4463196,45.60537836,7/1/08 0:00,,,,-2112118.97064,2820172.34604
109,LS_297,-123.4437379,45.60495877,7/1/08 0:00,,,,-2111939.12801,2820070.27951
110,LS_299,-123.4386377,45.60760875,7/1/08 0:00,,,,-2111473.77238,2820239.20128
111,LS_301,-123.4358586,45.60821531,7/1/08 0:00,,,,-2111246.70085,2820242.0636
112,LS_302,-123.4346137,45.60800452,7/1/08 0:00,,,,-2111160.24712,2820191.95585
113,LS_303,-123.4277858,45.61008616,7/1/08 0:00,,,,-2110583.66519,2820262.01772
114,LS_304,-123.4231824,45.61176298,7/1/08 0:00,,,,-2110186.29948,2820338.39716
115,LS_306,-123.4159104,45.62087315,7/2/08 0:00,,,,-2109354.36132,2821147.32932
116,LS_308,-123.4124321,45.62025697,7/2/08 0:00,,,,-2109113.68363,2821004.49645
117,LS_309,-123.4096872,45.61980592,7/2/08 0:00,,,,-2108922.6348,2820895.53587
118,LS_310,-123.4065863,45.62085767,7/2/08 0:00,,,,-2108657.46571,2820938.75715
119,LS_312,-123.4052018,45.62068474,7/2/08 0:00,,,,-2108559.37623,2820889.61742
120,LS_313,-123.4048339,45.62005323,7/2/08 0:00,,,,-2108551.81332,2820814.18675
121,LS_314,-123.4034422,45.62028689,7/2/08 0:00,,,,-2108440.33643,2820808.19851
122,LS_318,-123.3871827,45.61736131,7/2/08 0:00,,,,-2107316.54005,2820135.91484
123,LS_320,-123.3861119,45.61748426,7/2/08 0:00,,,,-2107232.55809,2820125.2682
124,LS_321,-123.3856464,45.61777854,7/2/08 0:00,,,,-2107188.44472,2820146.295
125,LS_322,-123.3848055,45.61856285,7/2/08 0:00,,,,-2107100.77758,2820211.19958
126,LS_325,-123.3829685,45.61932997,7/2/08 0:00,,,,-2106939.1443,2820252.1893
127,LS_326,-123.3825811,45.6200237,7/2/08 0:00,,,,-2106888.26286,2820317.50127
128,LS_327,-123.380726,45.62046971,7/7/08 0:00,,,,-2106735.41743,2820323.8872
129,LS_328,-123.3734175,45.62552363,7/7/08 0:00,,,,-2106029.21169,2820700.27859
130,LS_329,-123.3720162,45.6255796,7/7/08 0:00,,,,-2105922.63141,2820675.18758
131,LS_330,-123.3708592,45.62577507,7/7/08 0:00,,,,-2105829.92146,2820670.37236
132,LS_331,-123.3696197,45.62632208,7/7/08 0:00,,,,-2105719.94704,2820701.17959
133,LS_332,-123.3695069,45.62711366,7/7/08 0:00,,,,-2105686.52946,2820783.00651
134,LS_333,-123.369168,45.62818307,7/7/08 0:00,,,,-2105627.43328,2820889.42055
135,LS_334,-123.3646279,45.63211953,7/7/08 0:00,,,,-2105163.6493,2821208.18492
136,LS_335,-123.362143,45.6313633,7/7/08 0:00,,,,-2105001.6561,2821072.58087
137,LS_336,-123.3609665,45.63239262,7/7/08 0:00,,,,-2104881.18874,2821156.17571
138,LS_337,-123.3604801,45.63278435,7/7/08 0:00,,,,-2104832.45165,2821187.13375
139,LS_338,-123.3584327,45.63499362,7/7/08 0:00,,,,-2104609.63073,2821377.14403
140,LS_339,-123.3564594,45.63684652,7/7/08 0:00,,,,-2104403.60188,2821530.83581
141,LS_341,-123.3545289,45.64039742,7/7/08 0:00,,,,-2104147.22686,2821866.36856
142,LS_342,-123.0242795,43.32835609,10/6/08 0:00,,,,-2151693.38013,2567387.13486
143,LS_348,-123.0007012,43.33005808,9/25/08 0:00,,,,-2149813.60225,2567035.92488
144,LS_350,-122.9938661,43.32448548,9/25/08 0:00,,,,-2149458.46901,2566284.06263
145,LS_351,-122.9704132,43.31799216,9/25/08 0:00,,,,-2147844.40475,2565057.83213
146,LS_352,-122.9682655,43.31540014,9/25/08 0:00,,,,-2147759.01429,2564731.45982
147,LS_354,-122.9650691,43.31025864,9/25/08 0:00,,,,-2147672.03362,2564108.10781
148,LS_355,-122.9620739,43.30870602,9/25/08 0:00,,,,-2147488.43888,2563873.99466
149,LS_356,-122.9550105,43.30426323,9/25/08 0:00,,,,-2147079.84343,2563238.15936
150,LS_358,-122.9529863,43.30262567,9/25/08 0:00,,,,-2146974.11924,2563016.88914
151,LS_360,-122.9449644,43.29984984,9/24/08 0:00,,,,-2146439.04811,2562538.12073
152,LS_362,-122.9431875,43.29990997,9/24/08 0:00,,,,-2146299.4351,2562504.4345
153,LS_363,-122.9418862,43.30030639,9/24/08 0:00,,,,-2146186.18439,2562517.54185
154,LS_366,-122.9378055,43.29996802,9/24/08 0:00,,,,-2145880.43689,2562389.11831
155,LS_367,-122.9366095,43.29961842,9/24/08 0:00,,,,-2145798.64493,2562324.63513
156,LS_368,-120.3288429,42.25342348,7/19/07 0:00,,,,-1972475.16282,2393125.04104
157,LS_369,-120.3203627,42.2499469,7/19/07 0:00,,,,-1971901.11554,2392572.94121
158,LS_370,-120.3203076,42.25018242,7/19/07 0:00,,,,-1971890.0791,2392597.27796
159,LS_371,-120.3196827,42.25048551,7/19/07 0:00,,,,-1971831.94375,2392617.10203
160,LS_372,-120.3093822,42.24337714,7/19/07 0:00,,,,-1971216.21174,2391634.36741
161,LS_373,-120.308463,42.24212053,7/19/07 0:00,,,,-1971178.8621,2391479.34756
162,LS_374,-120.2987119,42.23841043,7/19/07 0:00,,,,-1970510.38569,2390875.71873
163,LS_375,-119.998774,42.18859034,7/18/07 0:00,,,,-1948101.52942,2379299.22572
164,LS_376,-119.991719,42.18605281,7/18/07 0:00,,,,-1947611.94595,2378879.83034
165,LS_377,-119.9851626,42.18332698,7/18/07 0:00,,,,-1947167.18417,2378450.28916
166,LS_379,-119.9757363,42.18171875,7/18/07 0:00,,,,-1946463.14217,2378083.02042
167,LS_384,-123.3524256,45.64093863,7/7/08 0:00,,,,-2103972.86242,2821877.45633
168,LS_385,-123.3511844,45.64228439,7/7/08 0:00,,,,-2103837.5993,2821993.34277
169,LS_386,-123.3488948,45.64356955,7/8/08 0:00,,,,-2103625.84845,2822079.56776
170,LS_387,-123.3445023,45.64355422,7/8/08 0:00,,,,-2103297.84568,2821980.71117
171,LS_388,-123.3412967,45.64690214,7/8/08 0:00,,,,-2102952.57551,2822266.43304
172,LS_389,-123.3404115,45.64663037,7/8/08 0:00,,,,-2102894.94646,2822217.89259
173,LS_390,-123.3373805,45.6464067,7/8/08 0:00,,,,-2102675.33294,2822126.99771
174,LS_391,-123.334522,45.64809651,7/8/08 0:00,,,,-2102408.30917,2822243.7785
175,LS_392,-123.3322831,45.6482288,7/8/08 0:00,,,,-2102236.71203,2822208.34313
176,LS_393,-123.3086098,45.65243486,7/8/08 0:00,,,,-2100333.88292,2822133.00974
177,LS_394,-123.308042,45.65344582,7/8/08 0:00,,,,-2100259.58977,2822228.17075
178,LS_395,-123.2039879,45.62018478,7/8/08 0:00,,,,-2093520.46962,2816387.80964
179,LS_396,-123.2035958,45.61955087,7/8/08 0:00,,,,-2093511.01091,2816311.60609
180,LS_397,-123.2010297,45.61762722,7/8/08 0:00,,,,-2093379.29786,2816050.04304
181,LS_398,-123.1767791,45.61420264,7/8/08 0:00,,,,-2091671.49591,2815151.03932
182,LS_399,-123.1757943,45.61423483,7/8/08 0:00,,,,-2091596.76893,2815132.79569
183,LS_400,-123.1747552,45.61397733,7/8/08 0:00,,,,-2091527.05608,2815082.4777
184,LS_401,-123.173973,45.61403037,7/8/08 0:00,,,,-2091466.841,2815070.91691
185,LS_402,-123.172649,45.61397317,7/8/08 0:00,,,,-2091369.52314,2815035.68195
186,LS_403,-123.1673725,45.61352663,7/9/08 0:00,,,,-2090988.52793,2814871.97344
187,LS_404,-123.1579434,45.61007347,7/9/08 0:00,,,,-2090390.8259,2814296.42457
188,LS_405,-123.154238,45.61068293,7/9/08 0:00,,,,-2090094.33347,2814279.89582
189,LS_406,-123.1516498,45.61061787,7/9/08 0:00,,,,-2089902.60453,2814216.03962
190,LS_407,-123.1493286,45.61050885,7/9/08 0:00,,,,-2089732.23944,2814153.37333
191,LS_408,-123.7429235,45.06218704,8/21/07 0:00,,,,-2151677.50956,2768958.1563
192,LS_409,-123.7308285,45.06373624,7/25/06 0:00,,,,-2150716.64623,2768849.44741
193,LS_410,-123.6848399,45.05860602,8/21/07 0:00,,,,-2147415.41651,2767262.75934
194,LS_411,-120.6019365,44.32051331,6/27/07 0:00,,,,-1935040.14048,2621928.03369
195,LS_412,-120.3869323,44.50154457,6/27/07 0:00,,,,-1913384.13088,2637079.58483
196,LS_413,-120.3870413,44.50152517,6/27/07 0:00,,,,-1913393.04294,2637079.68898
197,LS_414,-120.3834967,44.50330343,6/27/07 0:00,,,,-1913070.79295,2637199.9446
198,LS_461,-123.5504546,45.85727865,7/9/08 0:00,,,,-2111909.0561,2849303.10782
199,LS_462,-123.5382711,45.85319503,7/9/08 0:00,,,,-2111130.97443,2848597.88405
200,LS_463,-123.5298524,45.85017766,7/9/08 0:00,,,,-2110599.44658,2848089.80936
201,LS_464,-123.5280756,45.84940374,7/9/08 0:00,,,,-2110491.60432,2847967.99439
202,LS_465,-123.5252815,45.84800855,7/9/08 0:00,,,,-2110327.66002,2847757.4782
203,LS_466,-123.522575,45.84382668,7/9/08 0:00,,,,-2110258.60055,2847252.36241
204,LS_468,-123.5045321,45.8311804,7/15/08 0:00,,,,-2109314.81749,2845505.96629
205,LS_469,-123.5010064,45.83005993,7/15/08 0:00,,,,-2109087.5284,2845308.46743
206,LS_470,-123.4991902,45.82937339,7/15/08 0:00,,,,-2108973.90489,2845195.09415
207,LS_471,-123.498577,45.82920983,7/15/08 0:00,,,,-2108933.37957,2845164.0787
208,LS_472,-123.4956136,45.82816691,7/15/08 0:00,,,,-2108745.52853,2844987.32187
209,LS_473,-123.4944321,45.82740377,7/15/08 0:00,,,,-2108681.63402,2844879.88404
210,LS_474,-123.4942448,45.82179727,7/15/08 0:00,,,,-2108845.2905,2844279.01977
211,LS_475,-123.4941996,45.82136396,7/15/08 0:00,,,,-2108855.64857,2844231.89853
212,LS_476,-123.4939448,45.82055788,7/15/08 0:00,,,,-2108862.19051,2844140.45112
213,LS_477,-123.4938145,45.81969225,7/15/08 0:00,,,,-2108879.90031,2844045.42811
214,LS_478,-123.4934573,45.81852002,7/15/08 0:00,,,,-2108890.4071,2843912.73717
215,LS_479,-123.4919177,45.8155319,7/15/08 0:00,,,,-2108870.28497,2843560.53372
216,LS_480,-123.4829807,45.81083901,7/15/08 0:00,,,,-2108352.58091,2842862.74072
217,LS_481,-123.4550172,45.7913107,7/17/08 0:00,,,,-2106885.26741,2840163.85029
218,LS_482,-123.4491374,45.79066902,7/17/08 0:00,,,,-2106466.97218,2839965.19793
219,LS_483,-123.4302022,45.78248015,7/17/08 0:00,,,,-2105313.33413,2838673.81088
220,LS_484,-123.4048786,45.77428236,7/17/08 0:00,,,,-2103682.83345,2837240.2017
221,LS_485,-123.3954773,45.77276076,7/17/08 0:00,,,,-2103029.31033,2836870.10796
222,LS_486,-123.3850809,45.77275228,7/17/08 0:00,,,,-2102253.7106,2836639.18115
223,LS_487,-123.3824618,45.77325593,7/17/08 0:00,,,,-2102042.35201,2836634.87649
224,LS_488,-123.3544848,45.78021168,7/17/08 0:00,,,,-2099735.04197,2836757.08952
225,LS_489,-123.3185256,45.77122256,7/17/08 0:00,,,,-2097334.36281,2835005.71092
226,LS_491,-123.2761174,45.74959889,7/21/08 0:00,,,,-2094848.4028,2831767.08573
227,LS_492,-123.276084,45.74894794,7/21/08 0:00,,,,-2094866.37611,2831697.00668
228,LS_493,-123.2759661,45.74850976,7/21/08 0:00,,,,-2094871.34869,2831647.73031
229,LS_494,-123.2758057,45.74781224,7/21/08 0:00,,,,-2094881.30146,2831569.89056
230,LS_495,-123.2745874,45.74691119,8/11/08 0:00,,,,-2094818.64508,2831447.04955
231,LS_496,-123.2734061,45.74497336,7/21/08 0:00,,,,-2094791.34576,2831214.57875
232,LS_497,-123.2718125,45.74371303,7/21/08 0:00,,,,-2094711.94737,2831045.19158
233,LS_498,-123.2700252,45.74342906,7/21/08 0:00,,,,-2094587.38316,2830975.54626
234,LS_499,-123.2679565,45.74353605,7/21/08 0:00,,,,-2094429.50981,2830941.35022
235,LS_500,-123.2633265,45.73732319,7/21/08 0:00,,,,-2094278.95947,2830177.44833
236,LS_501,-123.2458379,45.72803044,7/21/08 0:00,,,,-2093264.45366,2828802.11435
237,LS_502,-123.2407626,45.7250081,7/21/08 0:00,,,,-2092980.18087,2828368.32132
238,LS_503,-123.2389168,45.72099695,7/21/08 0:00,,,,-2092968.23166,2827900.30224
239,LS_504,-123.2337424,45.70838762,8/11/08 0:00,,,,-2092977.49892,2826442.83819
240,LS_505,-123.2328987,45.70862587,8/11/08 0:00,,,,-2092906.96273,2826449.64299
241,LS_506,-123.2326214,45.70865198,8/11/08 0:00,,,,-2092885.41839,2826446.31813
242,LS_507,-123.2321373,45.708423,8/11/08 0:00,,,,-2092856.42747,2826411.25885
243,LS_508,-123.2277159,45.70321909,8/11/08 0:00,,,,-2092689.34366,2825759.40017
244,LS_509,-123.2238418,45.70313212,8/11/08 0:00,,,,-2092402.50535,2825664.82885
245,LS_510,-123.2188509,45.70099206,8/11/08 0:00,,,,-2092096.61733,2825326.91086
246,LS_511,-123.2150787,45.69603216,8/11/08 0:00,,,,-2091970.28329,2824715.34644
247,LS_512,-123.2145439,45.69520412,8/11/08 0:00,,,,-2091956.28664,2824615.33714
248,LS_513,-123.2133178,45.6928653,8/11/08 0:00,,,,-2091938.01303,2824339.11853
249,LS_514,-123.2127838,45.6901071,8/11/08 0:00,,,,-2091984.6346,2824033.44226
250,LS_515,-123.209452,45.68860949,8/11/08 0:00,,,,-2091782.52478,2823800.51095
251,LS_516,-123.1116321,45.63885193,8/11/08 0:00,,,,-2086023.62746,2816346.8009
252,LS_517,-122.7121468,45.50713171,10/12/07 0:00,,,,-2060166.7129,2793578.3589
253,LS_518,-122.7087743,45.50960501,10/12/07 0:00,,,,-2059837.2536,2793769.34875
254,LS_521,-122.7023043,45.51368477,10/12/07 0:00,,,,-2059225.74527,2794064.76486
255,LS_528,-119.9871895,43.01808844,7/19/07 0:00,,,,-1924026.39782,2468840.81887
256,LS_529,-120.0859271,42.79001266,7/19/07 0:00,,,,-1938165.73029,2446175.72047
257,LS_530,-120.1849079,42.62242851,7/19/07 0:00,,,,-1950673.34125,2430072.5563
258,LS_531,-120.2061357,42.55392463,7/19/07 0:00,,,,-1954277.70505,2423098.28476
259,LS_547,-121.2309498,44.72434455,8/14/07 0:00,,,,-1971557.89802,2678305.31854
260,LS_549,-121.2031634,44.72194842,8/14/07 0:00,,,,-1969507.76023,2677471.69401
261,LS_551,-121.2021378,44.72133379,8/14/07 0:00,,,,-1969447.43959,2677384.3935
262,LS_554,-123.2680702,44.05145747,8/22/07 0:00,,,,-2147736.5692,2650316.46853
263,LS_555,-122.6564411,45.29495799,8/28/07 0:00,,,,-2062513.52794,2769706.57768
264,LS_556,-123.2452467,43.21206852,10/9/08 0:00,,,,-2172476.20858,2559955.08896
265,LS_557,-123.2445115,43.21261151,10/9/08 0:00,,,,-2172402.05365,2559996.44492
266,LS_558,-123.243892,43.21334089,10/9/08 0:00,,,,-2172330.9852,2560060.41151
267,LS_559,-123.2341718,43.22397851,10/9/08 0:00,,,,-2171241.48034,2560977.73621
268,LS_560,-123.2304991,43.22978562,10/9/08 0:00,,,,-2170773.45118,2561515.87355
269,LS_561,-123.2253491,43.2436755,10/9/08 0:00,,,,-2169935.89645,2562886.09479
270,LS_562,-123.2230277,43.24769069,10/9/08 0:00,,,,-2169629.27526,2563263.18499
271,LS_563,-123.2229407,43.24872258,10/9/08 0:00,,,,-2169589.97403,2563371.7309
272,LS_564,-123.2174287,43.25307409,10/9/08 0:00,,,,-2169025.49067,2563712.02851
273,LS_565,-123.2171776,43.25347441,10/9/08 0:00,,,,-2168993.40182,2563749.17863
274,LS_566,-123.2164925,43.25387805,10/9/08 0:00,,,,-2168927.57309,2563776.77928
275,LS_567,-123.2091498,43.26416822,10/9/08 0:00,,,,-2168033.99101,2564711.49145
276,LS_568,-123.2080589,43.26436563,10/9/08 0:00,,,,-2167943.23065,2564707.75099
277,LS_569,-123.2047352,43.26917226,10/9/08 0:00,,,,-2167534.1166,2565146.81493
278,LS_570,-123.1765145,43.29386698,10/9/08 0:00,,,,-2164569.46523,2567148.91667
279,LS_571,-123.1742745,43.29689321,10/9/08 0:00,,,,-2164300.63191,2567422.08017
280,LS_572,-123.1713597,43.29965199,10/9/08 0:00,,,,-2163987.96561,2567651.23436
281,LS_573,-123.1555314,43.30207227,10/9/08 0:00,,,,-2162685.69902,2567550.19518
282,LS_574,-123.1102447,43.29578914,10/9/08 0:00,,,,-2159374.92142,2565847.23111
283,LS_575,-123.1052719,43.29572695,10/6/08 0:00,,,,-2158991.58406,2565727.58417
284,LS_576,-123.1045193,43.29615136,10/6/08 0:00,,,,-2158919.93898,2565755.96088
285,LS_578,-123.103381,43.29634673,10/6/08 0:00,,,,-2158825.60574,2565751.03541
286,LS_579,-123.0719512,43.30992563,10/6/08 0:00,,,,-2155964.21114,2566492.52886
287,LS_580,-123.0615543,43.31787379,10/6/08 0:00,,,,-2154909.41905,2567108.41322
288,LS_581,-123.0451555,43.32390642,10/6/08 0:00,,,,-2153449.93031,2567383.1442
289,LS_583,-123.0312187,43.32236565,10/6/08 0:00,,,,-2152418.59656,2566902.29713
