UNIQUE_ID,Long,Lat,DATE,MOVE_CLASS,Annual_Cos,Repair_Cos,MAP_UNIT_L,MAP_UNIT_N,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,G_ROCK_TYP,nlcd_2006_,Slope
LS_2367,-123.8028741,45.39400614,10/4/05,Fill Failure,0,0,Qf,Fluvial and estuarine deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,3.59394
LS_2368,-123.8032164,45.389364,10/4/05,Fill Failure,0,0,Qf,Fluvial and estuarine deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,7.36515
LS_2369,-123.8041964,45.37947165,10/4/05,Fill Failure,0,0,Qf,Fluvial and estuarine deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,1.23414
LS_2370,-123.8043833,45.37648241,10/4/05,Fill Failure,0,0,Qf,Fluvial and estuarine deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,0
LS_2371,-123.8042755,45.37389177,10/4/05,Fill Failure,0,0,Qf,Fluvial and estuarine deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,90,2.61659
LS_2372,-123.8042979,45.37192036,10/4/05,Fill Failure,0,0,Qf,Fluvial and estuarine deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,3.48691
LS_2373,-123.8045058,45.36507254,10/4/05,Fill Failure,0,0,Qf,Fluvial and estuarine deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,90,2.92493
LS_2374,-123.8492188,45.26622745,5/3/05,Rockfall,796,334338,Qf,Fluvial and estuarine deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,16.44858
LS_2375,-123.8484449,45.24932524,5/3/05,Rockfall,2556,1448460,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,90,25.15834
LS_2376,-123.848366,45.24750949,5/3/05,Landslide,917.8800049,3186400,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,20.40371
LS_2377,-123.8635746,45.23475721,5/3/05,Fill Failure,0,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,82,2.92493
LS_2378,-123.8752985,45.22118545,5/3/05,Fill Failure,0,0,Qtr,River terrace deposits,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,mixed grained sediments,82,3.48691
LS_2379,-123.8812929,45.20920795,5/3/05,Landslide,539.460022,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,90,12.87109
LS_2380,-123.8822789,45.20869189,5/3/05,Fill Failure,0,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,90,3.69785
LS_2381,-123.8907455,45.20508415,5/3/05,Fill Failure,326.4549866,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,90,4.61871
LS_2382,-123.8912758,45.20265331,5/3/05,Fill Failure,0,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,90,8.89793
LS_2383,-123.8924792,45.20163546,5/3/05,Fill Failure,1648.430054,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,90,6.12503
LS_2384,-123.8930712,45.20090222,5/3/05,Fill Failure,0,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,90,6.81927
LS_2385,-123.8935897,45.20048822,4/14/05,Fill Failure,0,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,90,11.00994
LS_2386,-123.8957484,45.19742102,4/14/05,Fill Failure,0,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,90,10.01889
LS_2387,-123.9078796,45.18612385,4/14/05,Fill Failure,0,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,82,3.89728
LS_2388,-123.9118055,45.18438184,4/14/05,Fill Failure,0,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,90,3.48691
LS_2389,-123.9162771,45.18442056,4/14/05,Fill Failure,0,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,90,3.33407
LS_2390,-123.9267212,45.17732482,4/14/05,Fill Failure,0,0,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,0
LS_2391,-123.9288823,45.17513528,4/14/05,Fill Failure,0,0,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,0
LS_2392,-123.9300233,45.17194538,4/14/05,Fill Failure,0,0,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,0
LS_2393,-123.9304289,45.1699456,4/14/05,Fill Failure,0,0,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,0.92567
LS_2394,-123.9306064,45.16809123,4/14/05,Fill Failure,0,0,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,3.48691
LS_2395,-124.4579558,42.70721488,4/4/01,Landslide,30000,0,Af,Modern fill and construction material,sediments,Recent,Quaternary surficial deposits,man-made fill deposits,no data,mixed grained sediments,0,6.76304
LS_2396,-124.4542858,42.69952488,4/4/01,Landslide,7500,0,Af,Modern fill and construction material,sediments,Recent,Quaternary surficial deposits,man-made fill deposits,no data,mixed grained sediments,0,16.50005
LS_2397,-124.3992653,42.64145814,11/7/05,Landslide,41402,1050210,Als,Landslide deposits,sediments,Recent,Quaternary surficial deposits,Landslide deposits,No data,mixed lithologies,0,8.65993
LS_2398,-123.924107,45.68673332,6/14/05,Fill Failure,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,12.80175
LS_2399,-123.9237689,45.68590672,6/14/05,Landslide,1483.5,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,22,19.80106
LS_2400,-123.923679,45.68516558,6/14/05,Fill Failure,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,9.5941
LS_2401,-123.9236273,45.68470512,6/14/05,Landslide,306.0950012,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,6.76423
LS_2402,-123.923646,45.68196692,6/14/05,Landslide,484.0799866,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,8.75686
LS_2403,-123.9236341,45.68153369,6/14/05,Landslide,991,148772,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,11.74034
LS_2404,-123.9238134,45.68038989,6/14/05,Fill Failure,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,11.20153
LS_2405,-123.923883,45.67960281,6/14/05,Landslide,541.7800293,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,11.48819
LS_2406,-123.923914,45.67909764,6/14/05,Landslide,1276.780029,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,4.61871
LS_2407,-123.9238182,45.67859165,6/14/05,Fill Failure,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,4.61871
LS_2408,-123.9240576,45.67662488,6/14/05,Fill Failure,533.085022,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,2.92493
LS_2409,-123.9241143,45.6760943,6/14/05,Landslide,3881,304938,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,7.00171
LS_2410,-123.924022,45.67457413,6/14/05,Landslide,2546.709961,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,15.54883
LS_2411,-123.9240352,45.67356163,6/14/05,Fill Failure,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,5.22232
LS_2412,-123.9239069,45.6727484,6/14/05,Landslide,2171.659912,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,5.90667
LS_2413,-123.9237821,45.67212457,6/14/05,Landslide,1354.670044,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,7.80657
LS_2414,-123.9236008,45.67174891,6/14/05,Fill Failure,351.5700073,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,8.66146
LS_2415,-123.9233947,45.66992629,6/15/05,Fill Failure,426.3800049,0,Qb,Beach and dune deposita,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,fine grained sediments,90,3.89728
LS_2416,-123.9237577,45.66902881,6/15/05,Fill Failure,0,0,Tigr,Grande Ronde Basalt,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,82,9.52211
LS_2417,-123.9248102,45.66839786,6/15/05,Fill Failure,0,0,Tigr,Grande Ronde Basalt,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,82,7.66845
LS_2418,-123.9268735,45.66546398,6/15/05,Rockfall,583,291567,Tigr,Grande Ronde Basalt,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,82,6.45282
LS_2419,-123.9275911,45.66401306,6/15/05,Fill Failure,0,0,Tigr,Grande Ronde Basalt,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,82,8.58109
LS_2420,-123.9276889,45.66374429,6/15/05,Rockfall,2330,589134,Tigr,Grande Ronde Basalt,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,82,9.7128
LS_2421,-123.9281265,45.66264922,6/15/05,Landslide,3193,0,Tigr,Grande Ronde Basalt,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,82,7.42183
LS_2422,-123.9285231,45.66130804,6/15/05,Fill Failure,1382.959961,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,10.0052
LS_2423,-123.9293335,45.65874278,6/15/05,Fill Failure,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,2.61659
LS_2424,-123.9295929,45.65807572,6/15/05,Fill Failure,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,8.25133
LS_2425,-123.9296393,45.65652083,6/15/05,Fill Failure,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,22.34523
LS_2426,-123.9299788,45.6549818,6/15/05,Fill Failure,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,5.84274
LS_2427,-123.9305758,45.65390228,6/15/05,Fill Failure,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,6.76423
LS_2428,-123.930817,45.65330801,6/15/05,Fill Failure,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,12.22366
LS_2429,-123.9314279,45.65239939,6/15/05,Landslide,703.1400146,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,90,9.32231
LS_2430,-123.9316673,45.65159782,6/15/05,Fill Failure,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,90,5.01055
LS_2431,-123.931794,45.65049496,6/15/05,Fill Failure,0,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,90,10.29749
LS_2432,-123.2167109,43.7107465,2/9/05,Rockfall,0,0,Tt,Tyee Formation,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,turbidite,11,6.0883
LS_2433,-124.1135258,43.03246482,1/16/01,Landslide,0,0,Qal,Quaternary alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,0,1.85052
LS_2434,-124.1135258,43.03246482,1/16/01,Landslide,0,0,Qal,Quaternary alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,0,1.85052
LS_2435,-124.1135258,43.03246482,1/16/01,Landslide,0,0,Qal,Quaternary alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,0,1.85052
LS_2436,-122.5351011,42.4026882,12/2/04,Fill Failure,600,389567,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,5.67039
LS_2437,-122.5330026,42.40209956,12/2/04,Fill Failure,0,95000,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,4.61789
LS_2438,-122.5272082,42.40103008,12/2/04,Fill Failure,300,329300,Qc,Colluvium,sediments,Quaternary,Quaternary surficial deposits,Colluvial deposits,No data,mixed grained sediments,0,10.90463
LS_2439,-122.5226286,42.40025824,12/2/04,Fill Failure,0,8606,Qc,Colluvium,sediments,Quaternary,Quaternary surficial deposits,Colluvial deposits,No data,mixed grained sediments,0,9.41869
LS_2440,-122.5202133,42.39985861,12/2/04,Fill Failure,0,92000,Qc,Colluvium,sediments,Quaternary,Quaternary surficial deposits,Colluvial deposits,No data,mixed grained sediments,0,10.51883
LS_2441,-122.5154652,42.39843912,12/2/04,Fill Failure,300,679500,Qc,Colluvium,sediments,Quaternary,Quaternary surficial deposits,Colluvial deposits,No data,mixed grained sediments,0,10.67328
LS_2442,-122.4788207,42.3906407,12/1/04,Rockfall,1000,594542,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,22.40893
LS_2443,-122.4770521,42.39047244,12/1/04,Rockfall,1000,303000,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,39.67301
LS_2444,-122.4757532,42.39006297,11/16/04,Rockfall,1000,107500,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,35.18309
LS_2445,-122.4750532,42.38983898,12/1/04,Rockfall,1000,123200,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,31.87631
LS_2446,-122.4746342,42.38964912,11/15/04,Fill Failure,600,6077,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,14.85143
LS_2447,-122.4735972,42.38958224,12/1/04,Rockfall,1000,172000,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,31.85607
LS_2448,-122.4728258,42.38935362,11/15/04,Landslide,1200,600600,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,20.47866
LS_2449,-122.4712116,42.38930366,11/17/04,Rockfall,1000,218200,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,21.66125
LS_2450,-122.4697166,42.38943829,11/16/04,Landslide,600,12610,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,22.84696
LS_2451,-122.4687721,42.38954094,11/17/04,Rockfall,1000,118600,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,28.23579
LS_2452,-122.4591218,42.3891733,11/16/04,Landslide,1200,252723,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,16.18704
LS_2453,-122.4569933,42.39023744,11/16/04,Landslide,600,144797,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,24.09574
LS_2454,-122.4567262,42.39060857,11/16/04,Rockfall,1000,62525,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,23.83358
LS_2455,-122.455933,42.39091388,11/16/04,Fill Failure,1200,90610,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,16.63089
LS_2456,-122.4536405,42.39096521,11/17/04,Rockfall,1000,271700,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,32.41549
LS_2457,-122.4532301,42.39074588,11/17/04,Landslide,0,79300,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,21.47587
LS_2458,-122.4472255,42.38941862,11/16/04,Fill Failure,1200,94432,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,21.24004
LS_2459,-122.4454586,42.38867744,11/16/04,Landslide,1200,91195,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,18.49784
LS_2460,-122.4437735,42.3881215,11/16/04,Landslide,1200,91195,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,18.64226
LS_2461,-122.4420745,42.38792698,11/16/04,Landslide,2000,246600,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,5.61209
LS_2462,-122.4408394,42.38814849,11/17/04,Fill Failure,0,29250,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,9.49633
LS_2463,-122.4321407,42.3928207,11/16/04,Rockfall,1000,15958,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,17.6348
LS_2464,-122.4234925,42.39212518,11/16/04,Landslide,1200,336600,Qld,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,20.00271
LS_2465,-122.4171805,42.39131808,11/16/04,Fill Failure,0,205400,Tmahf,Andesite of the Heppsie Formation,volcanic rocks,Miocene,Little Butte Volcanics,Heppsie Formation,No data,mixed lithologies,0,14.85143
LS_2466,-122.4130135,42.39035539,11/17/04,Rockfall,1000,608400,Tmahf,Andesite of the Heppsie Formation,volcanic rocks,Miocene,Little Butte Volcanics,Heppsie Formation,No data,mixed lithologies,0,8.76585
LS_2467,-122.4035502,42.38786304,11/17/04,Fill Failure,0,290000,Tmahf,Andesite of the Heppsie Formation,volcanic rocks,Miocene,Little Butte Volcanics,Heppsie Formation,No data,mixed lithologies,0,16.82104
LS_2468,-122.4027534,42.38752076,11/17/04,Fill Failure,0,263400,Tmahf,Andesite of the Heppsie Formation,volcanic rocks,Miocene,Little Butte Volcanics,Heppsie Formation,No data,mixed lithologies,0,18.09243
LS_2469,-118.2287504,45.34277319,10/12/04,Rockfall,674,0,Tcgr2,R2 Grande Ronde Basalt,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,basalt,0,27.93605
LS_2470,-123.87537,45.69162,Dec. 2005 -Jan. 2006, ,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,21,3.33407
LS_2471,-123.88646,45.6843,Dec. 2005 -Jan. 2006, ,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,22.36597
LS_2472,-122.5818946,45.34515799,12/1/05,Complex-Earth Slide-Rotational+Earth Flow,0,0,Qls,Landslides,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,41,12.93313
LS_2473,-122.5770755,45.33472161,12/1/05,Complex,0,0,Qls,Landslides,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,81,11.84712
LS_2474,-123.8440395,46.18938566,2005,Complex-Earth Slide-Rotational+Earth Flow,0,0,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,10.23976
LS_2475,-123.807275,46.1899394,2002,Earth Slide-Translational,0,0,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,5.29394
LS_2476,-122.6758271,45.43279277,2004,Earth Slide-Rotational,0,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,81,12.76344
LS_2477,-122.7105086,45.51456639,"1982, 2005",Earth Flow,0,0,Tgsb,Sentinel Bluffs unit,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,basalt,21,14.99659
LS_2478,-122.6865525,45.50629145,2003,Complex-Earth Slide-Rotational+Earth Flow,0,0,Tgsb,Sentinel Bluffs unit,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,basalt,81,28.92797
LS_2479,-122.7095725,45.57476759,2003,Earth Flow,0,0,Qff,"Catastrophic flood deposits, fine grained facies",sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,41,32.05816
LS_2480,-123.84745,46.17708,Dec. 2005 -Jan. 2006, ,0,0,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,81,10.53795
LS_2481,-123.96235,45.88126,Dec. 2005 -Jan. 2006, ,0,0,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,81,16.14218
LS_2482,-123.51968,46.20631,Dec. 2005 -Jan. 2006, ,0,0,Tg3,Gnat Creek formation,marine sedimentary rocks,Miocene,Whalecove-Gnat Creek Group,Gnat Creek Formation,No data,slope mudstone,41,15.93392
LS_2483,-123.92652,45.95115,Dec. 2005 -Jan. 2006, ,0,0,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,5.22232
LS_2484,-123.92633,45.95283,Dec. 2005 -Jan. 2006, ,0,0,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,0
LS_2485,-123.57367,43.17201,Dec. 2005 -Jan. 2006, ,0,0,Tcv,"Umpqua Group, Camas Valley Formation",marine sedimentary rocks,Eocene,Umpqua Group,Camas Valley Formation,No data,slope mudstone,0,11.7383
LS_2486,-123.59502,43.1598,Dec. 2005 -Jan. 2006, ,0,0,Twc,"White Tail Ridge Formation, Coquille River member",marine sedimentary rocks,Eocene,Umpqua Group,White Tail Ridge Formation,Coquille River member,deltaic sandstone,0,10.58778
LS_2487,-123.59646,43.15936,Dec. 2005 -Jan. 2006, ,0,0,Twc,"White Tail Ridge Formation, Coquille River member",marine sedimentary rocks,Eocene,Umpqua Group,White Tail Ridge Formation,Coquille River member,deltaic sandstone,0,11.19958
LS_2488,-123.59797,43.15884,Dec. 2005 -Jan. 2006, ,0,0,Twc,"White Tail Ridge Formation, Coquille River member",marine sedimentary rocks,Eocene,Umpqua Group,White Tail Ridge Formation,Coquille River member,deltaic sandstone,0,11.19958
LS_2489,-123.50071,43.118,Dec. 2005 -Jan. 2006, ,0,0,Tbr,"Bushnell Rock Formation, conglomerate",marine sedimentary rocks,Eocene,Umpqua Group,Bushnell Rock Formation,No data,conglomerate,0,21.38786
LS_2490,-123.38128,43.11171,Dec. 2005 -Jan. 2006, ,0,0,KJda,"Dothan Formation, turbidite sandstone broken formation",melange rocks,Jurassic/Cretaceous,Sixes River Terrane,No data,No data,turbidite,0,16.50005
LS_2491,-123.20973,43.00558,Dec. 2005 -Jan. 2006, ,0,0,Jrv,Rogue Volcanics?,volcanic rocks,Jurassic,Western Klamath Terrane,Rogue Valley Subterrane,Rogue Formation,mafic composition lithologies,0,28.30169
LS_2492,-123.33495,43.99429,Dec. 2005 -Jan. 2006, ,0,0,Tty,Tyee Formation,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,turbidite,21,7.0103
LS_2493,-123.44749,43.26945,Dec. 2005 -Jan. 2006, ,0,0,Qf,Fluvial deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,0,24.14365
LS_2494,-124.03647,44.65931,Dec. 2005 -Jan. 2006, ,0,0,Tn,Nye Mudstone,marine sedimentary rocks,Miocene,Astoria Group,Nye Mudstone,No data,slope mudstone,82,23.96084
LS_2495,-124.01941,44.93757,Dec. 2005 -Jan. 2006, ,0,0,Qtc,Coastal Terrace Deposits,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,mixed grained sediments,52,5.01055
LS_2496,-123.4234,45.01562,Dec. 2005 -Jan. 2006, ,0,0,Qal,Alluvium and lower terrace deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,81,3.89728
LS_2497,-123.50395,44.74001,Dec. 2005 -Jan. 2006, ,0,0,Tt,Tyee Formation,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,turbidite,41,9.00337
LS_2498,-123.8928,44.8928,Dec. 2005 -Jan. 2006, ,0,0,Tsr,Siletz River Volcanics,volcanic rocks,Paleocene/Eocene,Siletz Terrane,Siletz River Volcanics,No data,pillow lavas,82,22.059
LS_2499,-123.55612,45.0639,Dec. 2005 -Jan. 2006, ,0,0,Qal,Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,90,9.03666
LS_2500,-123.87537,45.69162,Dec. 2005 -Jan. 2006, ,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,21,3.33407
