X,Y,UNIQUE_ID,TYPE_MOVE,Annual_Cos,Repair_Cos
139370.3594,258834.2931,LS_4894, ,0,0
139432.1468,258880.7656,LS_4895, ,0,0
139290.1942,258838.3066,LS_4896, ,0,0
140143.7051,258825.3154,LS_4897, ,0,0
140445.0374,258740.503,LS_4898, ,0,0
140753.6575,259492.6191,LS_4899, ,0,0
140327.1661,259713.1526,LS_4900, ,0,0
140780.5904,260038.038,LS_4901, ,0,0
139345.0107,261344.6564,LS_4902, ,0,0
139667.8894,261159.7167,LS_4903, ,0,0
138851.1341,259971.4978,LS_4904, ,0,0
138624.0523,261162.3572,LS_4905, ,0,0
138350.6035,261543.749,LS_4906, ,0,0
137991.2861,262278.0155,LS_4907, ,0,0
138920.843,255691.3748,LS_4908, ,0,0
138148.0254,257472.1189,LS_4909, ,0,0
139218.2674,255048.0467,LS_4910, ,0,0
139171.1611,256017.9502,LS_4911, ,0,0
139359.2694,257582.28,LS_4912, ,0,0
138083.3863,257404.6281,LS_4913, ,0,0
139463.727,261113.8778,LS_4914, ,0,0
139741.0837,259476.3537,LS_4915, ,0,0
139774.2482,259466.7424,LS_4916, ,0,0
139868.0383,259427.5576,LS_4917, ,0,0
140066.6029,259258.8833,LS_4918, ,0,0
138761.4632,256977.1861,LS_4919, ,0,0
139869.6226,256570.6568,LS_4920, ,0,0
137659.0073,256364.0651,LS_4921, ,0,0
139403.7351,259195.3004,LS_4922, ,0,0
137721.0059,256933.2484,LS_4923, ,0,0
137687.947,257075.7291,LS_4924, ,0,0
138037.7587,255102.5463,LS_4925, ,0,0
140744.5742,259448.4702,LS_4926, ,0,0
139315.0148,256316.0083,LS_4927, ,0,0
140286.5026,255841.9882,LS_4928, ,0,0
140280.4823,255841.1432,LS_4929, ,0,0
140114.9766,258951.5307,LS_4930, ,0,0
138433.1979,256593.8931,LS_4931, ,0,0
138454.3218,258805.1421,LS_4932, ,0,0
137825.5692,259035.0756,LS_4933, ,0,0
137795.4676,259149.884,LS_4934, ,0,0
139230.7305,257582.4912,LS_4935, ,0,0
139149.9316,257608.7905,LS_4936, ,0,0
139122.4705,257615.4445,LS_4937, ,0,0
140101.3517,258048.273,LS_4938, ,0,0
139154.7901,259720.9684,LS_4939, ,0,0
138432.4586,260177.3501,LS_4940, ,0,0
140478.5188,261012.0607,LS_4941, ,0,0
139687.8515,260789.5205,LS_4942, ,0,0
139687.8515,260789.5205,LS_4943, ,0,0
139738.232,260777.2686,LS_4944, ,0,0
138853.5634,261341.699,LS_4945, ,0,0
139072.935,260589.6885,LS_4946, ,0,0
139052.8673,259451.7444,LS_4947, ,0,0
138869.9344,259570.0382,LS_4948, ,0,0
139048.6425,259269.0228,LS_4949, ,0,0
138005.8616,262271.3615,LS_4950, ,0,0
137893.06,259457.0254,LS_4951, ,0,0
137796.7351,259550.4986,LS_4952, ,0,0
138506.9203,261217.8074,LS_4953, ,0,0
137652.6701,257280.842,LS_4954, ,0,0
138414.3977,256774.5024,LS_4955, ,0,0
138369.1925,256727.5017,LS_4956, ,0,0
138347.2237,256693.7035,LS_4957, ,0,0
138373.4173,256621.1429,LS_4958, ,0,0
138237.6963,256567.6995,LS_4959, ,0,0
138436.6834,256521.2269,LS_4960, ,0,0
138642.6413,256440.8505,LS_4961, ,0,0
137584.7568,255300.8997,LS_4962, ,0,0
138414.5033,256775.2417,LS_4963, ,0,0
138347.2237,256695.0765,LS_4964, ,0,0
159563.2157,438888.3268,LS_4965, ,0,0
160289.8776,438747.7475,LS_4966, ,0,0
160852.4068,439027.8502,LS_4967, ,0,0
161221.8637,438847.5577,LS_4968, ,0,0
160759.7786,439681.4234,LS_4969, ,0,0
160665.8829,435752.8019,LS_4970, ,0,0
161259.0417,435821.7715,LS_4971, ,0,0
161549.0728,438253.9764,LS_4972, ,0,0
158892.7434,435444.4989,LS_4973, ,0,0
158118.8696,436464.677,LS_4974, ,0,0
158586.1301,436392.0111,LS_4975, ,0,0
159516.1094,440074.9614,LS_4976, ,0,0
159201.4691,439855.6955,LS_4977, ,0,0
159834.6577,439533.2394,LS_4978, ,0,0
160134.9338,439247.5388,LS_4979, ,0,0
160704.9621,438781.6511,LS_4980, ,0,0
160437.5336,439393.1878,LS_4981, ,0,0
159633.4527,438086.3584,LS_4982, ,0,0
159552.9706,437951.0598,LS_4983, ,0,0
159020.0148,437832.1323,LS_4984, ,0,0
160074.3083,437291.1495,LS_4985, ,0,0
160111.4863,437253.0208,LS_4986, ,0,0
160516.7482,436266.6408,LS_4987, ,0,0
160507.3481,436895.0765,LS_4988, ,0,0
160664.193,437176.3411,LS_4989, ,0,0
161533.2299,438197.7868,LS_4990, ,0,0
161262.2103,438124.487,LS_4991, ,0,0
159905.2115,438831.5035,LS_4992, ,0,0
160616.9811,438859.176,LS_4993, ,0,0
159433.9375,437935.3223,LS_4994, ,0,0
159668.7296,437962.9948,LS_4995, ,0,0
159305.6099,437884.414,LS_4996, ,0,0
161094.381,437601.6706,LS_4997, ,0,0
160763.8977,436334.8709,LS_4998, ,0,0
157765.15,438135.4714,LS_4999, ,0,0
161731.0551,436278.4701,LS_5000, ,0,0
161909.552,436415.4585,LS_5001, ,0,0
161883.1471,436404.6853,LS_5002, ,0,0
161963.1011,436627.6481,LS_5003, ,0,0
161460.8805,436629.6546,LS_5004, ,0,0
161738.6597,436157.43,LS_5005, ,0,0
161738.6597,436157.43,LS_5006, ,0,0
161206.8657,436235.0605,LS_5007, ,0,0
160381.6609,436573.9932,LS_5008, ,0,0
160082.9691,436166.7246,LS_5009, ,0,0
159789.1357,435987.3827,LS_5010, ,0,0
159080.3235,435926.4404,LS_5011, ,0,0
160252.4883,437356.4221,LS_5012, ,0,0
159977.7721,437796.6441,LS_5013, ,0,0
159626.5874,438188.2811,LS_5014, ,0,0
159633.5583,438086.3584,LS_5015, ,0,0
160025.8289,438910.5071,LS_5016, ,0,0
160532.4855,439078.3364,LS_5017, ,0,0
159613.0681,439165.7893,LS_5018, ,0,0
159667.779,439121.6402,LS_5019, ,0,0
159667.779,439121.5345,LS_5020, ,0,0
160675.4942,439015.1757,LS_5021, ,0,0
158492.8681,437883.7801,LS_5022, ,0,0
158436.5729,437627.97,LS_5023, ,0,0
158264.202,437456.0213,LS_5024, ,0,0
159067.5436,437508.5143,LS_5025, ,0,0
159690.1703,438154.6942,LS_5026, ,0,0
161291.7838,435844.9021,LS_5027, ,0,0
159591.4161,435766.3214,LS_5028, ,0,0
157973.9597,436585.6113,LS_5029, ,0,0
160107.0503,438951.1705,LS_5030, ,0,0
160197.2493,438949.4806,LS_5031, ,0,0
158566.5905,437996.1592,LS_5032, ,0,0
158361.6887,436398.7707,LS_5033, ,0,0
161017.2788,436172.745,LS_5034, ,0,0
158393.9027,437021.2918,LS_5035, ,0,0
158229.3476,436932.677,LS_5036, ,0,0
159689.7478,438154.6942,LS_5037, ,0,0
183382.3049,459944.6222,LS_5038, ,0,0
243938.0601,270553.9339,LS_5039, ,0,0
243701.2612,269945.1433,LS_5040, ,0,0
243236.9581,271829.3945,LS_5041, ,0,0
244348.3917,270548.7585,LS_5042, ,0,0
244398.2441,270399.4126,LS_5043, ,0,0
244501.7511,270551.5046,LS_5044, ,0,0
245050.0217,271029.2214,LS_5045, ,0,0
245422.0135,271314.1827,LS_5046, ,0,0
245489.0818,271072.1029,LS_5047, ,0,0
245583.7169,269826.3214,LS_5048, ,0,0
245547.595,269998.2699,LS_5049, ,0,0
245429.8293,270205.6009,LS_5050, ,0,0
245486.9694,272014.2285,LS_5051, ,0,0
244872.6867,272575.9128,LS_5052, ,0,0
244523.0863,272729.2723,LS_5053, ,0,0
244569.8757,272623.4416,LS_5054, ,0,0
244334.6611,272344.3949,LS_5055, ,0,0
244530.7965,272251.4498,LS_5056, ,0,0
244545.0551,272240.7823,LS_5057, ,0,0
244592.6895,272091.8588,LS_5058, ,0,0
244287.6605,271731.274,LS_5059, ,0,0
244096.1724,271955.6097,LS_5060, ,0,0
244022.6613,271962.6862,LS_5061, ,0,0
244018.3309,272094.3937,LS_5062, ,0,0
244090.997,272166.2149,LS_5063, ,0,0
242723.0138,273189.8787,LS_5064, ,0,0
242585.1804,273159.8828,LS_5065, ,0,0
242344.0512,273051.5172,LS_5066, ,0,0
243826.9484,273506.1034,LS_5067, ,0,0
243758.4014,275055.4352,LS_5068, ,0,0
243110.0035,274274.2737,LS_5069, ,0,0
243113.2777,274260.5432,LS_5070, ,0,0
243234.6345,272480.644,LS_5071, ,0,0
246321.8913,272127.4526,LS_5072, ,0,0
246135.0504,272093.2319,LS_5073, ,0,0
246197.9996,272218.8134,LS_5074, ,0,0
246025.8399,274130.42,LS_5075, ,0,0
246400.5778,274282.8289,LS_5076, ,0,0
245677.5069,272787.6798,LS_5077, ,0,0
244195.0322,272043.802,LS_5078, ,0,0
243981.6809,271013.4841,LS_5079, ,0,0
246913.4659,273031.0271,LS_5080, ,0,0
246984.9702,273118.0575,LS_5081, ,0,0
248033.349,273206.8835,LS_5082, ,0,0
246506.9366,273471.8827,LS_5083, ,0,0
246231.0585,273763.7092,LS_5084, ,0,0
246783.9764,275087.0154,LS_5085, ,0,0
246704.2337,274783.3595,LS_5086, ,0,0
247058.3758,274213.6481,LS_5087, ,0,0
247044.2227,272797.3968,LS_5088, ,0,0
247210.4678,273086.0548,LS_5089, ,0,0
247099.7786,273642.8806,LS_5090, ,0,0
247217.4387,273781.5589,LS_5091, ,0,0
247641.5008,273299.3005,LS_5092, ,0,0
247726.8413,273265.6079,LS_5093, ,0,0
247864.041,273249.3425,LS_5094, ,0,0
247934.4892,273233.922,LS_5095, ,0,0
248071.1607,273904.9225,LS_5096, ,0,0
247793.3816,273249.5537,LS_5097, ,0,0
248562.08,273396.9985,LS_5098, ,0,0
249055.4285,273400.2727,LS_5099, ,0,0
243310.3636,273590.2821,LS_5100, ,0,0
243152.885,274441.7862,LS_5101, ,0,0
243507.9776,275069.6939,LS_5102, ,0,0
245489.1874,270080.6531,LS_5103, ,0,0
244799.8092,270296.4336,LS_5104, ,0,0
244445.2447,271603.052,LS_5105, ,0,0
244142.9618,272100.2028,LS_5106, ,0,0
244128.7032,272115.9401,LS_5107, ,0,0
244111.3816,272127.7694,LS_5108, ,0,0
244532.4864,272581.7219,LS_5109, ,0,0
244530.0571,272612.1403,LS_5110, ,0,0
245180.4618,272140.655,LS_5111, ,0,0
245178.1381,272146.6753,LS_5112, ,0,0
244991.7198,272453.8167,LS_5113, ,0,0
245721.8671,272728.6385,LS_5114, ,0,0
245824.9517,273001.7705,LS_5115, ,0,0
247120.3744,273813.456,LS_5116, ,0,0
247513.9125,274005.0497,LS_5117, ,0,0
247781.341,274099.2623,LS_5118, ,0,0
248497.6521,273822.328,LS_5119, ,0,0
248453.292,273836.6923,LS_5120, ,0,0
248516.3468,273862.9915,LS_5121, ,0,0
243104.6169,270567.8756,LS_5122, ,0,0
243593.7406,271663.7832,LS_5123, ,0,0
244695.3516,271712.7906,LS_5124, ,0,0
245874.6985,272545.1775,LS_5125, ,0,0
122903.3351,209393.1905,LS_5126, ,0,0
122851.3703,209429.2067,LS_5127, ,0,0
122404.3888,209156.1804,LS_5128, ,0,0
122781.5559,208953.2854,LS_5129, ,0,0
122907.243,208944.9415,LS_5130, ,0,0
122939.9851,208862.0302,LS_5131, ,0,0
123045.3933,208667.5848,LS_5132, ,0,0
122957.0954,208499.5442,LS_5133, ,0,0
122247.1214,208891.498,LS_5134, ,0,0
122026.588,209025.6347,LS_5135, ,0,0
122091.4383,208904.1724,LS_5136, ,0,0
121842.1764,208734.7588,LS_5137, ,0,0
121967.4411,208668.1129,LS_5138, ,0,0
122053.0985,208532.6031,LS_5139, ,0,0
122077.0741,208604.3187,LS_5140, ,0,0
122125.0253,208512.3242,LS_5141, ,0,0
122076.0179,208044.3244,LS_5142, ,0,0
122342.8127,208196.522,LS_5143, ,0,0
122319.7876,208097.6622,LS_5144, ,0,0
122973.9945,208099.5633,LS_5145, ,0,0
122402.9101,207892.7604,LS_5146, ,0,0
122109.4993,207696.5195,LS_5147, ,0,0
121941.9868,207746.2662,LS_5148, ,0,0
121876.1859,207678.1417,LS_5149, ,0,0
121808.4838,207594.8079,LS_5150, ,0,0
121847.2462,207197.7844,LS_5151, ,0,0
122160.6191,207272.7742,LS_5152, ,0,0
121900.9008,207007.0356,LS_5153, ,0,0
121810.1737,207054.9869,LS_5154, ,0,0
121921.391,206889.798,LS_5155, ,0,0
121929.2069,206790.6214,LS_5156, ,0,0
122480.5404,207055.8318,LS_5157, ,0,0
122576.4429,207145.5028,LS_5158, ,0,0
122711.2133,207108.3247,LS_5159, ,0,0
122879.9932,207205.1777,LS_5160, ,0,0
122894.6743,207233.1669,LS_5161, ,0,0
122749.0251,207328.2244,LS_5162, ,0,0
123065.461,207555.095,LS_5163, ,0,0
123128.9383,207382.9353,LS_5164, ,0,0
123149.1116,207159.3389,LS_5165, ,0,0
123042.8584,207078.8569,LS_5166, ,0,0
123407.3512,207279.3226,LS_5167, ,0,0
123348.6268,207293.5812,LS_5168, ,0,0
123347.3593,207227.7803,LS_5169, ,0,0
123314.6173,207166.3098,LS_5170, ,0,0
123574.2299,207319.458,LS_5171, ,0,0
123974.2108,207092.693,LS_5172, ,0,0
123712.8027,207031.1169,LS_5173, ,0,0
123863.2048,206967.3227,LS_5174, ,0,0
123636.4398,206687.748,LS_5175, ,0,0
123747.0234,206598.6052,LS_5176, ,0,0
123931.6462,206646.1339,LS_5177, ,0,0
123945.2711,206575.2633,LS_5178, ,0,0
123904.7132,206507.0331,LS_5179, ,0,0
123897.6367,206441.7603,LS_5180, ,0,0
123852.0091,206332.761,LS_5181, ,0,0
123852.4316,206309.4191,LS_5182, ,0,0
123846.2,206276.8883,LS_5183, ,0,0
122455.6142,206671.7995,LS_5184, ,0,0
122389.4965,206658.1746,LS_5185, ,0,0
122420.6542,206383.8808,LS_5186, ,0,0
122376.7165,206384.3033,LS_5187, ,0,0
122722.1978,206120.0434,LS_5188, ,0,0
122710.2628,206133.3515,LS_5189, ,0,0
122829.2959,205949.1511,LS_5190, ,0,0
122948.329,206494.6756,LS_5191, ,0,0
123161.9972,206601.2457,LS_5192, ,0,0
123134.1136,206605.048,LS_5193, ,0,0
123187.2402,206793.6843,LS_5194, ,0,0
122926.5714,206676.1299,LS_5195, ,0,0
123329.5096,206799.599,LS_5196, ,0,0
123184.7054,205927.2879,LS_5197, ,0,0
123157.9836,205781.2162,LS_5198, ,0,0
123119.6438,205819.028,LS_5199, ,0,0
123340.3884,205666.5135,LS_5200, ,0,0
123427.8414,205677.3923,LS_5201, ,0,0
123502.9368,206239.2878,LS_5202, ,0,0
123589.1223,206286.6053,LS_5203, ,0,0
122248.1776,206375.8538,LS_5204, ,0,0
121632.733,206321.671,LS_5205, ,0,0
121528.1698,206353.8849,LS_5206, ,0,0
122379.8851,205987.2798,LS_5207, ,0,0
122199.9095,205921.4788,LS_5208, ,0,0
122427.4138,205824.837,LS_5209, ,0,0
122437.8702,205797.0591,LS_5210, ,0,0
122464.0638,205688.0598,LS_5211, ,0,0
122539.1592,205714.2535,LS_5212, ,0,0
122189.242,205699.0443,LS_5213, ,0,0
121464.4812,205682.5676,LS_5214, ,0,0
122117.2095,205331.5942,LS_5215, ,0,0
122114.7802,205333.0728,LS_5216, ,0,0
122271.2027,205099.9707,LS_5217, ,0,0
122331.617,205026.1427,LS_5218, ,0,0
122376.3996,204918.6221,LS_5219, ,0,0
122679.8443,204966.3621,LS_5220, ,0,0
122680.4781,204919.6783,LS_5221, ,0,0
122865.8402,204993.5063,LS_5222, ,0,0
122957.6235,205067.7568,LS_5223, ,0,0
121960.1534,205086.8739,LS_5224, ,0,0
121944.5217,205094.7953,LS_5225, ,0,0
121833.8325,205079.5861,LS_5226, ,0,0
122164.6326,204837.0839,LS_5227, ,0,0
122208.9928,204501.3196,LS_5228, ,0,0
122937.7671,204686.4705,LS_5229, ,0,0
122966.6012,204555.1855,LS_5230, ,0,0
123033.0358,204481.8856,LS_5231, ,0,0
122901.1171,204531.738,LS_5232, ,0,0
121841.5427,204630.7034,LS_5233, ,0,0
121832.565,204678.3378,LS_5234, ,0,0
121959.7309,204519.803,LS_5235, ,0,0
121945.5779,204443.4401,LS_5236, ,0,0
124031.9847,205680.3496,LS_5237, ,0,0
124117.4308,204551.5945,LS_5238, ,0,0
123536.735,204364.7536,LS_5239, ,0,0
123532.8271,203436.4642,LS_5240, ,0,0
123183.2267,203240.5401,LS_5241, ,0,0
123042.7528,203379.9578,LS_5242, ,0,0
122935.4434,203407.102,LS_5243, ,0,0
122511.8038,202916.0771,LS_5244, ,0,0
123261.3851,202917.767,LS_5245, ,0,0
123240.5781,202881.5396,LS_5246, ,0,0
123279.8685,202994.3411,LS_5247, ,0,0
123165.1658,202861.5775,LS_5248, ,0,0
122315.6685,202426.2141,LS_5249, ,0,0
122731.9147,201964.3402,LS_5250, ,0,0
122722.8315,201920.4025,LS_5251, ,0,0
122932.0636,202130.4796,LS_5252, ,0,0
123068.524,202207.5818,LS_5253, ,0,0
122290.8479,202675.1591,LS_5254, ,0,0
121820.7357,202593.5153,LS_5255, ,0,0
121704.343,202329.9947,LS_5256, ,0,0
121706.8779,202077.0361,LS_5257, ,0,0
121773.9462,202048.0964,LS_5258, ,0,0
122090.8046,202188.9928,LS_5259, ,0,0
122128.6164,202135.8662,LS_5260, ,0,0
122138.6502,201722.5772,LS_5261, ,0,0
122244.7978,201665.8596,LS_5262, ,0,0
122416.1126,201683.7093,LS_5263, ,0,0
122901.8565,201511.2327,LS_5264, ,0,0
122276.5893,203403.4053,LS_5265, ,0,0
122262.7531,203397.0681,LS_5266, ,0,0
122162.6259,203874.1512,LS_5267, ,0,0
122153.6482,203822.7146,LS_5268, ,0,0
122215.33,203904.1472,LS_5269, ,0,0
122225.8919,203959.703,LS_5270, ,0,0
122229.7998,203968.6807,LS_5271, ,0,0
122229.9055,203961.4985,LS_5272, ,0,0
122520.6758,203775.2914,LS_5273, ,0,0
122936.394,204368.9784,LS_5274, ,0,0
121576.966,203769.4824,LS_5275, ,0,0
121595.1325,203812.047,LS_5276, ,0,0
121595.1325,203820.2853,LS_5277, ,0,0
121566.8265,204081.9047,LS_5278, ,0,0
121614.4609,204229.6663,LS_5279, ,0,0
121625.5509,204405.8396,LS_5280, ,0,0
122960.3696,206342.7949,LS_5281, ,0,0
122433.1173,207070.4073,LS_5282, ,0,0
123844.6157,206658.1746,LS_5283, ,0,0
123115.3134,206097.969,LS_5284, ,0,0
123117.1089,206104.5174,LS_5285, ,0,0
128036.8633,217098.7637,LS_5286, ,0,0
128321.9302,217359.1157,LS_5287, ,0,0
128356.5734,217308.4184,LS_5288, ,0,0
128440.6465,217301.025,LS_5289, ,0,0
128728.1427,217236.7027,LS_5290, ,0,0
129125.5887,217229.9431,LS_5291, ,0,0
128190.5396,217329.8591,LS_5292, ,0,0
128967.582,217116.5078,LS_5293, ,0,0
128934.84,217125.9079,LS_5294, ,0,0
128525.5646,217345.1739,LS_5295, ,0,0
129261.7322,216715.0482,LS_5296, ,0,0
128762.9971,216575.4193,LS_5297, ,0,0
128762.3634,216577.0036,LS_5298, ,0,0
128867.0323,216582.179,LS_5299, ,0,0
128595.4846,215998.5258,LS_5300, ,0,0
129172.5894,215651.4603,LS_5301, ,0,0
129773.8809,216057.3559,LS_5302, ,0,0
129958.6094,215500.6357,LS_5303, ,0,0
130178.6147,216037.605,LS_5304, ,0,0
130144.4996,215974.339,LS_5305, ,0,0
130126.4387,215875.9016,LS_5306, ,0,0
131053.1438,215850.1305,LS_5307, ,0,0
131074.2677,215713.987,LS_5308, ,0,0
131046.8067,215685.5754,LS_5309, ,0,0
130535.7141,216130.867,LS_5310, ,0,0
130345.5991,216280.5298,LS_5311, ,0,0
131107.221,216034.3308,LS_5312, ,0,0
131564.6589,216573.0957,LS_5313, ,0,0
131336.5208,216373.158,LS_5314, ,0,0
131562.2296,216083.5495,LS_5315, ,0,0
131531.3887,215534.962,LS_5316, ,0,0
131668.4828,216218.848,LS_5317, ,0,0
131372.009,216166.1439,LS_5318, ,0,0
129538.4552,214860.793,LS_5319, ,0,0
129759.3055,214204.5793,LS_5320, ,0,0
129864.7137,214168.6687,LS_5321, ,0,0
130689.6017,214847.1681,LS_5322, ,0,0
130544.3749,214442.54,LS_5323, ,0,0
129153.8947,214341.3565,LS_5324, ,0,0
129137.3125,214073.7168,LS_5325, ,0,0
131565.6095,213893.6356,LS_5326, ,0,0
131573.9534,213916.555,LS_5327, ,0,0
131575.8545,213946.2341,LS_5328, ,0,0
131688.4449,214368.3951,LS_5329, ,0,0
131086.2027,213618.2857,LS_5330, ,0,0
130945.2008,213979.8211,LS_5331, ,0,0
129684.21,212759.0714,LS_5332, ,0,0
129841.3718,212250.9362,LS_5333, ,0,0
130436.9599,212317.3708,LS_5334, ,0,0
128988.9171,212885.0754,LS_5335, ,0,0
128994.4093,212892.9969,LS_5336, ,0,0
128661.8137,212787.6943,LS_5337, ,0,0
128647.4494,212696.3334,LS_5338, ,0,0
128560.6302,212744.8128,LS_5339, ,0,0
128388.2593,212568.217,LS_5340, ,0,0
128393.7515,212601.5928,LS_5341, ,0,0
128418.4664,212308.71,LS_5342, ,0,0
128363.3331,212478.018,LS_5343, ,0,0
128045.3129,212341.5577,LS_5344, ,0,0
127949.4104,212570.3294,LS_5345, ,0,0
127562.8432,212522.5894,LS_5346, ,0,0
127318.9679,212188.8319,LS_5347, ,0,0
127191.6964,212293.6064,LS_5348, ,0,0
127270.1717,212319.0607,LS_5349, ,0,0
127955.0082,211956.6804,LS_5350, ,0,0
127981.0962,211863.8409,LS_5351, ,0,0
127786.1227,212089.2328,LS_5352, ,0,0
127765.2101,211969.4603,LS_5353, ,0,0
127129.4865,211686.9283,LS_5354, ,0,0
127167.932,211666.2268,LS_5355, ,0,0
127396.4925,211471.1477,LS_5356, ,0,0
127696.7687,211506.8471,LS_5357, ,0,0
127736.1647,211573.1761,LS_5358, ,0,0
127710.7104,211723.7895,LS_5359, ,0,0
127248.7309,211491.2154,LS_5360, ,0,0
127571.8208,211357.1843,LS_5361, ,0,0
127614.0686,211371.3373,LS_5362, ,0,0
128161.283,212272.2713,LS_5363, ,0,0
128179.0271,212500.7262,LS_5364, ,0,0
132252.7697,213039.7023,LS_5365, ,0,0
132111.6621,212909.2623,LS_5366, ,0,0
132533.0837,215052.8092,LS_5367, ,0,0
131822.2647,215840.3079,LS_5368, ,0,0
130791.3132,216443.1838,LS_5369, ,0,0
130823.1047,216465.9976,LS_5370, ,0,0
127512.9908,211566.9446,LS_5371, ,0,0
127536.5439,211566.5221,LS_5372, ,0,0
131778.6439,215651.4603,LS_5373, ,0,0
131991.3615,215522.3933,LS_5374, ,0,0
131987.348,215420.3649,LS_5375, ,0,0
131853.4225,216583.2352,LS_5376, ,0,0
131968.3365,216535.6008,LS_5377, ,0,0
131584.0929,216785.1796,LS_5378, ,0,0
132258.5787,213032.837,LS_5379, ,0,0
218611.6756,331483.3707,LS_5380, ,0,0
208086.9077,257895.3361,LS_5381, ,0,0
209674.2625,258178.185,LS_5382, ,0,0
128460.6086,373454.6425,LS_5383, ,0,0
128579.5361,258193.0773,LS_5384, ,0,0
142995.2192,377094.8174,LS_5385, ,0,0
143863.8337,324066.6665,LS_5386, ,0,0
150639.1107,372677.2833,LS_5387, ,0,0
245814.7066,296257.4855,LS_5388, ,0,0
248446.0042,295711.961,LS_5389, ,0,0
253712.4017,296230.975,LS_5390, ,0,0
262147.3829,296141.1985,LS_5391, ,0,0
262706.1099,296548.9952,LS_5392, ,0,0
399806.7163,351751.6392,LS_5393, ,0,0
400412.3383,351634.1903,LS_5394, ,0,0
235574.3719,403658.4281,LS_5395, ,0,0
92031.18971,118291.3371,LS_5396, ,0,0
90892.92881,118519.1583,LS_5397, ,0,0
102938.1944,117731.0259,LS_5398, ,0,0
102418.8635,119783.8457,LS_5399, ,0,0
102300.9922,119939.1063,LS_5400, ,0,0
100503.2433,120088.6635,LS_5401, ,0,0
103079.1963,120166.3994,LS_5402, ,0,0
104993.0209,117897.3765,LS_5403, ,0,0
106320.8688,117995.6026,LS_5404, ,0,0
107296.4757,118321.8612,LS_5405, ,0,0
105881.3862,118657.731,LS_5406, ,0,0
104805.1239,119179.2799,LS_5407, ,0,0
103857.6118,119501.3137,LS_5408, ,0,0
104817.2702,119459.6996,LS_5409, ,0,0
104478.3373,119561.728,LS_5410, ,0,0
103589.5496,119943.9648,LS_5411, ,0,0
103548.1467,119995.7183,LS_5412, ,0,0
108223.4977,110181.7694,LS_5413, ,0,0
105952.0456,110323.9332,LS_5414, ,0,0
105920.0429,110450.571,LS_5415, ,0,0
105777.1398,110475.4971,LS_5416, ,0,0
105921.3104,110481.5175,LS_5417, ,0,0
105672.1541,110505.1762,LS_5418, ,0,0
106847.8043,110491.4457,LS_5419, ,0,0
106758.7671,110601.818,LS_5420, ,0,0
107859.005,110578.8986,LS_5421, ,0,0
105798.5806,110680.927,LS_5422, ,0,0
105824.9854,110711.2398,LS_5423, ,0,0
109309.8995,110559.6759,LS_5424, ,0,0
109215.3701,110689.2709,LS_5425, ,0,0
109194.2462,110777.4632,LS_5426, ,0,0
109140.169,110829.6392,LS_5427, ,0,0
105179.4393,111120.9377,LS_5428, ,0,0
105136.2409,111135.3019,LS_5429, ,0,0
105967.1492,111105.2004,LS_5430, ,0,0
106304.709,111096.7508,LS_5431, ,0,0
105020.0595,111196.4556,LS_5432, ,0,0
107832.3889,111261.834,LS_5433, ,0,0
107536.9712,111518.7005,LS_5434, ,0,0
108412.6622,111512.2578,LS_5435, ,0,0
108061.7943,111646.1832,LS_5436, ,0,0
108078.0597,112164.6692,LS_5437, ,0,0
109181.3606,112354.3617,LS_5438, ,0,0
109170.2706,112386.1532,LS_5439, ,0,0
108933.9998,112565.6006,LS_5440, ,0,0
106187.1545,112715.8971,LS_5441, ,0,0
109335.0369,112579.3312,LS_5442, ,0,0
104648.0678,112864.5037,LS_5443, ,0,0
104423.7321,113030.5375,LS_5444, ,0,0
104657.4679,113226.4616,LS_5445, ,0,0
104259.2826,113281.2781,LS_5446, ,0,0
109098.5549,113184.1082,LS_5447, ,0,0
109317.3985,113324.5821,LS_5448, ,0,0
109337.4662,113354.8948,LS_5449, ,0,0
109407.8087,113533.4973,LS_5450, ,0,0
109160.976,113613.1344,LS_5451, ,0,0
109860.4937,113582.5048,LS_5452, ,0,0
109796.9108,113848.2433,LS_5453, ,0,0
104593.6738,114499.5985,LS_5454, ,0,0
104601.5952,114536.4597,LS_5455, ,0,0
106045.4132,114930.8428,LS_5456, ,0,0
105863.2197,115057.4805,LS_5457, ,0,0
106063.0517,115048.8197,LS_5458, ,0,0
105832.0619,115784.6705,LS_5459, ,0,0
105012.6662,116082.623,LS_5460, ,0,0
105294.5645,116089.4883,LS_5461, ,0,0
103913.3788,116274.2167,LS_5462, ,0,0
104803.0115,116298.2979,LS_5463, ,0,0
104755.4828,116356.8111,LS_5464, ,0,0
104619.8674,116837.9078,LS_5465, ,0,0
104648.9127,116930.6416,LS_5466, ,0,0
104574.451,116946.4846,LS_5467, ,0,0
104237.9474,117267.5677,LS_5468, ,0,0
97714.9952,104301.8285,LS_5469, ,0,0
102624.6102,105789.2674,LS_5470, ,0,0
102577.187,105847.2524,LS_5471, ,0,0
102633.3766,105982.6566,LS_5472, ,0,0
102126.7201,106124.3979,LS_5473, ,0,0
102499.5567,107177.4239,LS_5474, ,0,0
102223.1506,107708.901,LS_5475, ,0,0
99330.12799,108495.8716,LS_5476, ,0,0
99474.29861,109196.5511,LS_5477, ,0,0
98827.1681,109832.5915,LS_5478, ,0,0
99285.02851,109855.5109,LS_5479, ,0,0
